Packet #,Checksum Status,Output Checksum,magic1,magic2,state,typeID,PAD,PAD,pwr_ctr,flight_ctr,checksum,magic3,fixQuality,numSats,latitude,longitude,altitude,max_altitude,hours,minutes,seconds,PAD,PAD,Packet (hex)
1383,OK,3151841901,43690,170,5,5,162,37619,83551823530,8299095359,3151841901,3435973836,2,10,32.94373321533203,-106.92237854003906,1.381600022315979,1.3890000581741333,13,17,48,223,438518026,020000000a00000062c6034242d8d5c245d8b03fc1cab13f0d1130df0a41231aaaaaaa0505a2f392aaa61374130000003f25aaee010000006d4addbbcccccccc
1389,OK,739949315,43690,170,5,5,162,37619,83552823571,8300095400,739949315,3435973836,2,10,32.94373321533203,-106.92237854003906,1.381600022315979,1.3890000581741333,13,17,49,223,438518026,020000000a00000062c6034242d8d5c245d8b03fc1cab13f0d1131df0a41231aaaaaaa0505a2f39213e9227413000000a867b9ee0100000003bb1a2ccccccccc
1395,OK,3943112504,43690,170,5,5,162,37619,83553825329,8301097158,3943112504,3435973836,2,10,32.94373321533203,-106.92237854003906,1.381600022315979,1.3890000581741333,13,17,50,223,438518026,020000000a00000062c6034242d8d5c245d8b03fc1cab13f0d1132df0a41231aaaaaaa0505a2f3923132327413000000c6b0c8ee01000000381f07ebcccccccc
1401,OK,1526660230,43690,170,5,5,162,37619,83554825326,8302097155,1526660230,3435973836,2,10,32.94373321533203,-106.92237854003906,1.381600022315979,1.3890000581741333,13,17,51,223,438518026,020000000a00000062c6034242d8d5c245d8b03fc1cab13f0d1133df0a41231aaaaaaa0505a2f3926e7441741300000003f3d7ee0100000086fcfe5acccccccc
1407,OK,2539753357,43690,170,5,5,162,37619,83555827709,8303099538,2539753357,3435973836,2,10,32.94373321533203,-106.92237854003906,1.381600022315979,1.3890000581741333,13,17,52,223,438518026,020000000a00000062c6034242d8d5c245d8b03fc1cab13f0d1134df0a41231aaaaaaa0505a2f392fdbf507413000000923ee7ee010000008d8f6197cccccccc
1413,OK,1972249671,43690,170,5,5,162,37619,83556828002,8304099831,1972249671,3435973836,2,10,32.94373321533203,-106.92237854003906,1.381600022315979,1.3890000581741333,13,17,53,223,438518026,020000000a00000062c6034242d8d5c245d8b03fc1cab13f0d1135df0a41231aaaaaaa0505a2f3926203607413000000f781f6ee0100000047248e75cccccccc
1424,OK,1242285842,43690,170,5,5,162,37619,83558168589,8305440418,1242285842,3435973836,2,10,32.94373321533203,-106.92237854003906,1.381600022315979,1.3890000581741333,13,17,54,223,438518026,020000000a00000062c6034242d8d5c245d8b03fc1cab13f0d1136df0a41231aaaaaaa0505a2f3920d78747413000000a2f60aef0100000012c70b4acccccccc
1430,OK,4090884498,43690,170,5,5,162,37619,83559221873,8306493702,4090884498,3435973836,2,10,32.94373321533203,-106.92237854003906,1.381600022315979,1.3890000581741333,13,17,55,223,438518026,020000000a00000062c6034242d8d5c245d8b03fc1cab13f0d1137df0a41231aaaaaaa0505a2f392718a84741300000006091bef0100000092f1d5f3cccccccc
1436,OK,1852737274,43690,170,5,5,162,37619,83560170242,8307442070,1852737274,3435973836,2,10,32.94373321533203,-106.92237854003906,1.381600022315979,1.3890000581741333,13,17,56,223,438518026,020000000a00000062c6034242d8d5c245d8b03fc1cab13f0d1138df0a41231aaaaaaa0505a2f3920203937413000000968129ef01000000fa866e6ecccccccc
1442,OK,1423917550,43690,170,5,5,162,37619,83561170351,8308442180,1423917550,3435973836,2,10,32.94373321533203,-106.92237854003906,1.381600022315979,1.3890000581741333,13,17,57,223,438518026,020000000a00000062c6034242d8d5c245d8b03fc1cab13f0d1139df0a41231aaaaaaa0505a2f392af45a2741300000044c438ef01000000ee41df54cccccccc
1448,OK,2151801996,43690,170,5,5,162,37619,83562172379,8309444208,2151801996,3435973836,2,10,32.94373321533203,-106.92237854003906,1.381600022315979,1.3890000581741333,13,17,58,223,438518026,020000000a00000062c6034242d8d5c245d8b03fc1cab13f0d113adf0a41231aaaaaaa0505a2f392db8fb17413000000700e48ef010000008ce44180cccccccc
1454,OK,663100159,43690,170,5,5,162,37619,83563225836,8310497665,663100159,3435973836,2,10,32.94373321533203,-106.92237854003906,1.381600022315979,1.3890000581741333,13,17,59,223,438518026,020000000a00000062c6034242d8d5c245d8b03fc1cab13f0d113bdf0a41231aaaaaaa0505a2f392eca2c17413000000812158ef01000000ff1a8627cccccccc
1460,OK,3077873652,43690,170,5,5,162,37619,83564174031,8311445860,3077873652,3435973836,2,10,32.94373321533203,-106.92237854003906,1.381600022315979,1.3890000581741333,13,18,0,223,438518026,020000000a00000062c6034242d8d5c245d8b03fc1cab13f0d1200df0a41231aaaaaaa0505a2f392cf1ad07413000000649966ef01000000f49f74b7cccccccc
1466,OK,2526714144,43690,170,5,5,162,37619,83565174020,8312445849,2526714144,3435973836,2,10,32.94373321533203,-106.92237854003906,1.381600022315979,1.3890000581741333,13,18,1,223,438518026,020000000a00000062c6034242d8d5c245d8b03fc1cab13f0d1201df0a41231aaaaaaa0505a2f392045ddf741300000099db75ef0100000020999a96cccccccc
1472,OK,1588044897,43690,170,5,5,162,37619,83566229360,8313501189,1588044897,3435973836,2,10,32.94373321533203,-106.92237854003906,1.381600022315979,1.3890000581741333,13,18,2,223,438518026,020000000a00000062c6034242d8d5c245d8b03fc1cab13f0d1202df0a41231aaaaaaa0505a2f3927077ef741300000005f685ef0100000061a4a75ecccccccc
1478,OK,3360180358,43690,170,5,5,162,37619,83567175749,8314447578,3360180358,3435973836,2,10,32.94373321533203,-106.92237854003906,1.381600022315979,1.3890000581741333,13,18,3,223,438518026,020000000a00000062c6034242d8d5c245d8b03fc1cab13f0d1203df0a41231aaaaaaa0505a2f39245e8fd7413000000da6694ef01000000864848c8cccccccc
1484,OK,2925670943,43690,170,5,5,162,37619,83568178176,8315450005,2925670943,3435973836,2,10,32.94373321533203,-106.92237854003906,1.381600022315979,1.3890000581741333,13,18,4,223,438518026,020000000a00000062c6034242d8d5c245d8b03fc1cab13f0d1204df0a41231aaaaaaa0505a2f39200340d751300000095b2a3ef010000001f3262aecccccccc
1490,OK,2576291123,43690,170,5,5,162,37619,83569178442,8316450271,2576291123,3435973836,2,10,32.94373321533203,-106.92237854003906,1.381600022315979,1.3890000581741333,13,18,5,223,438518026,020000000a00000062c6034242d8d5c245d8b03fc1cab13f0d1205df0a41231aaaaaaa0505a2f3924a771c7513000000dff5b2ef0100000033158f99cccccccc
1496,OK,1105686278,43690,170,5,5,162,37619,83570180071,8317451900,1105686278,3435973836,2,9,32.94373321533203,-106.92237854003906,1.381600022315979,1.3890000581741333,13,18,6,223,438518026,020000000900000062c6034242d8d5c245d8b03fc1cab13f0d1206df0a41231aaaaaaa0505a2f392e7bf2b75130000007c3ec2ef01000000066fe741cccccccc
1502,OK,1330586700,43690,170,5,5,162,37619,83571180216,8318452044,1330586700,3435973836,2,10,32.94373321533203,-106.92237854003906,1.381600022315979,1.3890000581741333,13,18,7,223,438518026,020000000a00000062c6034242d8d5c245d8b03fc1cab13f0d1207df0a41231aaaaaaa0505a2f392b8023b75130000004c81d1ef010000004c244f4fcccccccc
1508,OK,4086199821,43690,170,5,5,162,37619,83572182157,8319453986,4086199821,3435973836,2,10,32.94373321533203,-106.92237854003906,1.381600022315979,1.3890000581741333,13,18,8,223,438518026,020000000a00000062c6034242d8d5c245d8b03fc1cab13f0d1208df0a41231aaaaaaa0505a2f3928d4c4a751300000022cbe0ef010000000d768ef3cccccccc
1514,OK,3684488463,43690,170,5,5,162,37619,83573182345,8320454174,3684488463,3435973836,2,10,32.94373321533203,-106.92237854003906,1.381600022315979,1.3890000581741333,13,18,9,223,438518026,020000000a00000062c6034242d8d5c245d8b03fc1cab13f0d1209df0a41231aaaaaaa0505a2f392898f5975130000001e0ef0ef010000000fd59cdbcccccccc
1520,OK,3458381549,43690,170,5,5,162,37619,83574184563,8321456392,3458381549,3435973836,2,10,32.94373321533203,-106.92237854003906,1.381600022315979,1.3890000581741333,13,18,10,223,438518026,020000000a00000062c6034242d8d5c245d8b03fc1cab13f0d120adf0a41231aaaaaaa0505a2f39273da6875130000000859ffef01000000edb622cecccccccc
1526,OK,3850352757,43690,170,5,5,162,37619,83575184335,8322456164,3850352757,3435973836,2,10,32.94373321533203,-106.92237854003906,1.381600022315979,1.3890000581741333,13,18,11,223,438518026,020000000a00000062c6034242d8d5c245d8b03fc1cab13f0d120bdf0a41231aaaaaaa0505a2f392cf1b787513000000649a0ef00100000075b87fe5cccccccc
1532,OK,3775531374,43690,170,5,5,162,37619,83576186025,8323457853,3775531374,3435973836,2,10,32.94373321533203,-106.92237854003906,1.381600022315979,1.3890000581741333,13,18,12,223,438518026,020000000a00000062c6034242d8d5c245d8b03fc1cab13f0d120cdf0a41231aaaaaaa0505a2f392a9648775130000003de31df0010000006e090ae1cccccccc
1538,OK,4094444981,43690,170,5,5,162,37619,83577185804,8324457633,4094444981,3435973836,2,9,32.94373321533203,-106.92237854003906,1.381600022315979,1.3890000581741333,13,18,13,223,438518026,020000000900000062c6034242d8d5c245d8b03fc1cab13f0d120ddf0a41231aaaaaaa0505a2f3920ca6967513000000a1242df001000000b5450cf4cccccccc
1544,OK,1479748064,43690,170,5,5,162,37619,83578188596,8325460425,1479748064,3435973836,2,10,32.94373321533203,-106.92237854003906,1.381600022315979,1.3890000581741333,13,18,14,223,438518026,020000000a00000062c6034242d8d5c245d8b03fc1cab13f0d120edf0a41231aaaaaaa0505a2f39234f3a57513000000c9713cf001000000e0293358cccccccc
1545,OK,1252890762,43690,170,5,5,162,37619,83579105339,8326377168,1252890762,3435973836,2,10,32.94373321533203,-106.92237854003906,1.381600022315979,1.3890000581741333,13,18,15,223,438518026,020000000a00000062c6034242d8d5c245d8b03fc1cab13f0d120fdf0a41231aaaaaaa0505a2f3923bf0b37513000000d06e4af0010000008a98ad4acccccccc
1556,OK,260912022,43690,170,5,5,162,37619,83580190230,8327462059,260912022,3435973836,2,10,32.94373321533203,-106.92237854003906,1.381600022315979,1.3890000581741333,13,18,16,223,438518026,020000000a00000062c6034242d8d5c245d8b03fc1cab13f0d1210df0a41231aaaaaaa0505a2f392167ec47513000000abfc5af00100000096338d0fcccccccc
1562,OK,121850946,43690,170,5,5,162,37619,83581190314,8328462143,121850946,3435973836,2,10,32.94373321533203,-106.92237854003906,1.381600022315979,1.3890000581741333,13,18,17,223,438518026,020000000a00000062c6034242d8d5c245d8b03fc1cab13f0d1211df0a41231aaaaaaa0505a2f392aac0d375130000003f3f6af001000000424c4307cccccccc
1568,OK,2784554818,43690,170,5,5,162,37619,83582192229,8329464058,2784554818,3435973836,2,10,32.94373321533203,-106.92237854003906,1.381600022315979,1.3890000581741333,13,18,18,223,438518026,020000000a00000062c6034242d8d5c245d8b03fc1cab13f0d1212df0a41231aaaaaaa0505a2f392650ae37513000000fa8879f00100000042eff8a5cccccccc
1574,OK,587359466,43690,170,5,5,162,37619,83583192217,8330464046,587359466,3435973836,2,10,32.94373321533203,-106.92237854003906,1.381500005722046,1.3890000581741333,13,18,19,223,438518026,020000000a00000062c6034242d8d5c2fed4b03fc1cab13f0d1213df0a41231aaaaaaa0505a2f392994cf275130000002ecb88f001000000ea640223cccccccc
1580,OK,82316989,43690,170,5,5,162,37619,83584194263,8331466092,82316989,3435973836,2,10,32.94373321533203,-106.92237854003906,1.381500005722046,1.3890000581741333,13,18,20,223,438518026,020000000a00000062c6034242d8d5c2fed4b03fc1cab13f0d1214df0a41231aaaaaaa0505a2f392d7960176130000006c1598f001000000bd0ee804cccccccc
1586,OK,1749183305,43690,170,5,5,162,37619,83585194303,8332466132,1749183305,3435973836,2,10,32.94373321533203,-106.92237854003906,1.381500005722046,1.3890000581741333,13,18,21,223,438518026,020000000a00000062c6034242d8d5c2fed4b03fc1cab13f0d1215df0a41231aaaaaaa0505a2f3923fd9107613000000d457a7f001000000496b4268cccccccc
1592,OK,1224320961,43690,170,5,5,162,37619,83586195837,8333467665,1224320961,3435973836,2,9,32.94373321533203,-106.92237854003906,1.381500005722046,1.3890000581741333,13,18,22,223,438518026,020000000900000062c6034242d8d5c2fed4b03fc1cab13f0d1216df0a41231aaaaaaa0505a2f3927d2120761300000011a0b6f001000000c1a7f948cccccccc
1598,OK,4072951599,43690,170,5,5,162,37619,83587197013,8334468842,4072951599,3435973836,2,9,32.94373321533203,-106.92237854003906,1.381500005722046,1.3890000581741333,13,18,23,223,438518026,020000000900000062c6034242d8d5c2fed4b03fc1cab13f0d1217df0a41231aaaaaaa0505a2f39255682f7613000000eae6c5f0010000002f4fc4f2cccccccc
1599,OK,813605370,43690,170,5,5,162,37619,83588113697,8335385526,813605370,3435973836,2,10,32.94373321533203,-106.92237854003906,1.381500005722046,1.3890000581741333,13,18,24,223,438518026,020000000a00000062c6034242d8d5c2fed4b03fc1cab13f0d1218df0a41231aaaaaaa0505a2f39221653d7613000000b6e3d3f001000000faa17e30cccccccc
1610,OK,1336782216,43690,170,5,5,162,37619,83589199785,8336471614,1336782216,3435973836,2,10,32.94373321533203,-106.92237854003906,1.381500005722046,1.3890000581741333,13,18,25,223,438518026,020000000a00000062c6034242d8d5c2fed4b03fc1cab13f0d1219df0a41231aaaaaaa0505a2f392a9f74d76130000003e76e4f00100000088adad4fcccccccc
1616,OK,37646932,43690,170,5,5,162,37619,83590200390,8337472219,37646932,3435973836,2,10,32.94373321533203,-106.92237854003906,1.381500005722046,1.3890000581741333,13,18,26,223,438518026,020000000a00000062c6034242d8d5c2fed4b03fc1cab13f0d121adf0a41231aaaaaaa0505a2f392463c5d7613000000dbbaf3f00100000054723e02cccccccc
1622,OK,3941675828,43690,170,5,5,162,37619,83591200221,8338472050,3941675828,3435973836,2,10,32.94373321533203,-106.92237854003906,1.381500005722046,1.3890000581741333,13,18,27,223,438518026,020000000a00000062c6034242d8d5c2fed4b03fc1cab13f0d121bdf0a41231aaaaaaa0505a2f392dd7d6c761300000072fc02f1010000003433f1eacccccccc
1628,OK,3623492863,43690,170,5,5,162,37619,83592202250,8339474078,3623492863,3435973836,2,10,32.94373321533203,-106.92237854003906,1.381500005722046,1.3890000581741333,13,18,28,223,438518026,020000000a00000062c6034242d8d5c2fed4b03fc1cab13f0d121cdf0a41231aaaaaaa0505a2f3920ac87b76130000009e4612f101000000ff1cfad7cccccccc
1634,OK,1493134675,43690,170,5,5,162,37619,83593202221,8340474050,1493134675,3435973836,2,10,32.94373321533203,-106.92237854003906,1.381500005722046,1.3890000581741333,13,18,29,223,438518026,020000000a00000062c6034242d8d5c2fed4b03fc1cab13f0d121ddf0a41231aaaaaaa0505a2f3922d0a8b7613000000c28821f101000000536dff58cccccccc
1640,OK,67439829,43690,170,5,5,162,37619,83594204353,8341476182,67439829,3435973836,2,10,32.94373321533203,-106.92237854003906,1.381500005722046,1.3890000581741333,13,18,30,223,438518026,020000000a00000062c6034242d8d5c2fed4b03fc1cab13f0d121edf0a41231aaaaaaa0505a2f392c1549a761300000056d330f101000000d50c0504cccccccc
1646,OK,2517059879,43690,170,5,5,162,37619,83595204307,8342476136,2517059879,3435973836,2,10,32.94373321533203,-106.92237854003906,1.381500005722046,1.3890000581741333,13,18,31,223,438518026,020000000a00000062c6034242d8d5c2fed4b03fc1cab13f0d121fdf0a41231aaaaaaa0505a2f392d396a97613000000681540f10100000027490796cccccccc
1652,OK,4240120193,43690,170,5,5,162,37619,83596205865,8343477694,4240120193,3435973836,2,10,32.94373321533203,-106.92237854003906,1.381500005722046,1.3890000581741333,13,18,32,223,438518026,020000000a00000062c6034242d8d5c2fed4b03fc1cab13f0d1220df0a41231aaaaaaa0505a2f39229dfb87613000000be5d4ff1010000008119bbfccccccccc
1658,OK,1794980802,43690,170,5,5,162,37619,83597205992,8344477821,1794980802,3435973836,2,10,32.94373321533203,-106.92237854003906,1.381500005722046,1.3890000581741333,13,18,33,223,438518026,020000000a00000062c6034242d8d5c2fed4b03fc1cab13f0d1221df0a41231aaaaaaa0505a2f392e821c876130000007da05ef101000000c23bfd6acccccccc
1664,OK,2788105979,43690,170,5,5,162,37619,83598207934,8345479763,2788105979,3435973836,2,10,32.94373321533203,-106.92237854003906,1.381500005722046,1.3890000581741333,13,18,34,223,438518026,020000000a00000062c6034242d8d5c2fed4b03fc1cab13f0d1222df0a41231aaaaaaa0505a2f392be6bd7761300000053ea6df101000000fb1e2fa6cccccccc
1670,OK,1179350787,43690,170,5,5,162,37619,83599207957,8346479786,1179350787,3435973836,2,10,32.94373321533203,-106.92237854003906,1.381500005722046,1.3890000581741333,13,18,35,223,438518026,020000000a00000062c6034242d8d5c2fed4b03fc1cab13f0d1223df0a41231aaaaaaa0505a2f39215aee67613000000aa2c7df10100000003774b46cccccccc
1676,OK,1997748058,43690,170,5,5,162,37619,83600210341,8347482170,1997748058,3435973836,2,10,32.94373321533203,-106.92237854003906,1.381500005722046,1.3890000581741333,13,18,36,223,438518026,020000000a00000062c6034242d8d5c2fed4b03fc1cab13f0d1224df0a41231aaaaaaa0505a2f392a5f9f576130000003a788cf1010000005a371377cccccccc
1682,OK,216424120,43690,170,5,5,162,37619,83601210208,8348482037,216424120,3435973836,2,10,32.94373321533203,-106.92237854003906,1.381500005722046,1.3890000581741333,13,18,37,223,438518026,020000000a00000062c6034242d8d5c2fed4b03fc1cab13f0d1225df0a41231aaaaaaa0505a2f392603b057713000000f5b99bf101000000b85ee60ccccccccc
1683,OK,3876394840,43690,170,5,5,162,37619,83602127307,8349399136,3876394840,3435973836,2,10,32.94373321533203,-106.92237854003906,1.381500005722046,1.3890000581741333,13,18,38,223,438518026,020000000a00000062c6034242d8d5c2fed4b03fc1cab13f0d1226df0a41231aaaaaaa0505a2f392cb3913771300000060b8a9f10100000058170de7cccccccc
1689,OK,3381799053,43690,170,5,5,162,37619,83603128328,8350400157,3381799053,3435973836,2,10,32.94373321533203,-106.92237854003906,1.381500005722046,1.3890000581741333,13,18,39,223,438518026,020000000a00000062c6034242d8d5c2fed4b03fc1cab13f0d1227df0a41231aaaaaaa0505a2f39208802277130000009dfeb8f1010000008d2892c9cccccccc
1700,OK,3972666219,43690,170,5,5,162,37619,83604214373,8351486202,3972666219,3435973836,2,10,32.94373321533203,-106.92237854003906,1.381500005722046,1.3890000581741333,13,18,40,223,438518026,020000000a00000062c6034242d8d5c2fed4b03fc1cab13f0d1228df0a41231aaaaaaa0505a2f3926512337713000000fa90c9f1010000006b13caeccccccccc
1706,OK,1824388579,43690,170,5,5,162,37619,83605214397,8352486226,1824388579,3435973836,2,10,32.94373321533203,-106.92237854003906,1.381500005722046,1.3890000581741333,13,18,41,223,438518026,020000000a00000062c6034242d8d5c2fed4b03fc1cab13f0d1229df0a41231aaaaaaa0505a2f392bd5442771300000052d3d8f101000000e3f5bd6ccccccccc
1712,OK,2221446219,43690,170,5,5,162,37619,83606215939,8353487767,2221446219,3435973836,2,10,32.94373321533203,-106.92237854003906,1.381500005722046,1.3890000581741333,13,18,42,223,438518026,020000000a00000062c6034242d8d5c2fed4b03fc1cab13f0d122adf0a41231aaaaaaa0505a2f392039d517713000000971be8f1010000004b946884cccccccc
1713,OK,1197848342,43690,170,5,5,162,37619,83607133619,8354405448,1197848342,3435973836,2,9,32.94373321533203,-106.92237854003906,1.381500005722046,1.3890000581741333,13,18,43,223,438518026,020000000900000062c6034242d8d5c2fed4b03fc1cab13f0d122bdf0a41231aaaaaaa0505a2f392b39d5f7713000000481cf6f10100000016b76547cccccccc
1724,OK,4129630755,43690,170,5,5,162,37619,83608217937,8355489766,4129630755,3435973836,2,10,32.94373321533203,-106.92237854003906,1.381500005722046,1.3890000581741333,13,18,44,223,438518026,020000000a00000062c6034242d8d5c2fed4b03fc1cab13f0d122cdf0a41231aaaaaaa0505a2f3925129707713000000e6a706f201000000232a25f6cccccccc
1725,OK,3026920393,43690,170,5,5,162,37619,83609135670,8356407499,3026920393,3435973836,2,9,32.94373321533203,-106.92237854003906,1.381500005722046,1.3890000581741333,13,18,45,223,438518026,020000000900000062c6034242d8d5c2fed4b03fc1cab13f0d122ddf0a41231aaaaaaa0505a2f392362a7e7713000000cba814f201000000c9236bb4cccccccc
1731,OK,3296608622,43690,170,5,5,162,37619,83610136257,8357408086,3296608622,3435973836,2,9,32.94373321533203,-106.92237854003906,1.381600022315979,1.3890000581741333,13,18,46,223,438518026,020000000900000062c6034242d8d5c245d8b03fc1cab13f0d122edf0a41231aaaaaaa0505a2f392c16e8d771300000056ed23f2010000006e417ec4cccccccc
1742,OK,476254901,43690,170,5,5,162,37619,83611219915,8358491744,476254901,3435973836,2,10,32.94373321533203,-106.92237854003906,1.381600022315979,1.3890000581741333,13,18,47,223,438518026,020000000a00000062c6034242d8d5c245d8b03fc1cab13f0d122fdf0a41231aaaaaaa0505a2f392cbf79d7713000000607634f201000000b512631ccccccccc
1748,OK,1936110741,43690,170,5,5,162,37619,83612222239,8359494068,1936110741,3435973836,2,10,32.94373321533203,-106.92237854003906,1.381600022315979,1.3890000581741333,13,18,48,223,438518026,020000000a00000062c6034242d8d5c245d8b03fc1cab13f0d1230df0a41231aaaaaaa0505a2f3921f43ad7713000000b4c143f20100000095b46673cccccccc
1754,OK,3164774525,43690,170,5,5,162,37619,83613222322,8360494151,3164774525,3435973836,2,10,32.94373321533203,-106.92237854003906,1.381600022315979,1.3890000581741333,13,18,49,223,438518026,020000000a00000062c6034242d8d5c245d8b03fc1cab13f0d1231df0a41231aaaaaaa0505a2f392b285bc7713000000470453f2010000007da0a2bccccccccc
1760,OK,876967029,43690,170,5,5,162,37619,83614224264,8361496093,876967029,3435973836,2,10,32.94373321533203,-106.92237854003906,1.381600022315979,1.3890000581741333,13,18,50,223,438518026,020000000a00000062c6034242d8d5c245d8b03fc1cab13f0d1232df0a41231aaaaaaa0505a2f39288cfcb77130000001d4e62f20100000075744534cccccccc
1761,OK,97334558,43690,170,5,5,162,37619,83615141727,8362413556,97334558,3435973836,2,10,32.94373321533203,-106.92237854003906,1.381600022315979,1.3890000581741333,13,18,51,223,438518026,020000000a00000062c6034242d8d5c245d8b03fc1cab13f0d1233df0a41231aaaaaaa0505a2f3925fcfd97713000000f44d70f2010000001e35cd05cccccccc
1767,OK,2368716002,43690,170,5,5,162,37619,83616142653,8363414482,2368716002,3435973836,2,9,32.94373321533203,-106.92237854003906,1.381600022315979,1.3890000581741333,13,18,52,223,438518026,020000000900000062c6034242d8d5c245d8b03fc1cab13f0d1234df0a41231aaaaaaa0505a2f3923d15e97713000000d2937ff201000000e2bc2f8dcccccccc
1778,OK,3788538301,43690,170,5,5,162,37619,83617226329,8364498158,3788538301,3435973836,2,9,32.94373321533203,-106.92237854003906,1.381600022315979,1.3890000581741333,13,18,53,223,438518026,020000000900000062c6034242d8d5c245d8b03fc1cab13f0d1235df0a41231aaaaaaa0505a2f392599ef97713000000ee1c90f201000000bd81d0e1cccccccc
1779,OK,1985305561,43690,170,5,5,162,37619,83618143714,8365415543,1985305561,3435973836,2,10,32.94373321533203,-106.92237854003906,1.381600022315979,1.3890000581741333,13,18,54,223,438518026,020000000a00000062c6034242d8d5c245d8b03fc1cab13f0d1236df0a41231aaaaaaa0505a2f392e29d077813000000771c9ef201000000d95b5576cccccccc
1785,OK,851380314,43690,170,5,5,162,37619,83619144736,8366416565,851380314,3435973836,2,10,32.94373321533203,-106.92237854003906,1.381600022315979,1.3890000581741333,13,18,55,223,438518026,020000000a00000062c6034242d8d5c245d8b03fc1cab13f0d1237df0a41231aaaaaaa0505a2f39220e4167813000000b562adf2010000005a08bf32cccccccc
1796,OK,159068028,43690,170,5,5,162,37619,83620229974,8367501803,159068028,3435973836,2,10,32.94373321533203,-106.92237854003906,1.381600022315979,1.3890000581741333,13,18,56,223,438518026,020000000a00000062c6034242d8d5c245d8b03fc1cab13f0d1238df0a41231aaaaaaa0505a2f3925673277813000000ebf1bdf2010000007c2f7b09cccccccc
1802,OK,2927418104,43690,170,5,5,162,37619,83621230509,8368502338,2927418104,3435973836,2,10,32.94373321533203,-106.92237854003906,1.381600022315979,1.3890000581741333,13,18,57,223,438518026,020000000a00000062c6034242d8d5c245d8b03fc1cab13f0d1239df0a41231aaaaaaa0505a2f392adb73678130000004236cdf201000000f8da7caecccccccc
1808,OK,362638952,43690,170,5,5,162,37619,83622232303,8369504132,362638952,3435973836,2,10,32.94373321533203,-106.92237854003906,1.381600022315979,1.3890000581741333,13,18,58,223,438518026,020000000a00000062c6034242d8d5c245d8b03fc1cab13f0d123adf0a41231aaaaaaa0505a2f392ef00467813000000847fdcf201000000686e9d15cccccccc
1814,OK,1550125677,43690,170,5,5,162,37619,83623232343,8370504172,1550125677,3435973836,2,10,32.94373321533203,-106.92237854003906,1.381600022315979,1.3890000581741333,13,18,59,223,438518026,020000000a00000062c6034242d8d5c245d8b03fc1cab13f0d123bdf0a41231aaaaaaa0505a2f3925743557813000000ecc1ebf2010000006d0a655ccccccccc
1815,OK,3183809063,43690,170,5,5,162,37619,83624149243,8371421071,3183809063,3435973836,2,10,32.94373321533203,-106.92237854003906,1.381600022315979,1.3890000581741333,13,19,0,223,438518026,020000000a00000062c6034242d8d5c245d8b03fc1cab13f0d1300df0a41231aaaaaaa0505a2f392fb406378130000008fbff9f2010000002712c5bdcccccccc
1821,OK,2207116190,43690,170,5,5,162,37619,83625150776,8372422605,2207116190,3435973836,2,10,32.94373321533203,-106.92237854003906,1.381600022315979,1.3890000581741333,13,19,1,223,438518026,020000000a00000062c6034242d8d5c245d8b03fc1cab13f0d1301df0a41231aaaaaaa0505a2f3923889727813000000cd0709f3010000009eeb8d83cccccccc
1832,OK,2426050848,43690,170,5,5,162,37619,83626236205,8373508034,2426050848,3435973836,2,10,32.94373321533203,-106.92237854003906,1.381600022315979,1.3890000581741333,13,19,2,223,438518026,020000000a00000062c6034242d8d5c245d8b03fc1cab13f0d1302df0a41231aaaaaaa0505a2f3922d19837813000000c29719f30100000020999a90cccccccc
1833,OK,1172841700,43690,170,5,5,162,37619,83627153608,8374425437,1172841700,3435973836,2,10,32.94373321533203,-106.92237854003906,1.381600022315979,1.3890000581741333,13,19,3,223,438518026,020000000a00000062c6034242d8d5c245d8b03fc1cab13f0d1303df0a41231aaaaaaa0505a2f392c8189178130000005d9727f301000000e424e845cccccccc
1839,OK,1500832354,43690,170,5,5,162,37619,83628154664,8375426493,1500832354,3435973836,2,10,32.94373321533203,-106.92237854003906,1.381600022315979,1.3890000581741333,13,19,4,223,438518026,020000000a00000062c6034242d8d5c245d8b03fc1cab13f0d1304df0a41231aaaaaaa0505a2f392285fa07813000000bddd36f30100000062e27459cccccccc
1850,OK,2768720273,43690,170,5,5,162,37619,83629237967,8376509796,2768720273,3435973836,2,10,32.94373321533203,-106.92237854003906,1.381600022315979,1.3890000581741333,13,19,5,223,438518026,020000000a00000062c6034242d8d5c245d8b03fc1cab13f0d1305df0a41231aaaaaaa0505a2f392cfe6b07813000000646547f301000000915107a5cccccccc
1856,OK,3729449707,43690,170,5,5,162,37619,83630239838,8377511667,3729449707,3435973836,2,10,32.94373321533203,-106.92237854003906,1.381600022315979,1.3890000581741333,13,19,6,223,438518026,020000000a00000062c6034242d8d5c245d8b03fc1cab13f0d1306df0a41231aaaaaaa0505a2f3925e30c07813000000f3ae56f301000000ebe24adecccccccc
1857,OK,3629117528,43690,170,5,5,162,37619,83631157242,8378429070,3629117528,3435973836,2,10,32.94373321533203,-106.92237854003906,1.381600022315979,1.3890000581741333,13,19,7,223,438518026,020000000a00000062c6034242d8d5c245d8b03fc1cab13f0d1307df0a41231aaaaaaa0505a2f392fa2fce78130000008eae64f30100000058f04fd8cccccccc
