Packet #,Checksum Status,Output Checksum,magic1,magic2,state,typeID,PAD,PAD,pwr_ctr,flight_ctr,checksum,magic3,altitude,pressure,temperature,PAD,Packet (hex)
605,OK,2835732397,43690,170,5,6,0,0,83422012853,8169284681,2835732397,3435973836,1370.9119873046875,85904,17.43000030517578,2147483647,2f5dab44904f0100a4708b41ffffff7faaaaaa0506000000b5e5566c130000004964ede601000000add705a9cccccccc
611,OK,975088975,43690,170,5,6,0,0,83423013924,8170285752,975088975,3435973836,1370.81689453125,85906,17.440000534057617,2147483647,245aab44924f01001f858b41ffffff7faaaaaa0506000000242c666c13000000b8aafce6010000004fad1e3acccccccc
617,OK,1605243558,43690,170,5,6,0,0,83424016025,8171287853,1605243558,3435973836,1371.102294921875,85905,17.440000534057617,2147483647,4663ab44914f01001f858b41ffffff7faaaaaa05060000009976756c130000002df50be701000000a612ae5fcccccccc
623,OK,3002442300,43690,170,5,6,0,0,83425015932,8172287760,3002442300,3435973836,1371.577880859375,85905,17.420000076293945,2147483647,7e72ab44914f0100295c8b41ffffff7faaaaaa05060000007cb8846c1300000010371be7010000003ca2f5b2cccccccc
629,OK,3861165074,43690,170,5,6,0,0,83426016910,8173288738,3861165074,3435973836,1371.1973876953125,85907,17.43000030517578,2147483647,5166ab44934f0100a4708b41ffffff7faaaaaa05060000008efe936c13000000227d2ae70100000012b424e6cccccccc
635,OK,3947380385,43690,170,5,6,0,0,83427017924,8174289752,3947380385,3435973836,1371.007080078125,85907,17.440000534057617,2147483647,3a60ab44934f01001f858b41ffffff7faaaaaa0506000000c444a36c1300000058c339e701000000a13e48ebcccccccc
641,OK,1338063854,43690,170,5,6,0,0,83428019841,8175291670,1338063854,3435973836,1370.9119873046875,85907,17.43000030517578,2147483647,2f5dab44934f0100a4708b41ffffff7faaaaaa0506000000818eb26c13000000160d49e701000000ee3bc14fcccccccc
647,OK,2349959915,43690,170,5,6,0,0,83429019835,8176291663,2349959915,3435973836,1371.007080078125,85901,17.399999618530273,2147483647,3a60ab448d4f010033338b41ffffff7faaaaaa0506000000bbd0c16c130000004f4f58e701000000eb8a118ccccccccc
653,OK,4263481171,43690,170,5,6,0,0,83430020916,8177292744,4263481171,3435973836,1371.4827880859375,85902,17.389999389648438,2147483647,736fab448e4f0100b81e8b41ffffff7faaaaaa05060000003417d16c13000000c89567e701000000538f1ffecccccccc
659,OK,3820172750,43690,170,5,6,0,0,83431022137,8178293965,3820172750,3435973836,1371.29248046875,85905,17.40999984741211,2147483647,5c69ab44914f0100ae478b41ffffff7faaaaaa0506000000395ee06c13000000cddc76e701000000ce35b3e3cccccccc
665,OK,1253830772,43690,170,5,6,0,0,83432023953,8179295781,1253830772,3435973836,1371.007080078125,85907,17.420000076293945,2147483647,3a60ab44934f0100295c8b41ffffff7faaaaaa050600000091a7ef6c13000000252686e70100000074f0bb4acccccccc
671,OK,1034212913,43690,170,5,6,0,0,83433024015,8180295843,1034212913,3435973836,1371.102294921875,85902,17.43000030517578,2147483647,4663ab448e4f0100a4708b41ffffff7faaaaaa05060000000feafe6c13000000a36895e70100000031d6a43dcccccccc
677,OK,2081912139,43690,170,5,6,0,0,83434024837,8181296665,2081912139,3435973836,1371.102294921875,85905,17.43000030517578,2147483647,4663ab44914f0100a4708b41ffffff7faaaaaa0506000000852f0e6d1300000019aea4e7010000004b75177ccccccccc
683,OK,2216752116,43690,170,5,6,0,0,83435026004,8182297833,2216752116,3435973836,1371.1973876953125,85902,17.440000534057617,2147483647,5166ab448e4f01001f858b41ffffff7faaaaaa050600000054761d6d13000000e9f4b3e701000000f4f32084cccccccc
