Packet #,Checksum Status,Output Checksum,magic1,magic2,state,typeID,PAD,PAD,pwr_ctr,flight_ctr,checksum,magic3,ax,ay,az,PAD,Packet (hex)
5931,OK,824600488,43690,170,7,3,127,4096,84187662703,29130688,824600488,3435973836,22,4,-36,4096,16000400dcff0010aaaaaa07037f00106fc9f99913000000c07fbc0100000000a8672631cccccccc
5933,OK,4063631227,43690,170,7,3,127,4096,84187720356,29188340,4063631227,3435973836,32,0,-36,4096,20000000dcff0010aaaaaa07037f0010a4aafa9913000000f460bd01000000007b1736f2cccccccc
5934,OK,3719920715,43690,170,7,3,127,4096,84187764701,29232686,3719920715,3435973836,26,-8,-30,4096,1a00f8ffe2ff0010aaaaaa07037f0010dd57fb99130000002e0ebe01000000004b7cb9ddcccccccc
5937,OK,3490540186,43690,170,7,3,127,4096,84187884298,29352282,3490540186,3435973836,16,0,-28,4096,10000000e4ff0010aaaaaa07037f00100a2bfd99130000005ae1bf01000000009a6a0dd0cccccccc
5939,OK,1783399388,43690,170,7,3,127,4096,84187887054,29355039,1783399388,3435973836,34,6,-34,4096,22000600deff0010aaaaaa07037f0010ce35fd99130000001fecbf0100000000dc834c6acccccccc
5942,OK,76811221,43690,170,7,3,127,4096,84187936958,29404943,76811221,3435973836,30,0,-38,4096,1e000000daff0010aaaaaa07037f0010bef8fd99130000000fafc00100000000d50b9404cccccccc
5944,OK,724974051,43690,170,7,3,127,4096,84187987727,29455712,724974051,3435973836,20,-8,-38,4096,1400f8ffdaff0010aaaaaa07037f00100fbffe99130000006075c10100000000e339362bcccccccc
5946,OK,662471282,43690,170,7,3,127,4096,84188038719,29506704,662471282,3435973836,10,4,-32,4096,0a000400e0ff0010aaaaaa07037f00103f86ff9913000000903cc2010000000072827c27cccccccc
5948,OK,2261255619,43690,170,7,3,127,4096,84188113252,29581237,2261255619,3435973836,40,2,-36,4096,28000200dcff0010aaaaaa07037f001064a9009a13000000b55fc30100000000c305c886cccccccc
5950,OK,3881263187,43690,170,7,3,127,4096,84188163720,29631705,3881263187,3435973836,26,-8,-30,4096,1a00f8ffe2ff0010aaaaaa07037f0010886e019a13000000d924c40100000000536057e7cccccccc
5951,OK,3892670959,43690,170,7,3,127,4096,84188214724,29682709,3892670959,3435973836,14,0,-32,4096,0e000000e0ff0010aaaaaa07037f0010c435029a1300000015ecc40100000000ef7105e8cccccccc
5953,OK,3279751693,43690,170,7,3,127,4096,84188265701,29733686,3279751693,3435973836,22,4,-28,4096,16000400e4ff0010aaaaaa07037f0010e5fc029a1300000036b3c501000000000d0a7dc3cccccccc
5954,OK,454888621,43690,170,7,3,127,4096,84188316712,29784697,454888621,3435973836,28,8,-28,4096,1c000800e4ff0010aaaaaa07037f001028c4039a13000000797ac60100000000ad0c1d1bcccccccc
5958,OK,3745934132,43690,170,7,3,127,4096,84188371123,29839108,3745934132,3435973836,26,-12,-34,4096,1a00f4ffdeff0010aaaaaa07037f0010b398049a13000000044fc70100000000346b46dfcccccccc
5960,OK,3711499792,43690,170,7,3,127,4096,84188426475,29894460,3711499792,3435973836,26,0,-30,4096,1a000000e2ff0010aaaaaa07037f0010eb70059a130000003c27c8010000000010fe38ddcccccccc
5961,OK,4086844113,43690,170,7,3,127,4096,84188476721,29944706,4086844113,3435973836,26,0,-32,4096,1a000000e0ff0010aaaaaa07037f00103135069a1300000082ebc80100000000d14a98f3cccccccc
5963,OK,1598680955,43690,170,7,3,127,4096,84188527707,29995691,1598680955,3435973836,32,4,-26,4096,20000400e6ff0010aaaaaa07037f00105bfc069a13000000abb2c901000000007bef495fcccccccc
5965,OK,528874880,43690,170,7,3,127,4096,84188619241,30087226,528874880,3435973836,14,2,-28,4096,0e000200e4ff0010aaaaaa07037f0010e961089a130000003a18cb010000000080fd851fcccccccc
5967,OK,19153870,43690,170,7,3,127,4096,84188669714,30137698,19153870,3435973836,28,4,-32,4096,1c000400e0ff0010aaaaaa07037f00101227099a1300000062ddcb0100000000ce432401cccccccc
5968,OK,2820900113,43690,170,7,3,127,4096,84188720725,30188710,2820900113,3435973836,20,0,-32,4096,14000000e0ff0010aaaaaa07037f001055ee099a13000000a6a4cc0100000000118523a8cccccccc
5970,OK,433569347,43690,170,7,3,127,4096,84188771727,30239712,433569347,3435973836,28,0,-32,4096,1c000000e0ff0010aaaaaa07037f00108fb50a9a13000000e06bcd010000000043bed719cccccccc
5971,OK,2442828658,43690,170,7,3,127,4096,84188822710,30290695,2442828658,3435973836,24,-10,-30,4096,1800f6ffe2ff0010aaaaaa07037f0010b67c0b9a130000000733ce0100000000729b9a91cccccccc
5974,OK,687159709,43690,170,7,3,127,4096,84188873706,30341691,687159709,3435973836,26,8,-26,4096,1a000800e6ff0010aaaaaa07037f0010ea430c9a130000003bface01000000009d39f528cccccccc
5976,OK,2958320376,43690,170,7,3,127,4096,84188924707,30392692,2958320376,3435973836,26,0,-30,4096,1a000000e2ff0010aaaaaa07037f0010230b0d9a1300000074c1cf0100000000f86254b0cccccccc
5978,OK,3681751416,43690,170,7,3,127,4096,84188975955,30443940,3681751416,3435973836,16,-4,-28,4096,1000fcffe4ff0010aaaaaa07037f001053d30d9a13000000a489d00100000000781173dbcccccccc
5981,OK,155785950,43690,170,7,3,127,4096,84189034602,30502586,155785950,3435973836,28,0,-18,4096,1c000000eeff0010aaaaaa07037f00106ab80e9a13000000ba6ed10100000000de1a4909cccccccc
5982,OK,3772127650,43690,170,7,3,127,4096,84189077723,30545708,3772127650,3435973836,18,12,-26,4096,12000c00e6ff0010aaaaaa07037f0010db600f9a130000002c17d20100000000a219d6e0cccccccc
5985,OK,1292167443,43690,170,7,3,127,4096,84189134012,30601997,1292167443,3435973836,30,0,-22,4096,1e000000eaff0010aaaaaa07037f0010bc3c109a130000000df3d2010000000013e9044dcccccccc
5986,OK,340616073,43690,170,7,3,127,4096,84189184712,30652697,340616073,3435973836,20,-4,-22,4096,1400fcffeaff0010aaaaaa07037f0010c802119a1300000019b9d3010000000089634d14cccccccc
5988,OK,2063170983,43690,170,7,3,127,4096,84189235725,30703710,2063170983,3435973836,12,8,-32,4096,0c000800e0ff0010aaaaaa07037f00100dca119a130000005e80d40100000000a77df97acccccccc
5989,OK,3444581651,43690,170,7,3,127,4096,84189286708,30754693,3444581651,3435973836,28,0,-20,4096,1c000000ecff0010aaaaaa07037f00103491129a130000008547d50100000000132550cdcccccccc
5992,OK,2240156994,43690,170,7,3,127,4096,84189377521,30845506,2240156994,3435973836,34,0,-34,4096,22000000deff0010aaaaaa07037f0010f1f3139a1300000042aad6010000000042158685cccccccc
5993,OK,3167056163,43690,170,7,3,127,4096,84189427711,30895696,3167056163,3435973836,20,14,-20,4096,14000e00ecff0010aaaaaa07037f0010ffb7149a13000000506ed701000000002371c5bccccccccc
5995,OK,2944482999,43690,170,7,3,127,4096,84189478721,30946706,2944482999,3435973836,38,0,-26,4096,26000000e6ff0010aaaaaa07037f0010417f159a130000009235d80100000000b73e81afcccccccc
5996,OK,3773169136,43690,170,7,3,127,4096,84189529704,30997689,3773169136,3435973836,26,0,-22,4096,1a000000eaff0010aaaaaa07037f00106846169a13000000b9fcd80100000000f0fde5e0cccccccc
5998,OK,740713924,43690,170,7,3,127,4096,84189580716,31048701,740713924,3435973836,16,0,-22,4096,10000000eaff0010aaaaaa07037f0010ac0d179a13000000fdc3d90100000000c465262ccccccccc
6000,OK,3941763068,43690,170,7,3,127,4096,84189631728,31099713,3941763068,3435973836,24,6,-20,4096,18000600ecff0010aaaaaa07037f0010f0d4179a13000000418bda0100000000fc87f2eacccccccc
6002,OK,3676401003,43690,170,7,3,127,4096,84189682726,31150711,3676401003,3435973836,28,-4,-28,4096,1c00fcffe4ff0010aaaaaa07037f0010269c189a130000007752db01000000006b6d21dbcccccccc
6004,OK,3757693869,43690,170,7,3,127,4096,84189740362,31208346,3757693869,3435973836,24,0,-20,4096,18000000ecff0010aaaaaa07037f00104a7d199a130000009a33dc0100000000addbf9dfcccccccc
6005,OK,1034346202,43690,170,7,3,127,4096,84189784706,31252691,1034346202,3435973836,30,-6,-20,4096,1e00faffecff0010aaaaaa07037f0010822a1a9a13000000d3e0dc0100000000dadea63dcccccccc
6008,OK,1933710980,43690,170,7,3,127,4096,84189904197,31372181,1933710980,3435973836,22,8,-18,4096,16000800eeff0010aaaaaa07037f001045fd1b9a1300000095b3de010000000084164273cccccccc
6010,OK,4212838365,43690,170,7,3,127,4096,84189907202,31375187,4212838365,3435973836,16,-4,-14,4096,1000fcfff2ff0010aaaaaa07037f001002091c9a1300000053bfde0100000000ddcf1afbcccccccc
6014,OK,4016395962,43690,170,7,3,127,4096,84189956711,31424696,4016395962,3435973836,20,0,-28,4096,14000000e4ff0010aaaaaa07037f001067ca1c9a13000000b880df0100000000ba5665efcccccccc
6015,OK,2043865151,43690,170,7,3,127,4096,84190007723,31475708,2043865151,3435973836,26,2,-20,4096,1a000200ecff0010aaaaaa07037f0010ab911d9a13000000fc47e001000000003fe8d279cccccccc
6017,OK,1979792724,43690,170,7,3,127,4096,84190058720,31526705,1979792724,3435973836,24,-4,-26,4096,1800fcffe6ff0010aaaaaa07037f0010e0581e9a13000000310fe10100000000543d0176cccccccc
6019,OK,2529456139,43690,170,7,3,127,4096,84190133252,31601237,2529456139,3435973836,26,0,-22,4096,1a000000eaff0010aaaaaa07037f0010047c1f9a130000005532e201000000000b70c496cccccccc
6021,OK,352431015,43690,170,7,3,127,4096,84190183723,31651708,352431015,3435973836,20,0,-20,4096,14000000ecff0010aaaaaa07037f00102b41209a130000007cf7e20100000000a7ab0115cccccccc
6022,OK,4163021078,43690,170,7,3,127,4096,84190234707,31702692,4163021078,3435973836,26,0,-22,4096,1a000000eaff0010aaaaaa07037f00105308219a13000000a4bee3010000000016a922f8cccccccc
6024,OK,2372124213,43690,170,7,3,127,4096,84190285721,31753706,2372124213,3435973836,30,0,-14,4096,1e000000f2ff0010aaaaaa07037f001099cf219a13000000ea85e4010000000035be638dcccccccc
6025,OK,3021780467,43690,170,7,3,127,4096,84190336704,31804689,3021780467,3435973836,20,-4,-16,4096,1400fcfff0ff0010aaaaaa07037f0010c096229a13000000114de50100000000f3b51cb4cccccccc
6028,OK,2547822134,43690,170,7,3,127,4096,84190388532,31856517,2547822134,3435973836,24,4,-22,4096,18000400eaff0010aaaaaa07037f00103461239a130000008517e6010000000036aedc97cccccccc
6029,OK,4186860570,43690,170,7,3,127,4096,84190438722,31906707,4186860570,3435973836,20,0,-16,4096,14000000f0ff0010aaaaaa07037f00104225249a1300000093dbe601000000001a6c8ef9cccccccc
6031,OK,536017430,43690,170,7,3,127,4096,84190489714,31957698,536017430,3435973836,30,0,-22,4096,1e000000eaff0010aaaaaa07037f001072ec249a13000000c2a2e7010000000016faf21fcccccccc
6032,OK,2653999397,43690,170,7,3,127,4096,84190540722,32008707,2653999397,3435973836,26,2,-20,4096,1a000200ecff0010aaaaaa07037f0010b2b3259a13000000036ae8010000000025d1309ecccccccc
6034,OK,3214469065,43690,170,7,3,127,4096,84190591719,32059704,3214469065,3435973836,16,6,-22,4096,10000600eaff0010aaaaaa07037f0010e77a269a130000003831e90100000000c9e798bfcccccccc
6037,OK,1753027857,43690,170,7,3,127,4096,84190649346,32117330,1753027857,3435973836,22,0,-18,4096,16000000eeff0010aaaaaa07037f0010025c279a130000005212ea010000000011157d68cccccccc
6038,OK,793908200,43690,170,7,3,127,4096,84190693713,32161698,793908200,3435973836,18,-4,-20,4096,1200fcffecff0010aaaaaa07037f00105109289a13000000a2bfea0100000000e813522fcccccccc
6040,OK,3115506822,43690,170,7,3,127,4096,84190749358,32217343,3115506822,3435973836,24,2,-18,4096,18000200eeff0010aaaaaa07037f0010aee2289a13000000ff98eb010000000086dcb2b9cccccccc
6041,OK,4131510776,43690,170,7,3,127,4096,84190799718,32267703,4131510776,3435973836,26,0,-16,4096,1a000000f0ff0010aaaaaa07037f001066a7299a13000000b75dec0100000000f8d941f6cccccccc
6044,OK,2952907962,43690,170,7,3,127,4096,84190892907,32360892,2952907962,3435973836,24,0,-18,4096,18000000eeff0010aaaaaa07037f00106b132b9a13000000bcc9ed0100000000bacc01b0cccccccc
6046,OK,1149739190,43690,170,7,3,127,4096,84190943712,32411697,1149739190,3435973836,20,2,-20,4096,14000200ecff0010aaaaaa07037f0010e0d92b9a130000003190ee0100000000b6a08744cccccccc
6048,OK,1809878232,43690,170,7,3,127,4096,84190994973,32462958,1809878232,3435973836,30,0,-18,4096,1e000000eeff0010aaaaaa07037f00101da22c9a130000006e58ef0100000000d88ce06bcccccccc
6050,OK,1851680546,43690,170,7,3,127,4096,84191045719,32513704,1851680546,3435973836,20,0,-16,4096,14000000f0ff0010aaaaaa07037f001057682d9a13000000a81ef0010000000022675e6ecccccccc
6052,OK,2003773104,43690,170,7,3,127,4096,84191096715,32564700,2003773104,3435973836,18,0,-16,4096,12000000f0ff0010aaaaaa07037f00108b2f2e9a13000000dce5f00100000000b0266f77cccccccc
6055,OK,3977638551,43690,170,7,3,127,4096,84191152956,32620940,3977638551,3435973836,26,0,-18,4096,1a000000eeff0010aaaaaa07037f00103c0b2f9a130000008cc1f1010000000097f215edcccccccc
6056,OK,3730108308,43690,170,7,3,127,4096,84191198715,32666700,3730108308,3435973836,22,0,-18,4096,16000000eeff0010aaaaaa07037f0010fbbd2f9a130000004c74f2010000000094ef54decccccccc
6058,OK,4014401681,43690,170,7,3,127,4096,84191253971,32721956,4014401681,3435973836,18,0,-18,4096,12000000eeff0010aaaaaa07037f0010d395309a13000000244cf3010000000091e846efcccccccc
6059,OK,1379495455,43690,170,7,3,127,4096,84191304727,32772712,1379495455,3435973836,22,0,-12,4096,16000000f4ff0010aaaaaa07037f0010175c319a130000006812f401000000001f6e3952cccccccc
6062,OK,141492486,43690,170,7,3,127,4096,84191418812,32886796,141492486,3435973836,26,0,-14,4096,1a000000f2ff0010aaaaaa07037f0010bc19339a130000000cd0f5010000000006016f08cccccccc
6064,OK,1311987140,43690,170,7,3,127,4096,84191421082,32889067,1311987140,3435973836,20,0,-14,4096,14000000f2ff0010aaaaaa07037f00109a22339a13000000ebd8f50100000000c455334ecccccccc
6066,OK,1824534777,43690,170,7,3,127,4096,84191471725,32939710,1824534777,3435973836,20,0,-16,4096,14000000f0ff0010aaaaaa07037f00106de8339a13000000be9ef60100000000f930c06ccccccccc
6067,OK,255928432,43690,170,7,3,127,4096,84191522708,32990693,255928432,3435973836,24,8,-12,4096,18000800f4ff0010aaaaaa07037f001094af349a13000000e565f701000000007028410fcccccccc
6069,OK,4275044745,43690,170,7,3,127,4096,84191573715,33041699,4275044745,3435973836,24,0,-8,4096,18000000f8ff0010aaaaaa07037f0010d376359a13000000232df801000000008901d0fecccccccc
6071,OK,2410792952,43690,170,7,3,127,4096,84191649236,33117221,2410792952,3435973836,22,4,-16,4096,16000400f0ff0010aaaaaa07037f0010d49d369a130000002554f90100000000f8c7b18fcccccccc
6073,OK,2001366893,43690,170,7,3,127,4096,84191699715,33167699,2001366893,3435973836,26,0,-14,4096,1a000000f2ff0010aaaaaa07037f00100363379a130000005319fa01000000006d6f4a77cccccccc
6074,OK,1006800768,43690,170,7,3,127,4096,84191750726,33218711,1006800768,3435973836,22,2,-18,4096,16000200eeff0010aaaaaa07037f0010462a389a1300000097e0fa0100000000808f023ccccccccc
6076,OK,3826913347,43690,170,7,3,127,4096,84191801710,33269695,3826913347,3435973836,24,0,-14,4096,18000000f2ff0010aaaaaa07037f00106ef1389a13000000bfa7fb010000000043101ae4cccccccc
6077,OK,3121249545,43690,170,7,3,127,4096,84191852722,33320706,3121249545,3435973836,16,0,-14,4096,10000000f2ff0010aaaaaa07037f0010b2b8399a13000000026ffc0100000000097d0abacccccccc
6080,OK,757795614,43690,170,7,3,127,4096,84191904183,33372168,757795614,3435973836,28,0,-12,4096,1c000000f4ff0010aaaaaa07037f0010b7813a9a130000000838fd01000000001e0b2b2dcccccccc
6083,OK,3435079879,43690,170,7,3,127,4096,84191954724,33422709,3435079879,3435973836,20,0,-10,4096,14000000f6ff0010aaaaaa07037f001024473b9a1300000075fdfd0100000000c728bfcccccccccc
6085,OK,1801970227,43690,170,7,3,127,4096,84192005712,33473697,1801970227,3435973836,18,0,-16,4096,12000000f0ff0010aaaaaa07037f0010500e3c9a13000000a1c4fe010000000033e2676bcccccccc
6087,OK,1593517529,43690,170,7,3,127,4096,84192062379,33530363,1593517529,3435973836,26,-4,-16,4096,1a00fcfff0ff0010aaaaaa07037f0010abeb3c9a13000000fba1ff0100000000d925fb5ecccccccc
6088,OK,1445864025,43690,170,7,3,127,4096,84192107716,33575701,1445864025,3435973836,22,0,-8,4096,16000000f8ff0010aaaaaa07037f0010c49c3d9a13000000155300020000000059222e56cccccccc
6091,OK,2109417847,43690,170,7,3,127,4096,84192162992,33630977,2109417847,3435973836,22,2,-12,4096,16000200f4ff0010aaaaaa07037f0010b0743e9a13000000012b0102000000007729bb7dcccccccc
6092,OK,4003308376,43690,170,7,3,127,4096,84192213720,33681705,4003308376,3435973836,20,0,-16,4096,14000000f0ff0010aaaaaa07037f0010d83a3f9a1300000029f101020000000058a39deecccccccc
6094,OK,124163337,43690,170,7,3,127,4096,84192265003,33732988,124163337,3435973836,26,0,-14,4096,1a000000f2ff0010aaaaaa07037f00102b03409a130000007cb902020000000009956607cccccccc
6095,OK,4127614411,43690,170,7,3,127,4096,84192315726,33783711,4127614411,3435973836,24,0,-14,4096,18000000f2ff0010aaaaaa07037f00104ec9409a130000009f7f030200000000cb6506f6cccccccc
6098,OK,3830322843,43690,170,7,3,127,4096,84192407504,33875489,3830322843,3435973836,16,0,-14,4096,10000000f2ff0010aaaaaa07037f0010d02f429a1300000021e60402000000009b164ee4cccccccc
6099,OK,2695488954,43690,170,7,3,127,4096,84192457718,33925703,2695488954,3435973836,26,0,-14,4096,1a000000f2ff0010aaaaaa07037f0010f6f3429a1300000047aa050200000000bae5a9a0cccccccc
6101,OK,4121323076,43690,170,7,3,127,4096,84192508722,33976707,4121323076,3435973836,20,0,-18,4096,14000000eeff0010aaaaaa07037f001032bb439a1300000083710602000000004466a6f5cccccccc
6102,OK,3713967584,43690,170,7,3,127,4096,84192559705,34027690,3713967584,3435973836,28,-2,-12,4096,1c00fefff4ff0010aaaaaa07037f00105982449a13000000aa38070200000000e0a55eddcccccccc
6104,OK,3595348342,43690,170,7,3,127,4096,84192610717,34078702,3595348342,3435973836,22,-2,-18,4096,1600feffeeff0010aaaaaa07037f00109d49459a13000000eeff07020000000076a94cd6cccccccc
6106,OK,3306270612,43690,170,7,3,127,4096,84192661703,34129687,3306270612,3435973836,24,0,-12,4096,18000000f4ff0010aaaaaa07037f0010c710469a1300000017c708020000000094af11c5cccccccc
6108,OK,2405556069,43690,170,7,3,127,4096,84192712701,34180686,2405556069,3435973836,24,0,-12,4096,18000000f4ff0010aaaaaa07037f0010fdd7469a130000004e8e09020000000065df618fcccccccc
6110,OK,2903726010,43690,170,7,3,127,4096,84192769340,34237324,2903726010,3435973836,20,4,-14,4096,14000400f2ff0010aaaaaa07037f00103cb5479a130000008c6b0a0200000000ba5713adcccccccc
6111,OK,1556183684,43690,170,7,3,127,4096,84192814705,34282690,1556183684,3435973836,20,2,-10,4096,14000200f6ff0010aaaaaa07037f00107166489a13000000c21c0b0200000000847ac15ccccccccc
6114,OK,307136537,43690,170,7,3,127,4096,84192934122,34402106,307136537,3435973836,22,0,-8,4096,16000000f8ff0010aaaaaa07037f0010ea384a9a130000003aef0c020000000019884e12cccccccc
6116,OK,2036126005,43690,170,7,3,127,4096,84192936881,34404865,2036126005,3435973836,24,2,-18,4096,18000200eeff0010aaaaaa07037f0010b1434a9a1300000001fa0c020000000035d15c79cccccccc
6119,OK,746101397,43690,170,7,3,127,4096,84192986972,34454957,746101397,3435973836,26,0,-16,4096,1a000000f0ff0010aaaaaa07037f00105c074b9a13000000adbd0d0200000000959a782ccccccccc
6121,OK,3799453551,43690,170,7,3,127,4096,84193037718,34505703,3799453551,3435973836,22,4,-6,4096,16000400faff0010aaaaaa07037f001096cd4b9a13000000e7830e02000000006f0f77e2cccccccc
6123,OK,531770287,43690,170,7,3,127,4096,84193088712,34556697,531770287,3435973836,24,0,-14,4096,18000000f2ff0010aaaaaa07037f0010c8944c9a13000000194b0f0200000000af2bb21fcccccccc
6125,OK,1633028551,43690,170,7,3,127,4096,84193164235,34632220,1633028551,3435973836,20,0,-16,4096,14000000f0ff0010aaaaaa07037f0010cbbb4d9a130000001c72100200000000c7095661cccccccc
6127,OK,738189844,43690,170,7,3,127,4096,84193214709,34682694,738189844,3435973836,24,2,-12,4096,18000200f4ff0010aaaaaa07037f0010f5804e9a13000000463711020000000014e2ff2bcccccccc
6128,OK,3564173138,43690,170,7,3,127,4096,84193265721,34733705,3564173138,3435973836,24,2,-16,4096,18000200f0ff0010aaaaaa07037f001039484f9a1300000089fe11020000000052f770d4cccccccc
6130,OK,268431286,43690,170,7,3,127,4096,84193316726,34784711,268431286,3435973836,28,0,-14,4096,1c000000f2ff0010aaaaaa07037f0010760f509a13000000c7c5120200000000b6efff0fcccccccc
6132,OK,978685176,43690,170,7,3,127,4096,84193367713,34835698,978685176,3435973836,30,0,-12,4096,1e000000f4ff0010aaaaaa07037f0010a1d6509a13000000f28c130200000000f88c553acccccccc
6135,OK,3957585802,43690,170,7,3,127,4096,84193418702,34886687,3957585802,3435973836,26,0,-10,4096,1a000000f6ff0010aaaaaa07037f0010ce9d519a130000001f541402000000008af7e3ebcccccccc
6136,OK,2138755888,43690,170,7,3,127,4096,84193469713,34937698,2138755888,3435973836,24,0,-12,4096,18000000f4ff0010aaaaaa07037f00101165529a13000000621b15020000000030d37a7fcccccccc
6138,OK,3272056198,43690,170,7,3,127,4096,84193520721,34988706,3272056198,3435973836,26,0,-12,4096,1a000000f4ff0010aaaaaa07037f0010512c539a13000000a2e2150200000000869d07c3cccccccc
6139,OK,2024026940,43690,170,7,3,127,4096,84193571704,35039689,2024026940,3435973836,16,2,-8,4096,10000200f8ff0010aaaaaa07037f001078f3539a13000000c9a91602000000003c33a478cccccccc
6141,OK,3971102299,43690,170,7,3,127,4096,84193622722,35090707,3971102299,3435973836,26,2,-12,4096,1a000200f4ff0010aaaaaa07037f0010c2ba549a1300000013711702000000005b36b2eccccccccc
6144,OK,499664541,43690,170,7,3,127,4096,84193679356,35147340,499664541,3435973836,22,0,-12,4096,16000000f4ff0010aaaaaa07037f0010fc97559a130000004c4e1802000000009d46c81dcccccccc
6145,OK,4141307688,43690,170,7,3,127,4096,84193724720,35192705,4141307688,3435973836,22,0,-6,4096,16000000faff0010aaaaaa07037f00103049569a1300000081ff1802000000002857d7f6cccccccc
6147,OK,3680272243,43690,170,7,3,127,4096,84193780373,35248358,3680272243,3435973836,30,-4,-8,4096,1e00fcfff8ff0010aaaaaa07037f00109522579a13000000e6d8190200000000737f5cdbcccccccc
6148,OK,3363790909,43690,170,7,3,127,4096,84193830705,35298690,3363790909,3435973836,22,4,-12,4096,16000400f4ff0010aaaaaa07037f001031e7579a13000000829d1a02000000003d607fc8cccccccc
6151,OK,514983500,43690,170,7,3,127,4096,84193924571,35392556,514983500,3435973836,18,0,-16,4096,12000000f0ff0010aaaaaa07037f0010db55599a130000002c0c1c02000000004c06b21ecccccccc
6153,OK,1100317166,43690,170,7,3,127,4096,84193974976,35442961,1100317166,3435973836,24,0,-6,4096,18000000faff0010aaaaaa07037f0010c01a5a9a1300000011d11c0200000000ee819541cccccccc
6156,OK,4181038652,43690,170,7,3,127,4096,84194025711,35493696,4181038652,3435973836,24,2,-8,4096,18000200f8ff0010aaaaaa07037f0010efe05a9a1300000040971d02000000003c9635f9cccccccc
6157,OK,3502639003,43690,170,7,3,127,4096,84194076723,35544707,3502639003,3435973836,22,2,-6,4096,16000200faff0010aaaaaa07037f001033a85b9a13000000835e1e02000000009b07c6d0cccccccc
6159,OK,4254364836,43690,170,7,3,127,4096,84194127711,35595696,4254364836,3435973836,26,0,-14,4096,1a000000f2ff0010aaaaaa07037f00105f6f5c9a13000000b0251f0200000000a47494fdcccccccc
6162,OK,815797442,43690,170,7,3,127,4096,84194183973,35651957,815797442,3435973836,20,2,0,4096,1400020000000010aaaaaa07037f0010254b5d9a130000007501200200000000c214a030cccccccc
6163,OK,1350673989,43690,170,7,3,127,4096,84194229705,35697690,1350673989,3435973836,26,4,-6,4096,1a000400faff0010aaaaaa07037f0010c9fd5d9a130000001ab420020000000045a68150cccccccc
6165,OK,2066125221,43690,170,7,3,127,4096,84194286013,35753998,2066125221,3435973836,20,0,-14,4096,14000000f2ff0010aaaaaa07037f0010bdd95e9a130000000e90210200000000a591267bcccccccc
6166,OK,2629888687,43690,170,7,3,127,4096,84194336713,35804698,2629888687,3435973836,22,2,-4,4096,16000200fcff0010aaaaaa07037f0010c99f5f9a130000001a56220200000000afeac09ccccccccc
6169,OK,2805812292,43690,170,7,3,127,4096,84194428530,35896515,2805812292,3435973836,28,0,-8,4096,1c000000f8ff0010aaaaaa07037f00107206619a13000000c3bc230200000000444c3da7cccccccc
6170,OK,1086395018,43690,170,7,3,127,4096,84194478717,35946702,1086395018,3435973836,26,0,-10,4096,1a000000f6ff0010aaaaaa07037f00107dca619a13000000ce802402000000008a12c140cccccccc
6172,OK,2725620829,43690,170,7,3,127,4096,84194529721,35997706,2725620829,3435973836,20,0,-8,4096,14000000f8ff0010aaaaaa07037f0010b991629a130000000a482502000000005dac75a2cccccccc
6173,OK,2850019694,43690,170,7,3,127,4096,84194580727,36048712,2850019694,3435973836,20,0,-4,4096,14000000fcff0010aaaaaa07037f0010f758639a13000000480f2602000000006ed9dfa9cccccccc
6175,OK,90997462,43690,170,7,3,127,4096,84194631720,36099705,90997462,3435973836,24,4,-10,4096,18000400f6ff0010aaaaaa07037f00102820649a1300000079d6260200000000d6826c05cccccccc
6177,OK,1876159996,43690,170,7,3,127,4096,84194682709,36150694,1876159996,3435973836,24,0,-10,4096,18000000f6ff0010aaaaaa07037f001055e7649a13000000a69d270200000000fcedd36fcccccccc
6179,OK,121272097,43690,170,7,3,127,4096,84194733702,36201687,121272097,3435973836,20,0,-14,4096,14000000f2ff0010aaaaaa07037f001086ae659a13000000d76428020000000021773a07cccccccc
6181,OK,4260491215,43690,170,7,3,127,4096,84194790360,36258344,4260491215,3435973836,24,0,-10,4096,18000000f6ff0010aaaaaa07037f0010d88b669a130000002842290200000000cfeff1fdcccccccc
6182,OK,3518900319,43690,170,7,3,127,4096,84194835724,36303709,3518900319,3435973836,26,0,-6,4096,1a000000faff0010aaaaaa07037f00100c3d679a130000005df32902000000005f28bed1cccccccc
6185,OK,1318757036,43690,170,7,3,127,4096,84194955242,36423226,1318757036,3435973836,22,4,-12,4096,16000400f4ff0010aaaaaa07037f0010ea0f699a130000003ac62b0200000000aca29a4ecccccccc
6187,OK,3104261854,43690,170,7,3,127,4096,84194958249,36426233,3104261854,3435973836,26,0,-8,4096,1a000000f8ff0010aaaaaa07037f0010a91b699a13000000f9d12b0200000000de4607b9cccccccc
6191,OK,1838641595,43690,170,7,3,127,4096,84195007715,36475700,1838641595,3435973836,24,0,-4,4096,18000000fcff0010aaaaaa07037f0010e3dc699a1300000034932c0200000000bb71976dcccccccc
6192,OK,347194496,43690,170,7,3,127,4096,84195058726,36526711,347194496,3435973836,24,4,-4,4096,18000400fcff0010aaaaaa07037f001026a46a9a13000000775a2d020000000080c4b114cccccccc
6194,OK,3111971055,43690,170,7,3,127,4096,84195109708,36577693,3111971055,3435973836,18,2,-6,4096,12000200faff0010aaaaaa07037f00104c6b6b9a130000009d212e0200000000efe87cb9cccccccc
