Packet #,Checksum Status,Output Checksum,magic1,magic2,state,typeID,PAD,PAD,pwr_ctr,flight_ctr,checksum,magic3,latitude,longitude,height,northVel,eastVel,downVel,posAccuracy,year,month,day,hour,minute,second,numSatellites,fixQuality,PAD,PAD,PAD,
151681,OK,3523926609,43690,170,12,5,0,0,67277950371,286343668,3523926609,3435973836,35.3410539,-117.7457839,3396490,-6590,1231,32044,790,2021,4,10,18,9,10,23,3,0,0,0,
152003,OK,2451610727,43690,170,12,5,0,0,67278981564,287374861,2451610727,3435973836,35.3409974,-117.7457812,3363037,-5357,-565,33665,780,2021,4,10,18,9,11,25,3,0,0,0,
152329,OK,3408837876,43690,170,12,5,0,0,67280008217,288401514,3408837876,3435973836,35.3409545,-117.7457945,3327933,-3593,-1554,34811,776,2021,4,10,18,9,12,25,3,0,0,0,
152653,OK,3014118436,43690,170,12,5,0,0,67281032626,289425923,3014118436,3435973836,35.3409114,-117.7457823,3295900,-6644,4452,30726,721,2021,4,10,18,9,13,24,3,0,0,0,
152981,OK,766826771,43690,170,12,5,0,0,67282060084,290453381,766826771,3435973836,35.3408368,-117.7457315,3263132,-9741,4991,34292,726,2021,4,10,18,9,14,26,3,0,0,0,
153306,OK,3821242800,43690,170,12,5,0,0,67283087581,291480878,3821242800,3435973836,35.3407659,-117.7456832,3231246,-6223,3932,30586,736,2021,4,10,18,9,15,25,3,0,0,0,
153631,OK,492622124,43690,170,12,5,0,0,67284113249,292506546,492622124,3435973836,35.3407188,-117.7456594,3200951,-4677,237,32549,736,2021,4,10,18,9,16,25,3,0,0,0,
153956,OK,1006356726,43690,170,12,5,0,0,67285142668,293535965,1006356726,3435973836,35.3406868,-117.7456564,3168458,-2463,549,32754,741,2021,4,10,18,9,17,26,3,0,0,0,
154281,OK,2316601628,43690,170,12,5,0,0,67286167743,294561040,2316601628,3435973836,35.3406524,-117.745639,3135951,-5067,2771,31463,742,2021,4,10,18,9,18,27,3,0,0,0,
154604,OK,1447544916,43690,170,12,5,0,0,67287192211,295585508,1447544916,3435973836,35.340607,-117.7456144,3103174,-4692,1903,33414,743,2021,4,10,18,9,19,26,3,0,0,0,
154767,OK,2483841113,43690,170,12,5,0,0,67287698234,296091531,2483841113,3435973836,35.3405712,-117.7456152,3071292,-3472,-2049,30999,749,2021,4,10,18,9,20,25,3,0,0,0,
155089,OK,2337057426,43690,170,12,5,0,0,67288723577,297116874,2337057426,3435973836,35.34055,-117.7456349,3040757,-1502,-1354,31517,753,2021,4,10,18,9,21,26,3,0,0,0,
155410,OK,4215975952,43690,170,12,5,0,0,67289750275,298143572,4215975952,3435973836,35.3405492,-117.7456156,3011516,815,5445,29022,757,2021,4,10,18,9,22,26,3,0,0,0,
155732,OK,3984653841,43690,170,12,5,0,0,67290776623,299169920,3984653841,3435973836,35.3405426,-117.7455551,2979161,-1791,5598,33555,760,2021,4,10,18,9,23,27,3,0,0,0,
156058,OK,1179725501,43690,170,12,5,0,0,67291806321,300199618,1179725501,3435973836,35.3405157,-117.7454875,2945990,-3817,6702,30842,761,2021,4,10,18,9,24,26,3,0,0,0,
156381,OK,3400977462,43690,170,12,5,0,0,67292831591,301224888,3400977462,3435973836,35.3404669,-117.745442,2916299,-7271,1482,29620,748,2021,4,10,18,9,25,25,3,0,0,0,
156704,OK,2762449541,43690,170,12,5,0,0,67293861709,302255006,2762449541,3435973836,35.3404063,-117.7454401,2884543,-5628,-1148,32922,737,2021,4,10,18,9,26,25,3,0,0,0,
157030,OK,3488068207,43690,170,12,5,0,0,67294894551,303287849,3488068207,3435973836,35.3403818,-117.7454509,2854536,-38,-502,28654,742,2021,4,10,18,9,27,24,3,0,0,0,
157353,OK,1573278656,43690,170,12,5,0,0,67295924008,304317305,1573278656,3435973836,35.3403976,-117.7454272,2825413,3564,4856,29314,750,2021,4,10,18,9,28,24,3,0,0,0,
157680,OK,499663674,43690,170,12,5,0,0,67296954305,305347602,499663674,3435973836,35.3404325,-117.7453626,2794094,4282,6711,32127,761,2021,4,10,18,9,29,24,3,0,0,0,
158003,OK,434501497,43690,170,12,5,0,0,67297979001,306372298,434501497,3435973836,35.340448,-117.7452941,2761851,-918,5755,32004,768,2021,4,10,18,9,30,24,3,0,0,0,
158331,OK,3018005888,43690,170,12,5,0,0,67299010330,307403627,3018005888,3435973836,35.3404165,-117.7452484,2730570,-6001,2658,29568,770,2021,4,10,18,9,31,27,3,0,0,0,
158653,OK,2160050173,43690,170,12,5,0,0,67300035992,308429289,2160050173,3435973836,35.3403671,-117.7452524,2700491,-4051,-3497,30705,749,2021,4,10,18,9,32,26,3,0,0,0,
158981,OK,410062478,43690,170,12,5,0,0,67301066736,309460033,410062478,3435973836,35.3403677,-117.7452821,2668919,5059,-1819,31576,745,2021,4,10,18,9,33,26,3,0,0,0,
159308,OK,3204190176,43690,170,12,5,0,0,67302094286,310487583,3204190176,3435973836,35.3404049,-117.7452971,2636123,3371,-898,31727,747,2021,4,10,18,9,34,22,3,0,0,0,
159637,OK,3994372870,43690,170,12,5,0,0,67303126262,311519559,3994372870,3435973836,35.3404291,-117.7453099,2606950,1537,-1019,28189,751,2021,4,10,18,9,35,21,3,0,0,0,
159962,OK,1999709046,43690,170,12,5,0,0,67304154393,312547690,1999709046,3435973836,35.3404323,-117.7453182,2576658,-691,-171,31425,754,2021,4,10,18,9,36,20,3,0,0,0,
160283,OK,3475889561,43690,170,12,5,0,0,67305183747,313577044,3475889561,3435973836,35.3404212,-117.745309,2545415,-1574,2089,30232,765,2021,4,10,18,9,37,21,3,0,0,0,
160445,OK,1331856129,43690,170,12,5,0,0,67305688219,314081516,1331856129,3435973836,35.3403919,-117.7453099,2515764,-4829,-1388,29851,751,2021,4,10,18,9,38,23,3,0,0,0,
160769,OK,4054320885,43690,170,12,5,0,0,67306714036,315107333,4054320885,3435973836,35.3403554,-117.7453481,2485132,-3213,-5587,31984,751,2021,4,10,18,9,39,23,3,0,0,0,
161090,OK,2341213544,43690,170,12,5,0,0,67307741237,316134535,2341213544,3435973836,35.3403487,-117.7454103,2454378,1930,-5505,29926,761,2021,4,10,18,9,40,21,3,0,0,0,
161416,OK,1270661930,43690,170,12,5,0,0,67308770712,317164010,1270661930,3435973836,35.3403644,-117.745453,2423955,1751,-2002,29868,772,2021,4,10,18,9,41,23,3,0,0,0,
161741,OK,3375146402,43690,170,12,5,0,0,67309806277,318199575,3375146402,3435973836,35.340376,-117.7454731,2393833,660,-1257,30902,775,2021,4,10,18,9,42,23,3,0,0,0,
162066,OK,346498394,43690,170,12,5,0,0,67310833260,319226557,346498394,3435973836,35.3403821,-117.745472,2360764,1555,1255,30846,783,2021,4,10,18,9,43,22,3,0,0,0,
162391,OK,623140855,43690,170,12,5,0,0,67311861272,320254569,623140855,3435973836,35.3404013,-117.7454752,2329143,2933,-1651,32287,778,2021,4,10,18,9,44,23,3,0,0,0,
162716,OK,3606269104,43690,170,12,5,0,0,67312885998,321279295,3606269104,3435973836,35.3404203,-117.74552,2296422,1437,-6420,31647,780,2021,4,10,18,9,45,22,3,0,0,0,
163040,OK,805519975,43690,170,12,5,0,0,67313912023,322305320,805519975,3435973836,35.3404292,-117.745583,2267650,-150,-4376,27213,785,2021,4,10,18,9,46,20,3,0,0,0,
163366,OK,1231491042,43690,170,12,5,0,0,67314936990,323330287,1231491042,3435973836,35.3404073,-117.7456306,2240634,-5317,-3989,29176,781,2021,4,10,18,9,47,20,3,0,0,0,
163691,OK,1865761548,43690,170,12,5,0,0,67315968736,324362034,1865761548,3435973836,35.3403781,-117.7456675,2211333,-2244,-2485,31437,780,2021,4,10,18,9,48,21,3,0,0,0,
164015,OK,227716670,43690,170,12,5,0,0,67316992537,325385834,227716670,3435973836,35.3403489,-117.7456907,2183825,-5260,-1409,26276,782,2021,4,10,18,9,49,23,3,0,0,0,
164342,OK,3928301203,43690,170,12,5,0,0,67318017055,326410353,3928301203,3435973836,35.3403008,-117.7457306,2154915,-3830,-6101,29466,746,2021,4,10,18,9,50,23,3,0,0,0,
164670,OK,2172026604,43690,170,12,5,0,0,67319045270,327438567,2172026604,3435973836,35.3402764,-117.7458051,2125673,-2138,-7538,31560,749,2021,4,10,18,9,51,23,3,0,0,0,
164997,OK,3791869155,43690,170,12,5,0,0,67320075722,328469019,3791869155,3435973836,35.3402534,-117.7458751,2098417,-3457,-5018,24864,753,2021,4,10,18,9,52,24,3,0,0,0,
165322,OK,849579923,43690,170,12,5,0,0,67321103998,329497296,849579923,3435973836,35.3402471,-117.7459251,2076602,1727,-3790,20597,758,2021,4,10,18,9,53,23,3,0,0,0,
165647,OK,29764730,43690,170,12,5,0,0,67322134317,330527614,29764730,3435973836,35.340245,-117.7459422,2047209,-1074,74,29369,737,2021,4,10,18,9,54,20,3,0,0,0,
165972,OK,2370084519,43690,170,12,5,0,0,67323160679,331553977,2370084519,3435973836,35.3401976,-117.7459601,2016426,-8863,-3195,30028,739,2021,4,10,18,9,55,21,3,0,0,0,
166297,OK,2556751016,43690,170,12,5,0,0,67324184062,332577360,2556751016,3435973836,35.3401159,-117.7460076,1985759,-8538,-5454,29556,745,2021,4,10,18,9,56,20,3,0,0,0,
166461,OK,2896849759,43690,170,12,5,0,0,67324693339,333086636,2896849759,3435973836,35.3400449,-117.7460772,1955733,-6795,-7239,29176,758,2021,4,10,18,9,57,19,3,0,0,0,
166786,OK,2715965309,43690,170,12,5,0,0,67325721229,334114526,2715965309,3435973836,35.3399936,-117.7461548,1927593,-4459,-7002,27511,780,2021,4,10,18,9,58,19,3,0,0,0,
167113,OK,522413475,43690,170,12,5,0,0,67326754543,335147841,522413475,3435973836,35.3399592,-117.746235,1898947,-2303,-7546,28222,791,2021,4,10,18,9,59,21,3,0,0,0,
167434,OK,791008880,43690,170,12,5,0,0,67327779224,336172521,791008880,3435973836,35.3399374,-117.7462862,1866117,-2351,-2551,31777,774,2021,4,10,18,10,0,24,3,0,0,0,
167758,OK,1326854529,43690,170,12,5,0,0,67328810873,337204170,1326854529,3435973836,35.3399128,-117.7463238,1834588,-2872,-4164,30886,783,2021,4,10,18,10,1,22,3,0,0,0,
168081,OK,2213488617,43690,170,12,5,0,0,67329836015,338229312,2213488617,3435973836,35.3398788,-117.7463793,1805072,-4479,-5760,28238,798,2021,4,10,18,10,2,21,3,0,0,0,
168405,OK,3683733881,43690,170,12,5,0,0,67330864255,339257552,3683733881,3435973836,35.3398216,-117.7464401,1777464,-8042,-5173,26051,802,2021,4,10,18,10,3,22,3,0,0,0,
168731,OK,1593180613,43690,170,12,5,0,0,67331895069,340288366,1593180613,3435973836,35.3397516,-117.7465039,1748452,-6513,-6510,29770,803,2021,4,10,18,10,4,21,3,0,0,0,
169058,OK,4289997301,43690,170,12,5,0,0,67332927745,341321043,4289997301,3435973836,35.339708,-117.7465706,1718052,-2406,-5683,30056,812,2021,4,10,18,10,5,20,3,0,0,0,
169386,OK,2659212987,43690,170,12,5,0,0,67333955716,342349013,2659212987,3435973836,35.3396877,-117.7466244,1686055,-1439,-4079,32533,829,2021,4,10,18,10,6,20,3,0,0,0,
169711,OK,2310572224,43690,170,12,5,0,0,67334982228,343375525,2310572224,3435973836,35.3396689,-117.7466666,1654195,-2519,-3568,30063,834,2021,4,10,18,10,7,20,3,0,0,0,
170037,OK,312696097,43690,170,12,5,0,0,67336010061,344403359,312696097,3435973836,35.3396428,-117.7466957,1624184,-3226,-1817,28297,825,2021,4,10,18,10,8,19,3,0,0,0,
170363,OK,1888999545,43690,170,12,5,0,0,67337041736,345435033,1888999545,3435973836,35.3396057,-117.7467217,1594326,-4899,-3231,29527,819,2021,4,10,18,10,9,20,3,0,0,0,
170688,OK,1849242688,43690,170,12,5,0,0,67338067592,346460889,1849242688,3435973836,35.3395571,-117.746768,1563483,-5816,-5679,30583,820,2021,4,10,18,10,10,20,3,0,0,0,
171013,OK,1674543791,43690,170,12,5,0,0,67339096048,347489345,1674543791,3435973836,35.3395054,-117.7468219,1533128,-5989,-4366,29581,827,2021,4,10,18,10,11,21,3,0,0,0,
171339,OK,752772908,43690,170,12,5,0,0,67340124333,348517631,752772908,3435973836,35.3394639,-117.7468889,1503042,-2859,-7905,27509,793,2021,4,10,18,10,12,23,3,0,0,0,
171663,OK,2571192945,43690,170,12,5,0,0,67341152255,349545552,2571192945,3435973836,35.3394471,-117.7469795,1472735,-541,-8941,31517,799,2021,4,10,18,10,13,22,3,0,0,0,
171983,OK,4122925239,43690,170,12,5,0,0,67342176599,350569897,4122925239,3435973836,35.3394329,-117.7470619,1441708,-2879,-6381,30168,793,2021,4,10,18,10,14,21,3,0,0,0,
172147,OK,3284768193,43690,170,12,5,0,0,67342685912,351079209,3284768193,3435973836,35.3394136,-117.7471341,1410464,-928,-7343,30368,783,2021,4,10,18,10,15,23,3,0,0,0,
172473,OK,2512253510,43690,170,12,5,0,0,67343713732,352107029,2512253510,3435973836,35.3394009,-117.7471825,1380499,-2212,-1932,29120,762,2021,4,10,18,10,16,23,3,0,0,0,
172798,OK,3829395098,43690,170,12,5,0,0,67344739421,353132718,3829395098,3435973836,35.3393752,-117.7472057,1350043,-3255,-2684,30603,753,2021,4,10,18,10,17,22,3,0,0,0,
173126,OK,3321222107,43690,170,12,5,0,0,67345772527,354165824,3321222107,3435973836,35.339355,-117.7472283,1319764,-1789,-1457,30855,751,2021,4,10,18,10,18,21,3,0,0,0,
173450,OK,681604787,43690,170,12,5,0,0,67346797413,355190710,681604787,3435973836,35.3393317,-117.7472326,1288131,-2908,376,30628,746,2021,4,10,18,10,19,23,3,0,0,0,
173776,OK,2952372552,43690,170,12,5,0,0,67347822363,356215660,2952372552,3435973836,35.3392959,-117.7472272,1257185,-4104,221,28343,742,2021,4,10,18,10,20,19,3,0,0,0,
174106,OK,243404560,43690,170,12,5,0,0,67348851283,357244580,243404560,3435973836,35.339256,-117.7472227,1227518,-4660,702,31381,749,2021,4,10,18,10,21,20,3,0,0,0,
174431,OK,2835800924,43690,170,12,5,0,0,67349877248,358270545,2835800924,3435973836,35.3392209,-117.7472094,1196882,-3166,1610,29644,756,2021,4,10,18,10,22,20,3,0,0,0,
174752,OK,2783368686,43690,170,12,5,0,0,67350901088,359294385,2783368686,3435973836,35.3391883,-117.7471963,1167157,-4005,711,29433,764,2021,4,10,18,10,23,21,3,0,0,0,
175079,OK,2724280119,43690,170,12,5,0,0,67351928481,360321778,2724280119,3435973836,35.3391519,-117.7471913,1136939,-4060,168,29738,770,2021,4,10,18,10,24,18,3,0,0,0,
175407,OK,1163007571,43690,170,12,5,0,0,67352953268,361346565,1163007571,3435973836,35.3391152,-117.7471896,1106970,-3861,91,29298,780,2021,4,10,18,10,25,18,3,0,0,0,
175734,OK,1924594757,43690,170,12,5,0,0,67353981028,362374325,1924594757,3435973836,35.3390762,-117.7471859,1075115,-4331,446,32567,757,2021,4,10,18,10,26,23,3,0,0,0,
176059,OK,54887470,43690,170,12,5,0,0,67355011065,363404363,54887470,3435973836,35.3390399,-117.7471757,1043040,-3161,1158,31595,755,2021,4,10,18,10,27,20,3,0,0,0,
176383,OK,1654849117,43690,170,12,5,0,0,67356038678,364431975,1654849117,3435973836,35.3390261,-117.7471809,1013238,304,-2547,29336,761,2021,4,10,18,10,28,21,3,0,0,0,
176707,OK,2631970587,43690,170,12,5,0,0,67357063680,365456977,2631970587,3435973836,35.3390229,-117.7472053,982432,-635,-2246,32009,758,2021,4,10,18,10,29,19,3,0,0,0,
177032,OK,3363055099,43690,170,12,5,0,0,67358087701,366480998,3363055099,3435973836,35.3390012,-117.7472327,950145,-3544,-2644,30445,761,2021,4,10,18,10,30,19,3,0,0,0,
177355,OK,2929926646,43690,170,12,5,0,0,67359114671,367507968,2929926646,3435973836,35.338976,-117.747237,920556,-1894,2325,28563,765,2021,4,10,18,10,31,20,3,0,0,0,
177679,OK,2368464918,43690,170,12,5,0,0,67360144259,368537556,2368464918,3435973836,35.3389647,-117.7471982,890367,-510,4944,31927,779,2021,4,10,18,10,32,18,3,0,0,0,
178002,OK,815399889,43690,170,12,5,0,0,67361168557,369561854,815399889,3435973836,35.3389566,-117.7471694,860682,-1329,275,28920,794,2021,4,10,18,10,33,16,3,0,0,0,
178327,OK,3716789545,43690,170,12,5,0,0,67362192020,370585317,3716789545,3435973836,35.3389301,-117.7471852,830935,-3619,-3494,28969,805,2021,4,10,18,10,34,18,3,0,0,0,
178459,OK,2659097302,43690,170,11,5,0,0,67365490039,370990441,2659097302,3435973836,35.3388391,-117.7472733,808861,-37,-164,-315,2952,2021,4,10,18,10,37,14,3,0,0,0,
178692,OK,2449758266,43690,170,11,5,0,0,67365999717,371500118,2449758266,3435973836,35.3388365,-117.7472749,810232,-40,-43,-159,2332,2021,4,10,18,10,38,13,3,0,0,0,
179085,OK,583382763,43690,170,12,5,0,0,67367031281,372531682,583382763,3435973836,35.3388292,-117.7472696,809341,2,-93,-199,1679,2021,4,10,18,10,39,14,3,0,0,0,
179408,OK,1976328284,43690,170,12,5,0,0,67368059312,373559714,1976328284,3435973836,35.3388308,-117.7472638,808000,33,-49,-59,1310,2021,4,10,18,10,40,20,3,0,0,0,
179733,OK,3698700059,43690,170,12,5,0,0,67369085388,374585789,3698700059,3435973836,35.3388337,-117.7472555,806903,50,59,-3,1103,2021,4,10,18,10,41,20,3,0,0,0,
180063,OK,3843985887,43690,170,12,5,0,0,67370113727,375614129,3843985887,3435973836,35.3388355,-117.7472507,806354,68,74,113,970,2021,4,10,18,10,42,20,3,0,0,0,
180385,OK,3012151687,43690,170,12,5,0,0,67371138194,376638596,3012151687,3435973836,35.3388362,-117.7472476,805983,-2,18,68,879,2021,4,10,18,10,43,20,3,0,0,0,
180709,OK,1679635760,43690,170,12,5,0,0,67372162432,377662834,1679635760,3435973836,35.3388368,-117.7472453,805676,4,58,276,808,2021,4,10,18,10,44,20,3,0,0,0,
180872,OK,3059223500,43690,170,12,5,0,0,67372666145,378166547,3059223500,3435973836,35.3388379,-117.7472432,805381,24,66,225,752,2021,4,10,18,10,45,21,3,0,0,0,
181194,OK,3431271966,43690,170,12,5,0,0,67373689749,379190150,3431271966,3435973836,35.3388384,-117.7472418,805232,1,4,247,709,2021,4,10,18,10,46,23,3,0,0,0,
181519,OK,4041818405,43690,170,12,5,0,0,67374714798,380215199,4041818405,3435973836,35.3388388,-117.7472403,805049,64,54,58,669,2021,4,10,18,10,47,24,3,0,0,0,
181844,OK,106068368,43690,170,12,5,0,0,67375743698,381244100,106068368,3435973836,35.3388389,-117.7472395,805024,-61,8,102,637,2021,4,10,18,10,48,23,3,0,0,0,
182166,OK,3873510445,43690,170,12,5,0,0,67376768432,382268833,3873510445,3435973836,35.338839,-117.7472396,805012,7,-38,77,609,2021,4,10,18,10,49,23,3,0,0,0,
182492,OK,1926488132,43690,170,12,5,0,0,67377794509,383294910,1926488132,3435973836,35.3388399,-117.7472385,804774,-3,45,118,587,2021,4,10,18,10,50,23,3,0,0,0,
182816,OK,1895857407,43690,170,12,5,0,0,67378822512,384322913,1895857407,3435973836,35.3388405,-117.7472375,804636,33,42,136,569,2021,4,10,18,10,51,23,3,0,0,0,
183138,OK,610803911,43690,170,12,5,0,0,67379849961,385350362,610803911,3435973836,35.3388409,-117.7472368,804565,9,59,93,552,2021,4,10,18,10,52,23,3,0,0,0,
183458,OK,2319126731,43690,170,12,5,0,0,67380877648,386378049,2319126731,3435973836,35.3388417,-117.7472365,804521,19,-31,16,536,2021,4,10,18,10,53,24,3,0,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
