pwr_ctr,az
13.644,-161.25
13.645,-161.26
13.645,-161.26
13.645,-161.27
13.645,-161.28
13.645,-161.3
13.646,-161.33
13.646,-161.34
13.647,-161.12
13.647,-161.15
13.647,-161.15
13.648,-161.36
13.648,-161.24
13.648,-161.2
13.648,-161.23
13.648,-161.2
13.649,-161.15
13.649,-161.11
13.65,-161.11
13.65,-161.12
13.651,-161.12
13.651,-161.1
13.651,-161.1
13.651,-161.11
13.652,-161.14
13.652,-161.09
13.652,-161.1
13.652,-161.1
13.652,-161.18
13.653,-161.16
13.653,-161.14
13.653,-161.13
13.653,-161.1
13.654,-161.07
13.654,-161.03
13.654,-160.97
13.655,-161.15
13.655,-161.18
13.656,-160.9
13.656,-160.84
13.657,-161.07
13.657,-161.1
13.658,-161.12
13.658,-161.06
13.658,-161.02
13.659,-161
13.659,-160.98
13.659,-160.94
13.659,-160.97
13.66,-160.93
13.66,-160.88
13.661,-160.83
13.661,-160.81
13.662,-160.78
13.662,-160.9
13.662,-160.86
13.663,-160.84
13.663,-160.85
13.663,-160.87
13.663,-160.86
13.664,-160.79
13.664,-160.8
13.664,-160.79
13.664,-160.79
13.665,-160.8
13.665,-160.81
13.665,-160.82
13.665,-160.85
13.666,-160.88
13.666,-160.73
13.666,-160.7
13.667,-160.84
13.667,-160.87
13.667,-160.73
13.667,-160.68
13.668,-160.71
13.668,-160.74
13.668,-160.74
13.669,-160.76
13.669,-160.73
13.669,-160.7
13.67,-160.65
13.67,-160.59
13.671,-160.8
13.671,-160.73
13.671,-160.69
13.672,-160.68
13.672,-160.64
13.672,-160.61
13.672,-160.6
13.672,-160.59
13.673,-160.6
13.673,-160.61
13.673,-160.63
13.673,-160.59
13.674,-160.62
13.674,-160.58
13.674,-160.6
13.675,-160.63
13.675,-160.5
13.676,-160.53
13.676,-160.56
13.676,-160.56
13.677,-160.5
13.677,-160.49
13.677,-160.5
13.677,-160.51
13.678,-160.53
13.678,-160.49
13.678,-160.51
13.678,-160.48
13.679,-160.48
13.679,-160.48
13.679,-160.49
13.68,-160.39
13.68,-160.43
13.68,-160.51
13.681,-160.42
13.681,-160.45
13.681,-160.4
13.682,-160.39
13.682,-160.4
13.682,-160.4
13.682,-160.43
13.683,-160.38
13.683,-160.4
13.683,-160.42
13.684,-160.41
13.684,-160.31
13.685,-160.31
13.685,-160.31
13.685,-160.3
13.685,-160.36
13.686,-160.31
13.686,-160.28
13.686,-160.26
13.686,-160.26
13.687,-160.26
13.687,-160.26
13.687,-160.27
13.687,-160.28
13.688,-160.29
13.688,-160.33
13.688,-160.22
13.689,-160.29
13.689,-160.24
13.689,-160.18
13.689,-160.19
13.69,-160.19
13.69,-160.2
13.69,-160.21
13.69,-160.21
13.69,-160.23
13.691,-160.24
13.691,-160.27
13.692,-160.1
13.692,-160.14
13.692,-160.12
13.692,-160.11
13.693,-160.11
13.693,-160.12
13.693,-160.12
13.693,-160.13
13.693,-160.15
13.694,-160.16
13.694,-160.2
13.695,-160.17
13.695,-160.18
13.695,-160.15
13.696,-160.13
13.696,-160.12
13.696,-160.1
13.696,-160.08
13.697,-160.04
13.697,-160
13.697,-160.09
13.697,-160.13
13.698,-159.99
13.698,-159.94
13.698,-160.09
13.699,-160.12
13.699,-159.93
13.699,-159.93
13.7,-160.09
13.7,-160.05
13.7,-159.99
13.7,-160.01
13.7,-159.98
13.701,-159.95
13.701,-159.92
13.701,-159.91
13.701,-159.91
13.702,-159.92
13.702,-159.92
13.702,-159.93
13.702,-159.95
13.702,-159.91
13.703,-159.96
13.703,-159.95
13.704,-159.89
13.704,-159.92
13.705,-159.92
13.705,-159.84
13.705,-159.83
13.706,-159.82
13.706,-159.82
13.706,-159.86
13.706,-159.88
13.707,-159.85
13.707,-159.77
13.707,-159.77
13.707,-159.76
13.708,-159.77
13.708,-159.77
13.708,-159.78
13.708,-159.79
13.709,-159.8
13.709,-159.82
13.709,-159.85
13.71,-159.79
13.71,-159.72
13.71,-159.7
13.71,-159.7
13.711,-159.71
13.711,-159.71
13.711,-159.72
13.711,-159.73
13.712,-159.75
13.712,-159.79
13.712,-159.79
13.713,-159.7
13.713,-159.68
13.713,-159.62
13.714,-159.66
13.714,-159.69
13.714,-159.69
13.714,-159.67
13.715,-159.65
13.715,-159.63
13.715,-159.62
13.715,-159.59
13.716,-159.6
13.716,-159.61
13.716,-159.68
13.716,-159.65
13.717,-159.63
13.717,-159.6
13.717,-159.58
13.717,-159.56
13.717,-159.55
13.718,-159.56
13.718,-159.56
13.718,-159.58
13.718,-159.59
13.719,-159.6
13.719,-159.57
13.719,-159.57
13.72,-159.49
13.72,-159.45
13.72,-159.44
13.721,-159.57
13.721,-159.53
13.721,-159.49
13.721,-159.46
13.721,-159.45
13.722,-159.44
13.722,-159.44
13.722,-159.45
13.722,-159.48
13.723,-159.51
13.723,-159.47
13.723,-159.44
13.723,-159.41
13.724,-159.4
13.724,-159.4
13.724,-159.4
13.724,-159.44
13.724,-159.38
13.725,-159.4
13.725,-159.4
13.725,-159.36
13.725,-159.36
13.725,-159.42
13.726,-159.34
13.726,-159.35
13.726,-159.35
13.726,-159.38
13.726,-159.4
13.727,-159.42
13.727,-159.43
13.728,-159.38
13.728,-159.36
13.728,-159.31
13.728,-159.34
13.729,-159.32
13.729,-159.32
13.73,-159.25
13.73,-159.24
13.731,-159.21
13.731,-159.21
13.731,-159.28
13.732,-159.25
13.732,-159.25
13.732,-159.28
13.733,-159.24
13.733,-159.16
13.733,-159.17
13.733,-159.17
13.733,-159.18
13.734,-159.18
13.734,-159.19
13.734,-159.2
13.734,-159.21
13.735,-159.23
13.735,-159.24
13.736,-159.12
13.736,-159.07
13.736,-159.08
13.736,-159.08
13.737,-159.27
13.737,-159.1
13.737,-159.08
13.737,-159.09
13.737,-159.09
13.738,-159.1
13.738,-159.14
13.738,-159.13
13.738,-159.11
13.739,-159.07
13.739,-159
13.74,-158.98
13.74,-158.98
13.74,-158.99
13.741,-159
13.741,-159.01
13.741,-159.01
13.741,-159.02
13.742,-159.04
13.742,-159
13.742,-159.01
13.742,-159.04
13.743,-158.99
13.743,-158.92
13.744,-159.05
13.744,-159.03
13.744,-158.99
13.745,-158.97
13.745,-158.95
13.745,-158.94
13.745,-158.87
13.746,-158.88
13.746,-158.9
13.746,-158.9
13.746,-158.89
13.746,-158.91
13.747,-158.91
13.747,-158.93
13.747,-158.93
13.748,-158.88
13.748,-158.83
13.748,-158.85
13.748,-158.84
13.749,-158.86
13.749,-158.87
13.749,-158.89
13.749,-158.88
13.75,-158.84
13.75,-158.82
13.75,-158.8
13.75,-158.85
13.751,-158.83
13.751,-158.81
13.751,-158.78
13.751,-158.77
13.752,-158.77
13.752,-158.78
13.752,-158.79
13.752,-158.8
13.753,-158.81
13.753,-158.8
13.753,-158.71
13.754,-158.71
13.754,-158.69
13.754,-158.74
13.754,-158.74
13.755,-158.75
13.755,-158.76
13.755,-158.73
13.756,-158.71
13.756,-158.69
13.756,-158.66
13.756,-158.67
13.757,-158.7
13.757,-158.73
13.757,-158.62
13.758,-158.61
13.758,-158.58
13.758,-158.58
13.758,-158.58
13.759,-158.61
13.759,-158.61
13.759,-158.61
13.759,-158.63
13.759,-158.64
13.76,-158.65
13.76,-158.67
13.761,-158.63
13.761,-158.59
13.761,-158.57
13.761,-158.57
13.762,-158.56
13.762,-158.53
13.762,-158.53
13.763,-158.51
13.763,-158.54
13.763,-158.55
13.764,-158.48
13.764,-158.48
13.764,-158.48
13.765,-158.48
13.765,-158.49
13.765,-158.5
13.765,-158.53
13.766,-158.44
13.766,-158.45
13.766,-158.43
13.767,-158.44
13.767,-158.41
13.767,-158.41
13.767,-158.42
13.768,-158.42
13.768,-158.4
13.768,-158.4
13.768,-158.41
13.769,-158.41
13.769,-158.4
13.769,-158.4
13.769,-158.41
13.77,-158.44
13.77,-158.43
13.771,-158.34
13.771,-158.33
13.771,-158.33
13.772,-158.29
13.772,-158.29
13.772,-158.32
13.772,-158.32
13.773,-158.33
13.773,-158.34
13.773,-158.29
13.773,-158.28
13.774,-158.24
13.774,-158.24
13.774,-158.25
13.774,-158.25
13.775,-158.26
13.775,-158.26
13.775,-158.27
13.775,-158.29
13.776,-158.3
13.776,-158.3
13.777,-158.09
13.777,-158.09
13.777,-158.28
13.778,-158.27
13.778,-157.96
13.779,-157.96
13.779,-158.22
13.779,-158.25
13.78,-158.25
13.781,-158.01
13.781,-158.05
13.782,-158.09
13.782,-158.09
13.782,-158.1
13.783,-158.1
13.783,-158.09
13.783,-158.08
13.783,-158.07
13.784,-158.02
13.784,-158
13.785,-157.99
13.786,-157.94
13.786,-157.93
13.786,-157.94
13.787,-157.96
13.787,-157.96
13.787,-157.97
13.787,-157.98
13.787,-157.97
13.788,-157.92
13.788,-157.92
13.788,-157.93
13.789,-157.94
13.789,-157.94
13.789,-157.95
13.789,-157.95
13.79,-157.96
13.79,-157.97
13.791,-157.8
13.791,-157.81
13.791,-157.82
13.791,-157.92
13.791,-157.91
13.792,-157.77
13.792,-157.83
13.792,-157.85
13.793,-157.9
13.793,-157.85
13.794,-157.84
13.794,-157.82
13.795,-157.8
13.795,-157.77
13.796,-157.78
13.796,-157.78
13.797,-157.7
13.798,-157.73
13.798,-157.76
13.798,-157.72
13.798,-157.68
13.799,-157.66
13.799,-157.67
13.799,-157.67
13.799,-157.68
13.8,-157.68
13.8,-157.69
13.8,-157.7
13.8,-157.69
13.801,-157.71
13.801,-157.66
13.801,-157.63
13.801,-157.66
13.802,-157.65
13.802,-157.65
13.802,-157.59
13.803,-157.58
13.803,-157.55
13.803,-157.56
13.804,-157.56
13.804,-157.56
13.804,-157.57
13.804,-157.58
13.804,-157.58
13.805,-157.57
13.805,-157.56
13.805,-157.58
13.806,-157.57
13.806,-157.51
13.807,-157.47
13.808,-157.47
13.808,-157.41
13.809,-157.37
13.81,-157.35
13.81,-157.57
13.811,-157.56
13.811,-157.35
13.811,-157.36
13.812,-157.37
13.812,-157.37
13.812,-157.38
13.813,-157.39
13.813,-157.38
13.813,-157.38
13.813,-157.41
13.814,-157.33
13.814,-157.3
13.814,-157.3
13.815,-157.31
13.815,-157.31
13.815,-157.32
13.816,-157.33
13.816,-157.31
13.816,-157.3
13.816,-157.29
13.817,-157.29
13.817,-157.42
13.818,-157.28
13.818,-157.29
13.818,-157.3
13.818,-157.3
13.819,-157.28
13.819,-157.27
13.819,-157.25
13.82,-157.22
13.82,-157.19
13.82,-157.2
13.82,-157.2
13.82,-157.2
13.821,-157.22
13.821,-157.18
13.821,-157.19
13.821,-157.19
13.821,-157.16
13.822,-157.16
13.822,-157.17
13.822,-157.18
13.822,-157.19
13.823,-157.21
13.823,-157.17
13.823,-157.11
13.824,-157.1
13.824,-157.11
13.824,-157.11
13.824,-157.12
13.824,-157.12
13.825,-157.13
13.825,-157.13
13.825,-157.14
13.826,-157.13
13.826,-157.08
13.826,-157.08
13.827,-157.07
13.827,-157.06
13.828,-157.05
13.828,-157.07
13.828,-157.03
13.828,-157.01
13.829,-157
13.829,-157
13.829,-157.01
13.829,-157.02
13.83,-157
13.83,-157
13.83,-157.02
13.831,-157.01
13.831,-156.94
13.832,-156.91
13.833,-156.94
13.833,-156.94
13.834,-156.87
13.835,-156.83
13.835,-156.84
13.836,-156.78
13.837,-156.76
13.837,-156.87
13.838,-156.85
13.838,-156.82
13.838,-156.79
13.838,-156.74
13.839,-156.71
13.839,-156.71
13.84,-156.86
13.84,-156.77
13.841,-156.76
13.841,-156.73
13.841,-156.66
13.842,-156.78
13.842,-156.76
13.842,-156.73
13.842,-156.72
13.843,-156.71
13.843,-156.68
13.843,-156.65
13.844,-156.61
13.844,-156.6
13.845,-156.81
13.845,-156.73
13.845,-156.69
13.845,-156.65
13.846,-156.64
13.846,-156.62
13.846,-156.58
13.847,-156.54
13.847,-156.54
13.848,-156.7
13.848,-156.59
13.848,-156.58
13.849,-156.56
13.849,-156.55
13.85,-156.65
13.85,-156.64
13.85,-156.45
13.851,-156.45
13.851,-156.61
13.852,-156.59
13.852,-156.47
13.852,-156.48
13.852,-156.45
13.853,-156.46
13.853,-156.47
13.853,-156.47
13.853,-156.49
13.854,-156.5
13.854,-156.47
13.854,-156.43
13.854,-156.44
13.855,-156.44
13.855,-156.42
13.855,-156.41
13.856,-156.41
13.856,-156.37
13.857,-156.36
13.857,-156.38
13.857,-156.34
13.857,-156.4
13.857,-156.36
13.858,-156.34
13.858,-156.34
13.858,-156.35
13.858,-156.36
13.859,-156.39
13.859,-156.36
13.859,-156.33
13.859,-156.32
13.86,-156.3
13.86,-156.29
13.86,-156.29
13.86,-156.3
13.86,-156.3
13.861,-156.31
13.861,-156.29
13.861,-156.29
13.861,-156.31
13.862,-156.29
13.862,-156.27
13.863,-156.24
13.863,-156.2
13.863,-156.21
13.863,-156.21
13.863,-156.22
13.864,-156.22
13.864,-156.23
13.864,-156.24
13.864,-156.25
13.865,-156.25
13.865,-156.21
13.865,-156.19
13.866,-156.15
13.866,-156.11
13.867,-156.04
13.867,-156.07
13.868,-156.17
13.868,-156.12
13.869,-156.09
13.869,-156.1
13.869,-156.09
13.869,-156.08
13.87,-156.04
13.87,-156.05
13.87,-156.08
13.87,-156.08
13.871,-156.08
13.871,-156.09
13.871,-156.1
13.871,-156.1
13.872,-156.09
13.872,-155.93
13.872,-156.06
13.873,-156.03
13.873,-156.03
13.873,-156
13.873,-155.97
13.874,-155.93
13.874,-155.94
13.875,-155.95
13.875,-156.01
13.876,-156.02
13.876,-156
13.876,-155.98
13.876,-155.88
13.877,-155.88
13.877,-155.89
13.877,-155.9
13.877,-155.99
13.878,-155.98
13.878,-155.87
13.878,-155.87
13.878,-155.88
13.878,-155.89
13.879,-155.89
13.879,-155.9
13.879,-155.9
13.879,-155.89
13.879,-155.86
13.88,-155.83
13.88,-155.82
13.881,-155.99
13.881,-155.87
13.881,-155.84
13.881,-155.81
13.882,-155.8
13.882,-155.8
13.882,-155.8
13.882,-155.81
13.882,-155.82
13.883,-155.86
13.883,-155.83
13.883,-155.81
13.883,-155.78
13.884,-155.78
13.884,-155.76
13.884,-155.74
13.884,-155.72
13.885,-155.73
13.885,-155.73
13.885,-155.74
13.885,-155.76
13.886,-155.72
13.886,-155.72
13.886,-155.73
13.886,-155.7
13.886,-155.7
13.887,-155.71
13.887,-155.72
13.887,-155.71
13.887,-155.69
13.888,-155.67
13.888,-155.66
13.888,-155.66
13.888,-155.67
13.889,-155.67
13.889,-155.66
13.889,-155.65
13.889,-155.66
13.89,-155.66
13.89,-155.67
13.89,-155.68
13.89,-155.61
13.891,-155.59
13.891,-155.59
13.891,-155.6
13.891,-155.6
13.892,-155.62
13.892,-155.63
13.892,-155.65
13.892,-155.63
13.893,-155.49
13.893,-155.52
13.893,-155.66
13.894,-155.53
13.894,-155.53
13.894,-155.53
13.894,-155.54
13.895,-155.54
13.895,-155.54
13.895,-155.49
13.896,-155.51
13.896,-155.54
13.896,-155.51
13.897,-155.53
13.897,-155.49
13.897,-155.49
13.897,-155.46
13.898,-155.43
13.898,-155.4
13.898,-155.36
13.899,-155.39
13.899,-155.4
13.9,-155.43
13.901,-155.39
13.901,-155.39
13.901,-155.35
13.902,-155.37
13.902,-155.35
13.902,-155.36
13.902,-155.36
13.902,-155.35
13.903,-155.35
13.903,-155.35
13.903,-155.36
13.903,-155.34
13.904,-155.34
13.904,-155.36
13.904,-155.36
13.905,-155.26
13.905,-155.27
13.905,-155.29
13.906,-155.29
13.906,-155.29
13.906,-155.29
13.906,-155.28
13.907,-155.25
13.907,-155.23
13.907,-155.22
13.907,-155.22
13.908,-155.23
13.908,-155.24
13.908,-155.24
13.908,-155.2
13.909,-155.2
13.909,-155.19
13.909,-155.19
13.909,-155.2
13.91,-155.21
13.91,-155.22
13.91,-155.19
13.91,-155.16
13.911,-155.19
13.911,-155.17
13.911,-155.13
13.911,-155.12
13.912,-155.12
13.912,-155.13
13.912,-155.14
13.912,-155.14
13.913,-155.13
13.913,-155.12
13.913,-155.15
13.914,-155.16
13.914,-155.02
13.915,-155.02
13.915,-155.13
13.915,-155.07
13.915,-155.06
13.916,-155.07
13.916,-155.07
13.916,-155.04
13.917,-155.05
13.917,-155.04
13.918,-155.03
13.918,-155
13.918,-154.96
13.919,-154.94
13.919,-154.92
13.919,-154.92
13.92,-154.93
13.92,-154.95
13.92,-154.95
13.92,-154.95
13.921,-154.96
13.921,-154.97
13.921,-154.99
13.921,-154.95
13.922,-154.93
13.922,-154.91
13.922,-154.89
13.922,-154.89
13.923,-154.88
13.923,-154.89
13.923,-154.9
13.923,-154.91
13.924,-154.92
13.924,-154.88
13.924,-154.85
13.925,-154.88
13.925,-154.87
13.925,-154.86
13.925,-154.8
13.926,-154.8
13.926,-154.83
13.927,-154.83
13.927,-154.85
13.927,-154.81
13.927,-154.81
13.928,-154.8
13.928,-154.75
13.928,-154.71
13.929,-154.69
13.929,-154.84
13.93,-154.84
13.93,-154.54
13.931,-154.85
13.931,-154.79
13.932,-154.68
13.932,-154.68
13.932,-154.68
13.932,-154.68
13.932,-154.7
13.933,-154.71
13.933,-154.7
13.933,-154.66
13.934,-154.65
13.934,-154.63
13.934,-154.63
13.934,-154.6
13.935,-154.6
13.935,-154.6
13.936,-154.59
13.936,-154.59
13.936,-154.6
13.936,-154.64
13.936,-154.57
13.937,-154.58
13.937,-154.59
13.937,-154.62
13.937,-154.58
13.938,-154.55
13.938,-154.54
13.938,-154.54
13.938,-154.55
13.939,-154.56
13.939,-154.54
13.939,-154.54
13.939,-154.57
13.94,-154.54
13.94,-154.5
13.941,-154.48
13.942,-154.53
13.942,-154.53
13.943,-154.5
13.943,-154.49
13.943,-154.47
13.944,-154.43
13.944,-154.41
13.944,-154.41
13.944,-154.42
13.945,-154.39
13.945,-154.39
13.945,-154.41
13.945,-154.42
13.945,-154.38
13.946,-154.35
13.946,-154.33
13.946,-154.37
13.946,-154.36
13.947,-154.36
13.947,-154.36
13.947,-154.37
13.947,-154.36
13.948,-154.35
13.948,-154.37
13.948,-154.4
13.949,-154.4
13.949,-154.35
13.95,-154.23
13.95,-154.29
13.951,-154.28
13.951,-154.25
13.951,-154.26
13.951,-154.27
13.952,-154.29
13.952,-154.3
13.952,-154.31
13.953,-154.32
13.953,-154.15
13.954,-154.16
13.954,-154.18
13.954,-154.19
13.955,-154.2
13.955,-154.21
13.955,-154.22
13.955,-154.21
13.956,-154.19
13.956,-154.16
13.956,-154.15
13.957,-154.11
13.957,-154.07
13.958,-154.06
13.958,-154.1
13.958,-154.07
13.959,-154.1
13.959,-154.08
13.959,-154.07
13.959,-154.07
13.959,-154.08
13.96,-154.09
13.96,-154.1
13.96,-154.14
13.961,-154.08
13.961,-154.07
13.961,-154.1
13.962,-154.06
13.962,-154
13.963,-153.99
13.963,-154
13.963,-154.04
13.963,-153.96
13.964,-153.97
13.964,-153.95
13.964,-153.96
13.964,-153.96
13.965,-153.97
13.965,-153.96
13.965,-153.95
13.966,-153.95
13.966,-153.93
13.966,-153.93
13.967,-153.87
13.968,-153.81
13.969,-153.78
13.969,-153.97
13.97,-153.96
13.97,-153.79
13.97,-153.76
13.971,-154.01
13.971,-154
13.972,-153.66
13.972,-153.66
13.973,-153.92
13.973,-153.93
13.974,-153.71
13.974,-153.66
13.975,-153.8
13.975,-153.74
13.976,-153.77
13.976,-153.61
13.976,-153.69
13.977,-153.74
13.977,-153.72
13.977,-153.71
13.977,-153.7
13.978,-153.65
13.978,-153.61
13.979,-153.61
13.979,-153.61
13.979,-153.68
13.979,-153.65
13.979,-153.66
13.98,-153.67
13.98,-153.66
13.98,-153.64
13.98,-153.62
13.981,-153.6
13.981,-153.59
13.981,-153.59
13.981,-153.59
13.982,-153.6
13.982,-153.59
13.982,-153.58
13.982,-153.59
13.983,-153.57
13.983,-153.6
13.983,-153.56
13.983,-153.58
13.984,-153.58
13.984,-153.53
13.985,-153.51
13.985,-153.53
13.985,-153.52
13.985,-153.57
13.986,-153.4
13.986,-153.43
13.987,-153.43
13.987,-153.44
13.987,-153.46
13.987,-153.46
13.987,-153.48
13.988,-153.49
13.988,-153.51
13.988,-153.51
13.988,-153.48
13.989,-153.46
13.989,-153.42
13.989,-153.41
13.989,-153.45
13.99,-153.43
13.99,-153.41
13.991,-153.46
13.991,-153.33
13.992,-153.36
13.992,-153.38
13.992,-153.36
13.992,-153.33
13.993,-153.32
13.993,-153.34
13.993,-153.36
13.993,-153.35
13.994,-153.33
13.994,-153.26
13.994,-153.27
13.995,-153.35
13.995,-153.36
13.995,-153.29
13.995,-153.28
13.995,-153.31
13.996,-153.24
13.996,-153.25
13.996,-153.25
13.997,-153.24
13.997,-153.28
13.997,-153.24
13.997,-153.28
13.997,-153.21
13.998,-153.22
13.998,-153.23
13.998,-153.3
13.998,-153.25
13.999,-153.25
13.999,-153.2
13.999,-153.22
13.999,-153.2
14,-153.2
14,-153.16
14,-153.16
14,-153.22
14.001,-153.23
14.001,-153.13
14.001,-153.1
14.002,-153.11
14.002,-153.12
14.002,-153.12
14.002,-153.13
14.002,-153.14
14.003,-153.15
14.003,-153.16
14.003,-153.18
14.004,-153.15
14.004,-153.14
14.004,-153.12
14.004,-153.1
14.004,-153.08
14.005,-153.07
14.005,-153.06
14.006,-153.07
14.006,-153.07
14.006,-153.13
14.006,-153.09
14.006,-153.06
14.007,-153.05
14.007,-153.06
14.007,-153.05
14.008,-153.03
14.008,-152.99
14.008,-152.98
14.009,-152.96
14.009,-153.04
14.009,-153.01
14.009,-152.97
14.01,-152.99
14.01,-153.03
14.01,-152.99
14.01,-152.97
14.011,-152.95
14.011,-152.95
14.011,-153.01
14.011,-152.95
14.011,-152.98
14.012,-153.01
14.012,-152.99
14.012,-152.97
14.012,-152.94
14.013,-152.97
14.013,-152.93
14.013,-152.89
14.014,-152.84
14.014,-152.78
14.015,-152.75
14.016,-152.95
14.016,-152.99
14.017,-152.8
14.017,-152.76
14.018,-152.92
14.018,-152.94
14.018,-152.68
14.019,-152.79
14.019,-152.83
14.02,-152.78
14.02,-152.74
14.02,-152.76
14.02,-152.73
14.021,-152.74
14.021,-152.75
14.021,-152.78
14.021,-152.84
14.022,-152.75
14.022,-152.7
14.022,-152.71
14.023,-152.71
14.023,-152.72
14.023,-152.74
14.023,-152.78
14.024,-152.72
14.024,-152.66
14.024,-152.69
14.025,-152.64
14.025,-152.66
14.025,-152.68
14.026,-152.67
14.026,-152.67
14.026,-152.68
14.026,-152.65
14.027,-152.64
14.027,-152.59
14.027,-152.6
14.028,-152.57
14.028,-152.58
14.028,-152.58
14.028,-152.61
14.028,-152.57
14.029,-152.57
14.029,-152.58
14.029,-152.59
14.03,-152.61
14.03,-152.58
14.03,-152.55
14.031,-152.51
14.031,-152.46
14.032,-152.41
14.032,-152.65
14.033,-152.53
14.033,-152.53
14.033,-152.53
14.033,-152.51
14.034,-152.48
14.034,-152.44
14.035,-152.39
14.035,-152.41
14.036,-152.53
14.036,-152.54
14.036,-152.42
14.037,-152.4
14.037,-152.41
14.037,-152.43
14.037,-152.45
14.038,-152.49
14.038,-152.5
14.039,-152.3
14.039,-152.28
14.04,-152.37
14.04,-152.43
14.041,-152.3
14.041,-152.31
14.041,-152.33
14.042,-152.36
14.042,-152.32
14.043,-152.25
14.043,-152.28
14.044,-152.42
14.044,-152.42
14.045,-152.25
14.045,-152.19
14.045,-152.32
14.046,-152.28
14.046,-152.25
14.047,-152.17
14.047,-152.12
14.047,-152.24
14.047,-152.26
14.048,-152.23
14.048,-152.2
14.048,-152.21
14.048,-152.21
14.049,-152.18
14.049,-152.16
14.049,-152.1
14.049,-152.1
14.05,-152.1
14.05,-152.11
14.05,-152.12
14.05,-152.12
14.051,-152.13
14.051,-152.15
14.051,-152.17
14.052,-152.2
14.052,-152.02
14.052,-151.96
14.053,-152.27
14.054,-152.3
14.054,-151.94
14.055,-151.84
14.055,-152.05
14.055,-152.08
14.056,-152.1
14.057,-151.9
14.057,-151.89
14.057,-152.02
14.057,-152.05
14.058,-151.88
14.058,-151.84
14.058,-152.02
14.059,-152.05
14.059,-151.84
14.06,-151.88
14.06,-151.94
14.06,-151.91
14.06,-151.9
14.061,-151.91
14.061,-151.92
14.061,-151.95
14.061,-151.87
14.062,-151.88
14.062,-151.86
14.063,-151.81
14.063,-151.8
14.065,-151.8
14.066,-151.75
14.067,-151.71
14.068,-151.71
14.069,-151.71
14.069,-151.66
14.07,-151.61
14.071,-151.62
14.071,-151.62
14.071,-151.63
14.071,-151.65
14.072,-151.7
14.072,-151.68
14.072,-151.67
14.072,-151.62
14.073,-151.63
14.073,-151.58
14.073,-151.6
14.073,-151.56
14.074,-151.63
14.074,-151.54
14.075,-151.63
14.075,-151.6
14.075,-151.55
14.076,-151.53
14.076,-151.55
14.076,-151.53
14.076,-151.5
14.076,-151.49
14.077,-151.5
14.077,-151.5
14.077,-151.51
14.077,-151.53
14.078,-151.6
14.078,-151.56
14.078,-151.53
14.079,-151.5
14.079,-151.47
14.079,-151.44
14.079,-151.44
14.079,-151.45
14.08,-151.46
14.08,-151.49
14.08,-151.41
14.081,-151.38
14.081,-151.39
14.081,-151.4
14.081,-151.4
14.082,-151.41
14.082,-151.45
14.082,-151.45
14.082,-151.43
14.082,-151.33
14.083,-151.37
14.083,-151.37
14.083,-151.42
14.084,-151.35
14.084,-151.33
14.084,-151.33
14.084,-151.33
14.085,-151.34
14.085,-151.34
14.085,-151.35
14.085,-151.37
14.086,-151.4
14.086,-151.37
14.086,-151.32
14.086,-151.34
14.087,-151.33
14.087,-151.3
14.087,-151.24
14.088,-151.24
14.088,-151.25
14.088,-151.26
14.088,-151.26
14.089,-151.27
14.089,-151.28
14.089,-151.3
14.089,-151.33
14.09,-151.27
14.09,-151.23
14.09,-151.24
14.09,-151.18
14.091,-151.17
14.091,-151.17
14.091,-151.18
14.091,-151.19
14.092,-151.2
14.092,-151.2
14.092,-151.23
14.092,-151.19
14.093,-151.21
14.093,-151.23
14.094,-151.24
14.094,-151.25
14.095,-151.21
14.095,-151.18
14.095,-151.15
14.095,-151.11
14.096,-151.07
14.096,-151.08
14.096,-151.08
14.096,-151.09
14.097,-151.09
14.097,-151.12
14.097,-151.08
14.097,-151.11
14.098,-151.18
14.098,-151.11
14.099,-151.09
14.099,-151.08
14.099,-151.03
14.1,-151.01
14.1,-150.98
14.1,-150.99
14.1,-151.01
14.1,-151.01
14.101,-151.02
14.101,-151.03
14.101,-151.05
14.101,-151.02
14.102,-150.98
14.102,-150.93
14.103,-150.88
14.104,-150.87
14.104,-151.1
14.105,-151.12
14.105,-150.88
14.105,-150.84
14.106,-151.01
14.106,-151.01
14.106,-150.82
14.107,-150.83
14.107,-150.84
14.107,-150.85
14.107,-150.85
14.108,-150.86
14.108,-150.86
14.108,-150.88
14.108,-150.9
14.109,-150.83
14.109,-150.86
14.109,-150.92
14.11,-150.91
14.11,-150.89
14.11,-150.86
14.11,-150.79
14.111,-150.78
14.111,-150.79
14.111,-150.8
14.111,-150.79
14.112,-150.76
14.112,-150.76
14.112,-150.76
14.112,-150.83
14.112,-150.82
14.113,-150.8
14.113,-150.79
14.113,-150.78
14.114,-150.75
14.114,-150.7
14.114,-150.65
14.115,-150.84
14.115,-150.82
14.115,-150.77
14.116,-150.73
14.116,-150.69
14.116,-150.66
14.116,-150.67
14.117,-150.68
14.117,-150.68
14.117,-150.72
14.118,-150.63
14.118,-150.65
14.118,-150.64
14.118,-150.65
14.119,-150.65
14.119,-150.68
14.119,-150.65
14.12,-150.63
14.12,-150.6
14.12,-150.56
14.121,-150.57
14.121,-150.57
14.121,-150.58
14.122,-150.62
14.122,-150.52
14.122,-150.52
14.123,-150.53
14.123,-150.53
14.123,-150.54
14.123,-150.54
14.124,-150.57
14.124,-150.54
