pwr_ctr,az
9.5725,421.94
9.573,421.99
9.5734,421.9
9.574,421.89
9.5745,421.98
9.5749,422.04
9.5755,422
9.5758,422.01
9.5762,422
9.5767,422.07
9.5769,422.12
9.5774,422.06
9.5777,422.04
9.5781,422.12
9.5784,422.17
9.5789,422.11
9.5792,422.11
9.5798,422.22
9.5803,422.26
9.5806,422.21
9.5809,422.2
9.5815,422.26
9.5821,422.26
9.5829,422.32
9.5836,422.31
9.5841,422.37
9.5846,422.36
9.5852,422.42
9.5859,422.37
9.5862,422.36
9.5866,422.42
9.5868,422.47
9.5873,422.42
9.5876,422.47
9.5878,422.48
9.588,422.46
9.5883,422.5
9.5886,422.49
9.5889,422.52
9.5894,422.56
9.59,422.59
9.5905,422.64
9.5909,422.58
9.5912,422.57
9.5919,422.69
9.5923,422.74
9.5928,422.64
9.5934,422.63
9.5938,422.7
9.5941,422.75
9.5946,422.71
9.5948,422.7
9.5954,422.8
9.5958,422.85
9.5962,422.8
9.5965,422.79
9.5971,422.87
9.5974,422.87
9.5976,422.87
9.5978,422.87
9.598,422.88
9.5982,422.89
9.5984,422.89
9.5986,422.9
9.5989,422.91
9.5993,422.92
9.5996,422.93
9.6001,422.91
9.6005,423
9.6008,423
9.6011,423.01
9.6014,423.02
9.6016,423.02
9.6018,423.03
9.602,423.03
9.6023,423.02
9.6025,423.06
9.6028,423.07
9.6033,423.06
9.6038,423.11
9.6044,423.11
9.6051,423.16
9.6059,423.23
9.6066,423.17
9.6069,423.16
9.6075,423.27
9.6079,423.32
9.6084,423.26
9.6087,423.25
9.6093,423.3
9.61,423.36
9.6107,423.37
9.6111,423.36
9.6117,423.42
9.6123,423.42
9.6131,423.47
9.6139,423.52
9.6147,423.56
9.6149,423.53
9.6152,423.52
9.6154,423.52
9.6156,423.53
9.6158,423.54
9.616,423.55
9.6163,423.56
9.6164,423.57
9.6166,423.59
9.6168,423.57
9.6171,423.59
9.6174,423.6
9.6178,423.61
9.6183,423.63
9.6188,423.66
9.6193,423.73
9.6198,423.7
9.6202,423.74
9.6206,423.74
9.6208,423.75
9.621,423.73
9.6212,423.74
9.6214,423.75
9.6216,423.76
9.6218,423.77
9.6221,423.79
9.6225,423.84
9.6229,423.82
9.6231,423.81
9.6236,423.86
9.6238,423.89
9.6244,423.91
9.6246,423.92
9.6249,423.92
9.6251,423.92
9.6253,423.93
9.6255,423.94
9.6258,423.94
9.6262,423.95
9.6266,423.94
9.6271,423.97
9.6276,424
9.6281,424.05
9.6286,424.09
9.629,424.06
9.6294,424.05
9.6297,424.06
9.6299,424.07
9.6301,424.1
9.6302,424.13
9.6304,424.13
9.6306,424.14
9.6308,424.14
9.631,424.15
9.6311,424.15
9.6313,424.16
9.6316,424.14
9.6319,424.15
9.6322,424.17
9.6324,424.18
9.6326,424.22
9.6329,424.22
9.6331,424.23
9.6335,424.22
9.6339,424.27
9.6344,424.29
9.6349,424.3
9.6355,424.33
9.6362,424.32
9.6366,424.35
9.6369,424.4
9.6376,424.4
9.6381,424.39
9.6384,424.41
9.6387,424.46
9.6392,424.47
9.6397,424.48
9.6403,424.49
9.6406,424.5
9.6408,424.51
9.641,424.52
9.6412,424.53
9.6415,424.55
9.6418,424.56
9.6421,424.55
9.6425,424.6
9.6428,424.62
9.6433,424.64
9.6438,424.67
9.6444,424.68
9.645,424.67
9.6453,424.72
9.6458,424.72
9.646,424.72
9.6465,424.73
9.6467,424.75
9.6469,424.78
9.6471,424.75
9.6474,424.76
9.6476,424.77
9.6478,424.78
9.648,424.79
9.6483,424.79
9.6486,424.8
9.649,424.84
9.6494,424.87
9.6497,424.85
9.6499,424.86
9.6501,424.87
9.6503,424.87
9.6504,424.88
9.6506,424.89
9.6508,424.9
9.6511,424.93
9.6515,424.94
9.652,424.95
9.6522,424.96
9.6523,424.94
9.6525,424.96
9.6528,424.97
9.653,424.98
9.6532,425.02
9.6534,425
9.6537,425.04
9.654,425.05
9.6544,425.04
9.6548,425.09
9.6553,425.03
9.6555,425.05
9.6557,425.07
9.6559,425.08
9.656,425.09
9.6562,425.1
9.6564,425.11
9.6566,425.14
9.6568,425.13
9.657,425.16
9.6573,425.15
9.6577,425.18
9.6581,425.2
9.6587,425.23
9.6592,425.27
9.6596,425.25
9.66,425.24
9.6604,425.3
9.6608,425.33
9.6613,425.34
9.6617,425.32
9.662,425.37
9.6623,425.37
9.6625,425.37
9.6626,425.38
9.6628,425.39
9.663,425.4
9.6632,425.4
9.6634,425.41
9.6636,425.42
9.6638,425.4
9.664,425.4
9.6643,425.42
9.6645,425.43
9.6647,425.46
9.6649,425.45
9.6652,425.48
9.6656,425.51
9.666,425.5
9.6666,425.56
9.6668,425.57
9.6671,425.55
9.6673,425.53
9.6675,425.55
9.6677,425.57
9.668,425.58
9.6684,425.58
9.6686,425.6
9.6688,425.61
9.6689,425.62
9.6692,425.6
9.6694,425.62
9.6696,425.63
9.6698,425.66
9.67,425.65
9.6702,425.68
9.6705,425.68
9.6708,425.66
9.6712,425.69
9.6715,425.7
9.6717,425.72
9.6719,425.75
9.6721,425.76
9.6724,425.76
9.6727,425.76
9.6731,425.76
9.6735,425.81
9.6739,425.8
9.6743,425.86
9.6749,425.84
9.6755,425.9
9.6761,425.9
9.6767,425.97
9.6774,425.9
9.6777,425.94
9.6779,425.98
9.6781,425.99
9.6783,425.99
9.6785,425.98
9.6787,426.01
9.6789,426.01
9.6793,426.02
9.6797,426.03
9.6802,426.04
9.6807,426.06
9.6812,426.1
9.6818,426.18
9.6822,426.19
9.6829,426.1
9.6835,426.13
9.6838,426.21
9.6841,426.26
9.6844,426.25
9.6847,426.23
9.6851,426.24
9.6854,426.28
9.6856,426.29
9.6858,426.29
9.686,426.3
9.6862,426.31
9.6864,426.32
9.6866,426.33
9.6868,426.31
9.6871,426.35
9.6875,426.35
9.6879,426.36
9.6882,426.36
9.6884,426.39
9.6886,426.38
9.6888,426.42
9.6891,426.43
9.6894,426.41
9.6898,426.45
9.6901,426.47
9.6906,426.47
9.691,426.49
9.6914,426.48
9.6916,426.51
9.692,426.56
9.6923,426.54
9.6927,426.55
9.693,426.57
9.6933,426.62
9.6936,426.58
9.6938,426.59
9.694,426.6
9.6942,426.61
9.6944,426.61
9.6946,426.62
9.6949,426.63
9.6952,426.65
9.6957,426.66
9.6961,426.69
9.6966,426.71
9.6971,426.72
9.6976,426.75
9.698,426.78
9.6984,426.79
9.6987,426.81
9.6993,426.8
9.6998,426.82
9.7002,426.86
9.7007,426.88
9.7011,426.92
9.702,426.94
9.7028,426.94
9.7032,426.94
9.7037,426.96
9.7042,427.02
9.7049,427.05
9.7054,427.05
9.7059,427.04
9.7062,427.08
9.7068,427.11
9.7071,427.13
9.7075,427.12
9.7078,427.15
9.7082,427.16
9.7084,427.16
9.7086,427.16
9.7089,427.15
9.7091,427.17
9.7094,427.2
9.7097,427.23
9.7102,427.27
9.7108,427.27
9.7113,427.22
9.7116,427.24
9.712,427.25
9.7124,427.34
9.7127,427.37
9.7132,427.31
9.7135,427.31
9.7142,427.41
9.7146,427.47
9.7152,427.39
9.7157,427.37
9.7161,427.45
9.7164,427.51
9.717,427.53
9.7175,427.46
9.718,427.49
9.7186,427.58
9.719,427.59
9.7195,427.61
9.7201,427.59
9.7203,427.58
9.7207,427.65
9.7211,427.66
9.7214,427.67
9.7216,427.67
9.7217,427.68
9.7219,427.69
9.7221,427.69
9.7223,427.7
9.7225,427.68
9.7227,427.69
9.7231,427.7
9.7234,427.71
9.7238,427.72
9.724,427.78
9.7243,427.78
9.7244,427.79
9.7246,427.8
9.7248,427.8
9.725,427.81
9.7252,427.81
9.7254,427.82
9.7256,427.82
9.726,427.83
9.7263,427.84
9.7268,427.86
9.7272,427.92
9.7275,427.9
9.7277,427.87
9.728,427.9
9.7282,427.9
9.7283,427.91
9.7285,427.92
9.7287,427.92
9.7289,427.93
9.7292,427.95
9.7295,427.97
9.7299,427.98
9.7301,427.99
9.7303,428
9.7306,428
9.7308,428.04
9.7311,428.05
9.7313,428.04
9.7314,428.04
9.7316,428.04
9.7318,428.05
9.732,428.05
9.7321,428.06
9.7323,428.06
9.7326,428.07
9.7329,428.1
9.7332,428.13
9.7337,428.14
9.7342,428.17
9.7348,428.22
9.7354,428.24
9.7361,428.19
9.7364,428.22
9.7369,428.24
9.7375,428.35
9.7379,428.35
9.7382,428.3
9.7385,428.34
9.7392,428.36
9.7399,428.36
9.7408,428.33
9.7411,428.37
9.7413,428.43
9.7416,428.46
9.742,428.42
9.7422,428.45
9.7424,428.46
9.7426,428.48
9.7427,428.49
9.7429,428.5
9.7431,428.51
9.7434,428.5
9.7437,428.5
9.7441,428.51
9.7445,428.53
9.7449,428.55
9.7454,428.6
9.7459,428.66
9.7463,428.63
9.7466,428.62
9.7468,428.65
9.7472,428.68
9.7474,428.68
9.7478,428.66
9.7481,428.7
9.7488,428.76
9.7492,428.75
9.7495,428.75
9.7498,428.75
9.7501,428.78
9.7505,428.79
9.751,428.82
9.7512,428.8
9.7515,428.81
9.7517,428.83
9.752,428.84
9.7522,428.84
9.7524,428.85
9.7526,428.86
9.7528,428.86
9.753,428.87
9.7532,428.9
9.7535,428.9
9.7538,428.94
9.7542,428.92
9.7544,428.92
9.7546,428.93
9.7548,428.94
9.755,428.95
9.7552,428.98
9.7554,428.97
9.7557,429.01
9.756,429.02
9.7565,429.02
9.757,429.06
9.7575,429.08
9.7582,429.09
9.7589,429.17
9.7591,429.14
9.7594,429.15
9.7597,429.16
9.7599,429.17
9.7601,429.17
9.7603,429.18
9.7605,429.16
9.7606,429.17
9.7609,429.17
9.7612,429.18
9.7615,429.2
9.7617,429.23
9.762,429.25
9.7622,429.25
9.7624,429.26
9.7626,429.27
9.7628,429.28
9.763,429.27
9.7632,429.27
9.7635,429.28
9.7637,429.29
9.7639,429.31
9.7641,429.32
9.7643,429.34
9.7646,429.37
9.765,429.37
9.7655,429.4
9.766,429.34
9.7663,429.36
9.7666,429.44
9.7668,429.44
9.767,429.44
9.7672,429.42
9.7674,429.43
9.7676,429.47
9.7677,429.47
9.7679,429.48
9.7681,429.48
9.7683,429.48
9.7685,429.49
9.7687,429.49
9.7688,429.5
9.769,429.5
9.7692,429.5
9.7694,429.54
9.7696,429.53
9.77,429.57
9.7704,429.58
9.7709,429.58
9.7715,429.64
9.7721,429.62
9.7723,429.63
9.7725,429.67
9.7729,429.66
9.7733,429.67
9.7736,429.68
9.7738,429.69
9.774,429.7
9.7742,429.72
9.7744,429.72
9.7747,429.74
9.7749,429.75
9.7751,429.76
9.7752,429.75
9.7754,429.78
9.7757,429.77
9.7759,429.78
9.7763,429.79
9.7767,429.77
9.7769,429.8
9.7771,429.82
9.7773,429.83
9.7775,429.84
9.7777,429.84
9.7779,429.85
9.7781,429.87
9.7784,429.88
9.7788,429.9
9.7792,429.93
9.7794,429.92
9.7795,429.92
9.7797,429.93
9.78,429.94
9.7802,429.94
9.7804,429.95
9.7806,429.97
9.7807,429.98
9.781,429.98
9.7813,429.98
9.7817,430.01
9.7821,430.04
9.7825,430.05
9.7829,430.06
9.7834,430.1
9.7839,430.11
9.7844,430.14
9.785,430.16
9.7856,430.19
9.7862,430.21
9.7869,430.14
9.7872,430.2
9.7874,430.23
9.7876,430.24
9.7879,430.25
9.788,430.26
9.7882,430.27
9.7884,430.27
9.7886,430.29
9.7889,430.32
9.7892,430.34
9.7896,430.37
9.7901,430.36
9.7903,430.35
9.7905,430.35
9.7906,430.36
9.7908,430.38
9.7911,430.38
9.7915,430.4
9.7919,430.45
9.7924,430.46
9.7929,430.48
9.7934,430.5
9.7938,430.5
9.7941,430.51
9.7943,430.53
9.7945,430.54
9.7947,430.53
9.795,430.54
9.7952,430.54
9.7954,430.54
9.7955,430.55
9.7958,430.55
9.7961,430.58
9.7965,430.6
9.7967,430.6
9.7968,430.61
9.797,430.62
9.7972,430.63
9.7974,430.64
9.7975,430.65
9.7977,430.66
9.7979,430.65
9.7981,430.65
9.7984,430.66
9.7987,430.69
9.7991,430.72
9.7995,430.75
9.8,430.78
9.8005,430.81
9.8009,430.79
9.8013,430.77
9.8015,430.79
9.8017,430.82
9.8019,430.83
9.8021,430.81
9.8022,430.81
9.8024,430.84
9.8026,430.84
9.8029,430.87
9.8032,430.88
9.8037,430.88
9.804,430.89
9.8042,430.9
9.8045,430.92
9.8047,430.93
9.8051,430.94
9.8055,430.95
9.806,430.96
9.8066,430.97
9.8072,431.01
9.8078,431.11
9.8082,431.13
9.8088,431.03
9.8094,431.07
9.8097,431.14
9.81,431.15
9.8103,431.11
9.8105,431.14
9.8108,431.19
9.811,431.18
9.8112,431.18
9.8114,431.18
9.8117,431.22
9.8121,431.22
9.8125,431.23
9.813,431.25
9.8135,431.26
9.814,431.29
9.8144,431.35
9.8146,431.36
9.8152,431.29
9.8156,431.32
9.8162,431.43
9.8165,431.44
9.8171,431.44
9.8177,431.42
9.8179,431.45
9.8181,431.46
9.8183,431.46
9.8185,431.47
9.8187,431.48
9.8189,431.49
9.8192,431.5
9.8194,431.5
9.8195,431.52
9.8197,431.52
9.82,431.55
9.8203,431.57
9.8207,431.6
9.8212,431.63
9.8217,431.65
9.8222,431.6
9.8226,431.63
9.8232,431.71
9.8235,431.71
9.8239,431.69
9.8243,431.71
9.8246,431.73
9.8249,431.75
9.8253,431.75
9.8256,431.78
9.8261,431.79
9.8263,431.79
9.8267,431.8
9.8269,431.85
9.8276,431.86
9.828,431.85
9.8283,431.89
9.8286,431.86
9.8287,431.87
9.8289,431.88
9.8291,431.9
9.8293,431.91
9.8295,431.92
9.8296,431.93
9.8298,431.94
9.83,431.96
9.8302,431.96
9.8305,431.97
9.8308,431.95
9.831,431.98
9.8312,431.99
9.8314,431.98
9.8316,432.01
9.832,432.04
9.8324,432.08
9.8326,432.06
9.8328,432.06
9.833,432.06
9.8332,432.07
9.8334,432.07
9.8336,432.08
9.8338,432.1
9.834,432.09
9.8342,432.1
9.8345,432.12
9.8349,432.15
9.8353,432.16
9.8357,432.16
9.8359,432.18
9.836,432.17
9.8363,432.2
9.8366,432.22
9.837,432.23
9.8375,432.24
9.8381,432.29
9.8387,432.3
9.8394,432.33
9.8401,432.35
9.8406,432.34
9.8408,432.37
9.8411,432.39
9.8413,432.4
9.8416,432.41
9.8418,432.42
9.842,432.43
9.8422,432.42
9.8423,432.42
9.8425,432.42
9.8428,432.43
9.843,432.45
9.8432,432.47
9.8434,432.47
9.8436,432.49
9.8439,432.51
9.8443,432.54
9.8448,432.56
9.8453,432.57
9.8458,432.56
9.846,432.56
9.8462,432.56
9.8463,432.6
9.8466,432.6
9.8468,432.61
9.8471,432.62
9.8473,432.62
9.8475,432.62
9.8477,432.63
9.8478,432.65
9.8481,432.65
9.8484,432.68
9.8488,432.71
9.8493,432.73
9.8498,432.7
9.8501,432.73
9.8503,432.74
9.8505,432.74
9.8507,432.75
9.8509,432.78
9.8513,432.79
9.8515,432.8
9.8516,432.81
9.8518,432.8
9.852,432.81
9.8522,432.81
9.8524,432.82
9.8526,432.84
9.8528,432.86
9.8531,432.87
9.8535,432.9
9.8538,432.9
9.8541,432.91
9.8542,432.9
9.8544,432.91
9.8546,432.92
9.8548,432.94
9.855,432.95
9.8554,432.95
9.8556,432.96
9.8558,432.96
9.8561,432.96
9.8564,432.97
9.8567,433
9.8571,433.05
9.8575,433.05
9.858,433.02
9.8582,433.05
9.8586,433.1
9.8588,433.1
9.8592,433.08
9.8594,433.11
9.8598,433.15
9.86,433.16
9.8606,433.12
9.861,433.17
9.8613,433.17
9.8615,433.18
9.8617,433.19
9.8618,433.2
9.862,433.22
9.8622,433.23
9.8624,433.22
9.8626,433.24
9.8628,433.25
9.8632,433.26
9.8636,433.29
9.8641,433.31
9.8646,433.3
9.8648,433.32
9.865,433.33
9.8652,433.35
9.8654,433.36
9.8656,433.36
9.8659,433.37
9.8662,433.38
9.8664,433.4
9.8666,433.39
9.8669,433.42
9.8672,433.44
9.8676,433.47
9.8681,433.5
9.8686,433.5
9.8689,433.5
9.8691,433.51
9.8693,433.51
9.8695,433.51
9.8696,433.52
9.8698,433.52
9.87,433.52
9.8702,433.55
9.8703,433.54
9.8706,433.55
9.8709,433.56
9.8713,433.56
9.8717,433.57
9.8722,433.6
9.8727,433.71
9.8731,433.71
9.8734,433.64
9.8738,433.67
9.8742,433.74
9.8744,433.76
9.8751,433.67
9.8756,433.69
9.8759,433.79
9.8763,433.81
9.8768,433.76
9.877,433.79
9.8775,433.87
9.8778,433.9
9.8782,433.91
9.8787,433.83
9.8791,433.86
9.8797,433.96
9.8801,433.98
9.8806,433.94
9.8809,433.95
9.8813,433.97
9.8818,434.05
9.8821,434.07
9.8827,433.98
9.8832,434.01
9.8836,434.1
9.884,434.14
9.8847,434.16
9.8853,434.12
9.8855,434.15
9.8862,434.26
9.8866,434.27
9.8871,434.17
9.8877,434.21
9.8881,434.29
9.8885,434.31
9.889,434.27
9.8893,434.3
9.8898,434.37
9.8902,434.37
9.8905,434.38
9.8907,434.35
9.8909,434.37
9.8911,434.38
9.8913,434.39
9.8916,434.4
9.892,434.41
9.8924,434.42
9.8929,434.45
9.8934,434.49
9.8937,434.5
9.894,434.48
9.8943,434.51
9.8946,434.54
9.8948,434.54
9.8951,434.55
9.8953,434.53
9.8955,434.55
9.8957,434.56
9.8959,434.57
9.896,434.58
9.8962,434.59
9.8964,434.59
9.8966,434.6
9.8968,434.61
9.897,434.63
9.8972,434.63
9.8974,434.63
9.8976,434.64
9.8978,434.64
9.8979,434.64
9.8981,434.67
9.8983,434.67
9.8986,434.7
9.899,434.73
9.8995,434.76
9.9,434.8
9.9006,434.82
9.9011,434.73
9.9015,434.76
9.9028,434.84
9.9031,434.84
9.9034,434.88
9.9037,434.89
9.9039,434.9
9.9041,434.92
9.9043,434.91
9.9045,434.92
9.9048,434.92
9.9051,434.93
9.9055,434.95
9.9058,434.97
9.906,434.99
9.9063,435
9.9065,435.01
9.9067,435.02
9.9069,435.01
9.907,435.04
9.9073,435.04
9.9076,435.04
9.908,435.05
9.9084,435.08
9.9089,435.1
9.9095,435.18
9.9097,435.2
9.9104,435.1
9.9109,435.12
9.9113,435.21
9.9116,435.25
9.9121,435.29
9.9127,435.31
9.9131,435.31
9.9134,435.27
9.9136,435.3
9.9141,435.36
9.9144,435.37
9.9149,435.31
9.9153,435.34
9.9156,435.38
9.9158,435.39
9.916,435.4
9.9163,435.42
9.9166,435.43
9.9168,435.43
9.917,435.43
9.9172,435.44
9.9174,435.45
9.9176,435.45
9.9178,435.46
9.918,435.46
9.9182,435.48
9.9185,435.5
9.9188,435.51
9.919,435.52
9.9192,435.53
9.9194,435.52
9.9195,435.54
9.9198,435.54
9.92,435.55
9.9204,435.56
9.9206,435.57
9.9208,435.58
9.9211,435.6
9.9213,435.61
9.9214,435.62
9.9216,435.63
9.9218,435.62
9.9219,435.63
9.9222,435.63
9.9224,435.63
9.9228,435.66
9.923,435.67
9.9232,435.68
9.9234,435.71
9.9236,435.72
9.924,435.73
9.9244,435.74
9.9248,435.72
9.9249,435.75
9.9254,435.83
9.9258,435.83
9.9262,435.8
9.9265,435.82
9.9273,435.84
9.9282,435.87
9.9286,435.92
9.9288,435.92
9.9292,435.91
9.9294,435.93
9.9297,435.97
9.9299,435.97
9.9302,435.95
9.9304,435.98
9.9308,436
9.931,436.01
9.9312,436.02
9.9314,436.02
9.9316,436.03
9.9318,436.03
9.9319,436.04
9.9321,436.04
9.9323,436.06
9.9325,436.06
9.9327,436.07
9.9331,436.08
9.9335,436.08
9.934,436.09
9.9345,436.14
9.9348,436.16
9.935,436.18
9.9352,436.18
9.9355,436.18
9.9358,436.19
9.9362,436.2
9.9367,436.21
9.9372,436.24
9.9377,436.34
9.9381,436.36
9.9386,436.27
9.9391,436.3
9.9394,436.35
9.9396,436.35
9.9398,436.37
9.9401,436.39
9.9405,436.42
9.9409,436.44
9.9414,436.45
9.9416,436.45
9.9418,436.45
9.942,436.46
9.9422,436.46
9.9423,436.47
9.9425,436.47
9.9428,436.48
9.9431,436.48
9.9434,436.51
9.9438,436.57
9.9441,436.56
9.9443,436.56
9.9445,436.56
9.9447,436.57
9.9449,436.57
9.945,436.58
9.9452,436.58
9.9454,436.58
9.9457,436.59
9.946,436.6
9.9463,436.63
9.9465,436.64
9.9467,436.66
9.9469,436.66
9.9471,436.69
9.9475,436.69
9.9479,436.72
9.9484,436.73
9.949,436.77
9.9496,436.79
9.9503,436.81
9.9509,436.86
9.9516,436.88
9.9524,436.9
9.9533,436.97
9.9541,436.97
9.9548,437
9.9555,436.99
9.9558,437.02
9.956,437.05
9.9563,437.06
9.9567,437.07
9.9572,437.07
9.9577,437.08
9.9579,437.1
9.9581,437.11
9.9584,437.12
9.9585,437.12
9.9587,437.13
9.9589,437.14
9.959,437.15
9.9592,437.16
9.9594,437.18
9.9597,437.19
9.96,437.19
9.9602,437.2
9.9604,437.2
9.9606,437.22
9.9608,437.24
9.9611,437.27
9.9615,437.3
9.9619,437.34
9.9624,437.35
9.963,437.27
9.9633,437.28
9.9638,437.37
9.9641,437.43
9.9648,437.45
9.9651,437.44
9.9653,437.42
9.9655,437.42
9.9658,437.45
9.9659,437.48
9.9663,437.46
9.9665,437.45
9.967,437.5
9.9672,437.55
9.9678,437.49
9.9682,437.49
9.9686,437.58
9.969,437.63
9.9697,437.58
9.9701,437.58
9.9707,437.69
9.9714,437.72
9.9717,437.7
9.9721,437.72
9.9729,437.77
9.9738,437.74
9.974,437.76
9.9743,437.78
9.9745,437.8
9.9746,437.8
9.9748,437.81
9.975,437.82
9.9752,437.83
9.9753,437.83
9.9755,437.85
9.9757,437.85
9.9761,437.86
9.9765,437.87
9.977,437.88
9.9775,437.9
9.978,437.94
9.9784,438
9.9788,438
9.9791,437.98
9.9794,438.01
9.9799,438.06
9.9802,438.05
9.9805,438.05
9.9808,438.07
9.9811,438.09
9.9812,438.09
9.9816,438.09
9.9818,438.11
9.982,438.12
9.9822,438.13
9.9824,438.14
9.9826,438.15
9.9828,438.16
9.983,438.15
9.9832,438.15
9.9835,438.16
9.9837,438.17
9.9839,438.18
9.984,438.2
9.9843,438.22
9.9845,438.23
9.9847,438.24
9.9849,438.23
9.9851,438.25
9.9853,438.26
9.9856,438.27
9.986,438.29
9.9865,438.31
9.9869,438.33
9.9871,438.33
9.9873,438.34
9.9875,438.35
9.9877,438.36
9.9879,438.37
9.9881,438.38
9.9883,438.4
9.9886,438.39
9.989,438.39
9.9892,438.4
9.9894,438.44
9.9895,438.43
9.9897,438.45
9.9899,438.44
9.9902,438.46
9.9905,438.49
9.9909,438.5
9.9914,438.51
9.9919,438.5
9.9921,438.52
9.9922,438.54
9.9925,438.56
9.9927,438.58
9.993,438.59
9.9934,438.61
9.9938,438.62
9.9942,438.67
9.9945,438.65
9.9947,438.65
9.9949,438.66
9.995,438.67
9.9952,438.68
9.9954,438.68
9.9955,438.69
9.9957,438.68
9.996,438.68
9.9963,438.7
9.9965,438.71
9.9967,438.73
9.9969,438.75
9.9971,438.74
9.9973,438.77
9.9977,438.78
9.9981,438.78
9.9986,438.82
9.9988,438.83
9.9991,438.82
9.9994,438.82
9.9996,438.84
9.9997,438.85
9.9999,438.86
10,438.88
10,438.87
10,438.9
10.001,438.9
10.001,438.92
10.002,438.98
10.002,438.91
10.002,438.93
10.003,439
10.003,439.01
10.003,439.01
10.003,439.02
10.003,439.02
10.004,439.03
10.004,439.03
10.004,439.04
10.004,439.04
10.005,439.04
10.005,439.12
10.005,439.13
10.006,439.13
10.006,439.13
10.006,439.14
10.006,439.15
10.007,439.15
10.007,439.15
10.007,439.15
10.007,439.15
10.007,439.17
10.008,439.18
10.008,439.2
10.008,439.23
10.008,439.25
10.009,439.27
10.009,439.28
10.009,439.28
10.01,439.28
10.01,439.27
10.01,439.29
10.01,439.3
10.01,439.3
10.011,439.32
10.011,439.36
10.012,439.39
10.012,439.43
10.013,439.37
10.013,439.37
10.013,439.5
10.014,439.53
10.014,439.48
10.014,439.48
10.015,439.54
10.016,439.54
10.016,439.6
10.017,439.61
10.018,439.62
10.018,439.66
10.019,439.72
10.02,439.73
10.021,439.74
10.021,439.79
10.022,439.85
10.023,439.86
10.024,439.87
10.025,439.93
10.025,440
10.026,440.01
10.027,440.02
10.028,440.09
10.029,440.25
10.03,440.2
10.03,440.13
10.03,440.16
10.03,440.15
10.031,440.15
10.031,440.16
10.031,440.2
10.032,440.21
10.032,440.21
10.032,440.22
10.032,440.23
10.032,440.24
10.032,440.24
10.033,440.25
10.033,440.25
10.033,440.24
10.033,440.28
10.034,440.28
10.034,440.3
10.034,440.3
10.034,440.31
10.035,440.31
10.035,440.32
10.035,440.4
10.035,440.36
10.036,440.37
10.036,440.37
10.036,440.39
10.036,440.4
10.036,440.41
10.037,440.42
10.037,440.42
10.037,440.43
10.037,440.42
10.038,440.43
10.038,440.45
10.038,440.45
10.038,440.46
10.038,440.5
10.039,440.52
10.039,440.53
10.039,440.54
10.039,440.54
10.04,440.52
10.04,440.53
10.04,440.55
10.04,440.55
10.04,440.56
10.041,440.57
10.041,440.59
10.041,440.63
10.042,440.63
10.042,440.63
10.042,440.63
10.042,440.65
10.043,440.67
10.043,440.68
10.043,440.68
10.043,440.69
10.044,440.7
10.044,440.7
10.044,440.72
10.044,440.74
10.045,440.76
10.045,440.77
10.046,440.77
10.046,440.8
10.046,440.82
10.046,440.84
10.047,440.85
10.047,440.86
10.048,440.88
10.048,440.89
10.049,440.96
10.049,440.96
10.049,440.95
10.05,440.97
10.05,440.98
10.051,440.99
10.051,440.98
10.052,441.06
10.052,441.07
10.052,441.08
10.052,441.08
10.052,441.09
10.053,441.09
10.053,441.09
10.053,441.1
10.053,441.1
10.053,441.09
10.053,441.13
10.054,441.12
10.054,441.16
10.055,441.2
10.055,441.21
10.056,441.15
10.056,441.15
10.056,441.29
10.057,441.28
10.057,441.25
10.057,441.3
10.058,441.3
10.058,441.31
10.058,441.32
10.058,441.33
10.058,441.32
10.058,441.32
10.059,441.32
10.059,441.37
10.059,441.36
10.059,441.37
10.06,441.38
10.06,441.39
10.06,441.41
10.06,441.39
10.06,441.41
10.061,441.42
10.061,441.44
10.061,441.47
10.062,441.47
10.062,441.49
10.062,441.5
10.063,441.51
10.063,441.51
10.063,441.52
10.063,441.53
10.064,441.53
10.064,441.54
10.064,441.55
10.064,441.57
10.064,441.58
10.065,441.6
10.065,441.61
10.065,441.61
10.065,441.61
10.065,441.62
10.066,441.63
10.066,441.63
10.066,441.65
10.066,441.65
10.066,441.67
10.067,441.67
10.067,441.71
10.067,441.71
10.068,441.73
10.068,441.77
10.069,441.78
10.069,441.87
10.07,441.83
10.07,441.83
10.07,441.84
10.07,441.84
10.07,441.85
10.071,441.85
10.071,441.86
10.071,441.86
10.071,441.85
10.072,441.89
10.072,441.89
10.072,441.91
10.072,441.92
10.073,441.93
10.073,441.93
10.073,441.94
10.073,441.98
10.074,441.98
10.074,442
10.075,442.03
10.075,442.06
10.076,442.11
10.076,442.07
10.077,442.07
10.077,442.13
10.077,442.14
10.077,442.14
10.078,442.15
10.078,442.16
10.078,442.16
10.078,442.17
10.078,442.17
10.079,442.16
10.079,442.16
10.079,442.21
10.079,442.21
10.079,442.22
10.08,442.23
10.08,442.24
10.08,442.25
10.08,442.26
10.081,442.27
10.081,442.27
10.081,442.28
10.081,442.29
10.081,442.31
10.082,442.3
10.082,442.33
10.082,442.34
10.082,442.34
10.083,442.36
10.083,442.38
10.084,442.4
10.084,442.45
10.085,442.45
10.085,442.45
10.085,442.46
10.085,442.47
10.085,442.48
10.086,442.48
10.086,442.51
10.086,442.52
10.087,442.52
10.087,442.56
10.088,442.55
10.088,442.59
10.088,442.61
10.089,442.61
10.089,442.62
10.089,442.64
10.089,442.64
