Packet #,Checksum Status,Output Checksum,magic1,magic2,state,typeID,PAD,PAD,pwr_ctr,flight_ctr,checksum,magic3,temp,current,voltage,charge,is_charging,PAD,PAD,Packet (hex)
247522,OK,420500971,43690,170,14,11,0,0,36665227587,381155896,420500971,3435973836,240,15036,45,0,f000bc3a2d000000aaaaaa0e0b00000043f96a890800000038fab71600000000eb551019cccccccc,,,
247888,OK,646779915,43690,170,14,11,0,0,36666276392,382204701,646779915,3435973836,234,15032,45,0,ea00b83a2d000000aaaaaa0e0b00000028fa7a89080000001dfbc716000000000b148d26cccccccc,,,
248256,OK,4175747590,43690,170,14,11,0,0,36667329302,383257611,4175747590,3435973836,227,15036,45,0,e300bc3a2d000000aaaaaa0e0b000000160b8b89080000000b0cd8160000000006dae4f8cccccccc,,,
248634,OK,3414306070,43690,170,14,11,0,0,36668386573,384314882,3414306070,3435973836,227,15036,45,0,e300bc3a2d000000aaaaaa0e0b0000000d2d9b8908000000022ee81600000000162d82cbcccccccc,,,
249012,OK,618603777,43690,170,14,11,0,0,36669434418,385362727,618603777,3435973836,227,15040,45,0,e300c03a2d000000aaaaaa0e0b000000322aab8908000000272bf816000000000125df24cccccccc,,,
249390,OK,3009080522,43690,170,14,11,0,0,36670487815,386416124,3009080522,3435973836,239,15036,45,0,ef00bc3a2d000000aaaaaa0e0b000000073dbb8908000000fc3d081700000000caec5ab3cccccccc,,,
249742,OK,1199964444,43690,170,14,11,0,0,36671542618,387470927,1199964444,3435973836,235,15032,45,0,eb00b83a2d000000aaaaaa0e0b0000005a55cb89080000004f561817000000001c018647cccccccc,,,
250131,OK,2222944612,43690,170,14,11,0,0,36672591528,388519837,2222944612,3435973836,222,15036,45,0,de00bc3a2d000000aaaaaa0e0b000000a856db89080000009d5728170000000064717f84cccccccc,,,
250527,OK,3707589559,43690,170,14,11,0,0,36673642830,389571139,3707589559,3435973836,220,15040,45,0,dc00c03a2d000000aaaaaa0e0b0000004e61eb89080000004362381700000000b753fddccccccccc,,,
250906,OK,2503782009,43690,170,14,11,0,0,36674692740,390621050,2503782009,3435973836,221,15040,45,0,dd00c03a2d000000aaaaaa0e0b0000008466fb89080000007a6748170000000079ae3c95cccccccc,,,
251283,OK,3591183674,43690,170,14,11,0,0,36675745070,391673379,3591183674,3435973836,226,15024,45,0,e200b03a2d000000aaaaaa0e0b0000002e750b8a0800000023765817000000003a1d0dd6cccccccc,,,
251669,OK,3578330965,43690,170,14,11,0,0,36676793067,392721376,3578330965,3435973836,221,15004,45,0,dd009c3a2d000000aaaaaa0e0b000000eb721b8a08000000e07368170000000055ff48d5cccccccc,,,
252058,OK,1825690608,43690,170,14,11,0,0,36677842376,393770685,1825690608,3435973836,220,15028,45,0,dc00b43a2d000000aaaaaa0e0b000000c8752b8a08000000bd76781700000000f0d3d16ccccccccc,,,
252445,OK,2007820626,43690,170,14,11,0,0,36678892936,394821245,2007820626,3435973836,219,15040,45,0,db00c03a2d000000aaaaaa0e0b000000887d3b8a080000007d7e88170000000052e9ac77cccccccc,,,
252835,OK,1181277587,43690,170,14,11,0,0,36679944385,395872694,1181277587,3435973836,234,15040,45,0,ea00c03a2d000000aaaaaa0e0b000000c1884b8a08000000b68998170000000093dd6846cccccccc,,,
253224,OK,4002790952,43690,170,14,11,0,0,36680993876,396922185,4002790952,3435973836,227,15036,45,0,e300bc3a2d000000aaaaaa0e0b000000548c5b8a08000000498da8170000000028be95eecccccccc,,,
253610,OK,3268481577,43690,170,14,11,0,0,36682044802,397973111,3268481577,3435973836,219,15040,45,0,db00c03a2d000000aaaaaa0e0b00000082956b8a080000007796b817000000002912d1c2cccccccc,,,
254000,OK,3994760488,43690,170,14,11,0,0,36683100062,399028371,3994760488,3435973836,219,15040,45,0,db00c03a2d000000aaaaaa0e0b0000009eaf7b8a0800000093b0c8170000000028351beecccccccc,,,
254386,OK,2722251203,43690,170,14,11,0,0,36684148883,400077192,2722251203,3435973836,220,15040,45,0,dc00c03a2d000000aaaaaa0e0b00000093b08b8a0800000088b1d81700000000c34142a2cccccccc,,,
254773,OK,3117438998,43690,170,14,11,0,0,36685199169,401127478,3117438998,3435973836,233,15040,45,0,e900c03a2d000000aaaaaa0e0b00000041b79b8a0800000036b8e817000000001658d0b9cccccccc,,,
255160,OK,1553037507,43690,170,14,11,0,0,36686248843,402177152,1553037507,3435973836,227,15032,45,0,e300b83a2d000000aaaaaa0e0b0000008bbbab8a0800000080bcf81700000000c378915ccccccccc,,,
255547,OK,1288521094,43690,170,14,11,0,0,36687296475,403224784,1288521094,3435973836,220,15040,45,0,dc00c03a2d000000aaaaaa0e0b000000dbb7bb8a08000000d0b80818000000008645cd4ccccccccc,,,
255910,OK,4104215013,43690,170,14,11,0,0,36688346426,404274735,4104215013,3435973836,219,15040,45,0,db00c03a2d000000aaaaaa0e0b0000003abdcb8a080000002fbe181800000000e559a1f4cccccccc,,,
256293,OK,2577161595,43690,170,14,11,0,0,36689394179,405322488,2577161595,3435973836,219,15036,45,0,db00bc3a2d000000aaaaaa0e0b00000003badb8a08000000f8ba2818000000007b5d9c99cccccccc,,,
256681,OK,3913793535,43690,170,14,11,0,0,36690442942,406371251,3913793535,3435973836,232,15040,45,0,e800c03a2d000000aaaaaa0e0b000000bebaeb8a08000000b3bb381800000000ffbf47e9cccccccc,,,
257074,OK,254862069,43690,170,14,11,0,0,36691487427,407415736,254862069,3435973836,228,15032,45,0,e400b83a2d000000aaaaaa0e0b000000c3aafb8a08000000b8ab481800000000f5e2300fcccccccc,,,
257445,OK,1891636606,43690,170,14,11,0,0,36692537167,408465476,1891636606,3435973836,219,15040,45,0,db00c03a2d000000aaaaaa0e0b0000004faf0b8b0800000044b05818000000007e15c070cccccccc,,,
257827,OK,3464092989,43690,170,14,11,0,0,36693584712,409513021,3464092989,3435973836,220,15040,45,0,dc00c03a2d000000aaaaaa0e0b00000048ab1b8b080000003dac6818000000003ddd79cecccccccc,,,
258231,OK,4044939239,43690,170,14,11,0,0,36694642597,410570906,4044939239,3435973836,219,15040,45,0,db00c03a2d000000aaaaaa0e0b000000a5cf2b8b080000009ad0781800000000e7df18f1cccccccc,,,
258616,OK,1486219280,43690,170,14,11,0,0,36695687601,411615910,1486219280,3435973836,235,15040,45,0,eb00c03a2d000000aaaaaa0e0b000000b1c13b8b08000000a6c288180000000010e89558cccccccc,,,
259009,OK,2520866458,43690,170,14,11,0,0,36696744451,412672760,2520866458,3435973836,228,15036,45,0,e400bc3a2d000000aaaaaa0e0b00000003e24b8b08000000f8e29818000000009a5e4196cccccccc,,,
259396,OK,2323794767,43690,170,14,11,0,0,36697791534,413719843,2323794767,3435973836,216,15032,45,0,d800b83a2d000000aaaaaa0e0b0000002edc5b8b0800000023dda818000000004f4b828acccccccc,,,
259792,OK,47397315,43690,170,14,11,0,0,36698847864,414776173,47397315,3435973836,218,15012,45,0,da00a43a2d000000aaaaaa0e0b00000078fa6b8b080000006dfbb81800000000c339d302cccccccc,,,
260184,OK,581132336,43690,170,14,11,0,0,36699901144,415829453,581132336,3435973836,234,15036,45,0,ea00bc3a2d000000aaaaaa0e0b000000d80c7c8b08000000cd0dc918000000003060a322cccccccc,,,
260573,OK,2447442514,43690,170,14,11,0,0,36700945482,416873791,2447442514,3435973836,225,15032,45,0,e100b83a2d000000aaaaaa0e0b0000004afc8b8b080000003ffdd818000000005202e191cccccccc,,,
260964,OK,2439559777,43690,170,14,11,0,0,36701996260,417924570,2439559777,3435973836,218,15040,45,0,da00c03a2d000000aaaaaa0e0b000000e4049c8b08000000da05e9180000000061ba6891cccccccc,,,
261355,OK,499771195,43690,170,14,11,0,0,36703041543,418969852,499771195,3435973836,219,15040,45,0,db00c03a2d000000aaaaaa0e0b00000007f8ab8b08000000fcf8f818000000003be7c91dcccccccc,,,
