Packet #,Checksum Status,Output Checksum,magic1,magic2,state,typeID,PAD,PAD,pwr_ctr,flight_ctr,checksum,magic3,latitude,longitude,height,northVel,eastVel,downVel,posAccuracy,year,month,day,hour,minute,second,numSatellites,fixQuality,PAD,PAD,PAD,Packet (hex)
144260,OK,1651701609,43690,170,12,5,0,0,36333362055,49290364,1651701609,3435973836,35.3421753,-117.7800387,13401221,-19036,48533,-15750,169,2022,4,23,16,24,49,31,3,0,0,0,df7f7566ccab414051877027ec715dc0857ccc00a4b5ffff95bd00007ac2ffffa9000000e60704171018311f03000000aaaaaa0c05000000871ba375080000007c1cf0020000000069f77262cccccccc
144606,OK,90568153,43690,170,12,5,0,0,36334414447,50342756,90568153,3435973836,35.342003,-117.7795071,13412051,-19247,48090,-5522,164,2022,4,23,16,24,50,30,3,0,0,0,23111ac1c6ab4140fc5fbf71e3715dc0d3a6cc00d1b4ffffdabb00006eeaffffa4000000e60704171018321e03000000aaaaaa0c050000006f2ab37508000000642b000300000000d9f56505cccccccc
144925,OK,2356504341,43690,170,12,5,0,0,36335459455,51387764,2356504341,3435973836,35.3418321,-117.7789798,13412981,-18837,47785,4396,166,2022,4,23,16,24,51,30,3,0,0,0,8b1c7d27c1ab4140a74f17ceda715dc075aacc006bb6ffffa9ba00002c110000a6000000e60704171018331e03000000aaaaaa0c050000007f1cc37508000000741d1003000000001567758ccccccccc
145274,OK,4130255432,43690,170,12,5,0,0,36336513982,52442291,4130255432,3435973836,35.3416641,-117.7784562,13403940,-18540,47723,13930,176,2022,4,23,16,24,52,30,3,0,0,0,cfdb33a6bbab41409417f439d2715dc02487cc0094b7ffff6bba00006a360000b0000000e60704171018341e03000000aaaaaa0c05000000be33d37508000000b33420030000000048b22ef6cccccccc
145622,OK,3123023340,43690,170,12,5,0,0,36337570067,53498376,3123023340,3435973836,35.3414991,-117.7779422,13386637,-18163,45908,20695,214,2022,4,23,16,24,53,26,3,0,0,0,850e153eb6ab414069cb14cec9715dc08d43cc000db9ffff54b30000d7500000d6000000e60704171018351a03000000aaaaaa0c050000001351e375080000000852300300000000ec8d25bacccccccc
145788,OK,2618027036,43690,170,12,5,0,0,36338098054,54026363,2618027036,3435973836,35.3413344,-117.7774347,13362505,-18601,46412,27207,282,2022,4,23,16,24,54,28,3,0,0,0,f97f7ad8b0ab4140a3d1787dc1715dc049e5cb0057b7ffff4cb50000476a00001a010000e60704171018361c03000000aaaaaa0c05000000865feb75080000007b603803000000001cec0b9ccccccccc
146133,OK,1854012151,43690,170,12,5,0,0,36339144889,55073198,1854012151,3435973836,35.3411672,-117.7769287,13332118,-18761,46055,33845,313,2022,4,23,16,24,55,28,3,0,0,0,e43be75dabab4140b9742733b9715dc0966ecb00b7b6ffffe7b300003584000039010000e60704171018371c03000000aaaaaa0c05000000b958fb7508000000ae59480300000000f7fa816ecccccccc
146824,OK,3258950809,43690,170,12,5,0,0,36341251264,57179573,3258950809,3435973836,35.3408524,-117.7759346,13254424,-16761,44578,43352,356,2022,4,23,16,24,57,29,3,0,0,0,ad612b0da1ab41406eb598e9a8715dc0183fca0087beffff22ae000058a9000064010000e60704171018391d03000000aaaaaa0c05000000c07c1b7608000000b57d68030000000099a43fc2cccccccc
147170,OK,3455322563,43690,170,12,5,0,0,36342307165,58235474,3455322563,3435973836,35.3407054,-117.7754548,13208846,-16680,42398,46699,345,2022,4,23,16,24,58,29,3,0,0,0,09490b3c9cab4140ad612b0da1715dc00e8dc900d8beffff9ea500006bb6000059010000e607041710183a1d03000000aaaaaa0c050000005d992b7608000000529a780300000000c309f4cdcccccccc
147517,OK,248015209,43690,170,12,5,0,0,36343358246,59286555,248015209,3435973836,35.3405516,-117.7750048,13160267,-17661,39726,50850,353,2022,4,23,16,24,59,30,3,0,0,0,dc4ce03197ab41408d8fbbad99715dc04bcfc80003bbffff2e9b0000a2c6000061010000e607041710183b1e03000000aaaaaa0c0500000026a33b76080000001ba48803000000006969c80ecccccccc
147866,OK,3921277362,43690,170,12,5,0,0,36344412071,60340380,3921277362,3435973836,35.3403928,-117.774571,13106465,-17818,39404,56750,356,2022,4,23,16,25,0,27,3,0,0,0,9de5c3fd91ab4140855b3e9292715dc021fdc70066baffffec990000aedd000064010000e60704171019001b03000000aaaaaa0c05000000a7b74b76080000009cb8980300000000b2f1b9e9cccccccc
148215,OK,73767466,43690,170,12,5,0,0,36345457111,61385420,73767466,3435973836,35.3402241,-117.7741401,13048769,-19821,39289,59892,339,2022,4,23,16,25,1,28,3,0,0,0,d0679b768cab41406b01eb828b715dc0c11bc70093b2ffff79990000f4e9000053010000e60704171019011c03000000aaaaaa0c05000000d7a95b7608000000ccaaa803000000002a9a6504cccccccc
148563,OK,3125697323,43690,170,12,5,0,0,36346508739,62437048,3125697323,3435973836,35.3400306,-117.7737059,12988420,-23263,39928,60631,353,2022,4,23,16,25,2,27,3,0,0,0,d351691f86ab4140394ec06584715dc00430c60021a5fffff89b0000d7ec000061010000e60704171019021b03000000aaaaaa0c05000000c3b56b7608000000b8b6b803000000002b5b4ebacccccccc
148908,OK,4016696345,43690,170,12,5,0,0,36347560673,63488982,4016696345,3435973836,35.339813,-117.7732559,12928231,-25204,42100,59674,371,2022,4,23,16,25,3,28,3,0,0,0,b9e00cfe7eab4140197c50067d715dc0e744c5008c9dffff74a400001ae9000073010000e60704171019031c03000000aaaaaa0c05000000e1c27b7608000000d6c3c8030000000019ec69efcccccccc
149255,OK,321202407,43690,170,12,5,0,0,36348610502,64538811,321202407,3435973836,35.3395905,-117.7727793,12868288,-24259,44620,59810,391,2022,4,23,16,25,4,28,3,0,0,0,22c495b377ab4140a6214f3775715dc0c05ac4003da1ffff4cae0000a2e9000087010000e60704171019041c03000000aaaaaa0c05000000c6c78b7608000000bbc8d80300000000e7282513cccccccc
149435,OK,2898417872,43690,170,12,5,0,0,36349116991,65045300,2898417872,3435973836,35.3393749,-117.7722831,12809197,-24142,45811,59072,402,2022,4,23,16,25,5,26,3,0,0,0,a84a00a370ab4140397018166d715dc0ed73c300b2a1fffff3b20000c0e6000092010000e60704171019051a03000000aaaaaa0c050000003f829376080000003483e00300000000d058c2accccccccc
149782,OK,1987461306,43690,170,12,5,0,0,36350179703,66108011,1987461306,3435973836,35.3391604,-117.7717838,12749637,-23881,45057,59715,415,2022,4,23,16,25,6,29,3,0,0,0,940ca59b69ab41404925e1e764715dc0458bc200b7a2ffff01b0000043e900009f010000e60704171019061d03000000aaaaaa0c0500000077b9a376080000006bbaf00300000000ba407676cccccccc
150133,OK,1737497111,43690,170,12,5,0,0,36351234229,67162538,1737497111,3435973836,35.3389524,-117.7713116,12690080,-22526,40773,58431,438,2022,4,23,16,25,7,28,3,0,0,0,4a73d0ca62ab4140a041542b5d715dc0a0a2c10002a8ffff459f00003fe40000b6010000e60704171019071c03000000aaaaaa0c05000000b5d0b37608000000aad1000400000000171a9067cccccccc
150468,OK,892871061,43690,170,12,5,0,0,36352297975,68226284,892871061,3435973836,35.3387671,-117.770878,12629170,-20300,37717,60806,407,2022,4,23,16,25,8,28,3,0,0,0,faba67b85cab41402dcdad1056715dc0b2b4c000b4b0ffff5593000086ed000097010000e60704171019081c03000000aaaaaa0c05000000f70bc47608000000ec0c11040000000095213835cccccccc
151504,OK,3148143399,43690,170,12,5,0,0,36355455610,71383919,3148143399,3435973836,35.3382126,-117.7696261,12432414,-23290,38208,62852,413,2022,4,23,16,25,11,27,3,0,0,0,2d0cec8c4aab41407969d48d41715dc01eb4bd0006a5ffff4095000084f500009d010000e607041710190b1b03000000aaaaaa0c050000007a3af476080000006f3b41040000000027dba4bbcccccccc
151842,OK,819715405,43690,170,12,5,0,0,36356500035,72428344,819715405,3435973836,35.3380005,-117.7692069,12369509,-23811,38096,62785,421,2022,4,23,16,25,12,30,3,0,0,0,0dc4b29943ab4140e2d693af3a715dc065bebc00fda2ffffd094000041f50000a5010000e607041710190c1e03000000aaaaaa0c05000000432a047708000000382b5104000000004ddddb30cccccccc
152172,OK,2387105907,43690,170,12,5,0,0,36357554932,73483241,2387105907,3435973836,35.3377803,-117.7687876,12307108,-24966,38298,61678,425,2022,4,23,16,25,13,31,3,0,0,0,d5dd86623cab414080e4e7d033715dc0a4cabb007a9effff9a950000eef00000a9010000e607041710190d1f03000000aaaaaa0c05000000f442147708000000e9436104000000007358488ecccccccc
152340,OK,3729699717,43690,170,12,5,0,0,36358080204,74008513,3729699717,3435973836,35.3375653,-117.7683492,12246430,-23851,41865,59058,417,2022,4,23,16,25,14,30,3,0,0,0,d9e1f95635ab4140187a1fa22c715dc09eddba00d5a2ffff89a30000b2e60000a1010000e607041710190e1e03000000aaaaaa0c05000000cc461c7708000000c14769040000000085b34edecccccccc
152671,OK,1337670082,43690,170,12,5,0,0,36359128627,75056936,1337670082,3435973836,35.337357,-117.7678777,12187838,-22533,44145,58461,420,2022,4,23,16,25,15,31,3,0,0,0,d009a1832eab4140f93482e824715dc0bef8b900fba7ffff71ac00005de40000a4010000e607041710190f1f03000000aaaaaa0c0500000033462c77080000002847790400000000c239bb4fcccccccc
153018,OK,572259701,43690,170,12,5,0,0,36360177724,76106033,572259701,3435973836,35.3371543,-117.767392,12128734,-22492,44343,59285,431,2022,4,23,16,25,16,30,3,0,0,0,571a42df27ab414092cd55f31c715dc0de11b90024a8ffff37ad000095e70000af010000e60704171019101e03000000aaaaaa0c050000003c483c7708000000314989040000000075fd1b22cccccccc
153361,OK,3998024716,43690,170,12,5,0,0,36361227643,77155952,3998024716,3435973836,35.3369531,-117.7668999,12068109,-21988,45270,61554,447,2022,4,23,16,25,17,27,3,0,0,0,9564784721ab4140907351e314715dc00d25b8001caaffffd6b0000072f00000bf010000e60704171019111b03000000aaaaaa0c050000007b4d4c7708000000704e9904000000000c044deecccccccc
153705,OK,2133924795,43690,170,12,5,0,0,36362284249,78212558,2133924795,3435973836,35.3367462,-117.766402,12006796,-23766,45320,60527,442,2022,4,23,16,25,18,30,3,0,0,0,b106de7f1aab4140b265f9ba0c715dc08c35b7002aa3ffff08b100006fec0000ba010000e60704171019121e03000000aaaaaa0c05000000d96c5c7708000000ce6da90400000000bb1b317fcccccccc
154398,OK,895553304,43690,170,12,5,0,0,36364391652,80319961,895553304,3435973836,35.3362789,-117.7654581,11889018,-26872,40769,59774,466,2022,4,23,16,25,20,30,3,0,0,0,dceade2f0bab4140547df843fd705dc07a69b5000897ffff419f00007ee90000d2010000e60704171019141e03000000aaaaaa0c05000000e4947c7708000000d995c90400000000180f6135cccccccc
154743,OK,4190913980,43690,170,12,5,0,0,36365448228,81376536,4190913980,3435973836,35.3360471,-117.7650288,11830165,-24620,37333,57589,486,2022,4,23,16,25,21,29,3,0,0,0,3435649703ab4140e11f5b3bf6705dc09583b400d49fffffd5910000f5e00000e6010000e60704171019151d03000000aaaaaa0c0500000024b48c770800000018b5d90400000000bc45ccf9cccccccc
155086,OK,786117946,43690,170,12,5,0,0,36366503886,82432195,786117946,3435973836,35.3358378,-117.764623,11771343,-21814,36427,59688,489,2022,4,23,16,25,22,30,3,0,0,0,5be1a7bbfcaa41403eb14e95ef705dc0cf9db300caaaffff4b8e000028e90000e9010000e60704171019161e03000000aaaaaa0c05000000cecf9c7708000000c3d0e904000000003a35db2ecccccccc
155434,OK,3421580562,43690,170,12,5,0,0,36367551327,83479636,3421580562,3435973836,35.3356443,-117.7642196,11711798,-21023,36971,58943,492,2022,4,23,16,25,23,30,3,0,0,0,5ecb7564f6aa4140943d53f9e8705dc036b5b200e1adffff6b9000003fe60000ec010000e60704171019171e03000000aaaaaa0c050000005fcbac770800000054ccf90400000000122df1cbcccccccc
155788,OK,346993918,43690,170,12,5,0,0,36368609065,84537374,346993918,3435973836,35.3354609,-117.76382,11653640,-19618,35734,56936,488,2022,4,23,16,25,24,30,3,0,0,0,1a4bfd61f0aa4140f701486de2705dc008d2b1005eb3ffff968b000068de0000e8010000e60704171019181e03000000aaaaaa0c0500000029efbc77080000001ef0090500000000feb4ae14cccccccc
155942,OK,1205751485,43690,170,12,5,0,0,36369117015,85045324,1205751485,3435973836,35.3353008,-117.7634207,11597012,-15356,36985,55622,475,2022,4,23,16,25,25,28,3,0,0,0,4c29f922ebaa4140b9e57ee2db705dc0d4f4b00004c4ffff7990000046d90000db010000e60704171019191c03000000aaaaaa0c0500000057afc477080000004cb0110500000000bd4ede47cccccccc
156631,OK,546849315,43690,170,12,5,0,0,36371231113,87159422,546849315,3435973836,35.3350484,-117.7625152,11485918,-12557,43045,57470,505,2022,4,23,16,25,27,29,3,0,0,0,df49b0dde2aa4140fcac8d0ccd705dc0de42af00f3ceffff25a800007ee00000f9010000e607041710191b1d03000000aaaaaa0c0500000089f1e477080000007ef231050000000023429820cccccccc
156977,OK,3273538413,43690,170,12,5,0,0,36372293053,88221361,3273538413,3435973836,35.3349359,-117.762043,11426529,-12454,42822,61564,530,2022,4,23,16,25,28,29,3,0,0,0,cf60f82ddfaa414053c90050c5705dc0e15aae005acfffff46a700007cf0000012020000e607041710191c1d03000000aaaaaa0c05000000bd25f57708000000b1264205000000006d3b1ec3cccccccc
157638,OK,3099344122,43690,170,12,5,0,0,36374390419,90318728,3099344122,3435973836,35.3347061,-117.7610648,11307769,-13066,45207,55589,511,2022,4,23,16,25,30,29,3,0,0,0,c7a244a6d7aa4140c1882249b5705dc0f98aac00f6ccffff97b0000025d90000ff010000e607041710191e1d03000000aaaaaa0c0500000093261578080000008827620500000000fa3cbcb8cccccccc
157980,OK,1238521837,43690,170,12,5,0,0,36375446168,91374477,1238521837,3435973836,35.3345875,-117.7605614,11252958,-13054,46275,53539,518,2022,4,23,16,25,31,29,3,0,0,0,401361c3d3aa414066e6b809ad705dc0deb4ab0002cdffffc3b4000023d1000006020000e607041710191f1d03000000aaaaaa0c0500000098422578080000008d43720500000000ed57d249cccccccc
158328,OK,59808530,43690,170,12,5,0,0,36376502709,92431018,59808530,3435973836,35.3344729,-117.7600558,11200759,-12468,45817,51408,520,2022,4,23,16,25,32,29,3,0,0,0,fb720b02d0aa4140a50815c1a4705dc0f7e8aa004ccffffff9b20000d0c8000008020000e60704171019201d03000000aaaaaa0c05000000b561357808000000aa62820500000000129b9003cccccccc
158665,OK,2741300341,43690,170,12,5,0,0,36377549823,93478132,2741300341,3435973836,35.3343601,-117.7595777,11149351,-12353,41282,51284,525,2022,4,23,16,25,33,29,3,0,0,0,2c4bcf4fccaa41405611c9eb9c705dc02720aa00bfcfffff42a1000054c800000d020000e60704171019211d03000000aaaaaa0c05000000ff5b457808000000f45c92050000000075ec64a3cccccccc
158832,OK,242789661,43690,170,12,5,0,0,36378076616,94004925,242789661,3435973836,35.3342529,-117.7591272,11097247,-11523,40696,52581,540,2022,4,23,16,25,34,29,3,0,0,0,ec0b8dccc8aa41404260408a95705dc09f54a900fdd2fffff89e000065cd00001c020000e60704171019221d03000000aaaaaa0c05000000c8654d7808000000bd669a05000000001dad780ecccccccc
159172,OK,1071738811,43690,170,12,5,0,0,36379125803,95054112,1071738811,3435973836,35.3341556,-117.7586892,11042349,-9954,39082,56733,557,2022,4,23,16,25,35,30,3,0,0,0,3be3569cc5aa41400475255d8e705dc02d7ea8001ed9ffffaa9800009ddd00002d020000e60704171019231e03000000aaaaaa0c050000002b685d78080000002069aa0500000000bb6fe13fcccccccc
159515,OK,1429450782,43690,170,12,5,0,0,36380175634,96103943,1429450782,3435973836,35.3340675,-117.7582677,10985891,-9613,37643,55962,565,2022,4,23,16,25,36,30,3,0,0,0,07944db9c2aa41403d473f7587705dc0a3a1a70073daffff0b9300009ada000035020000e60704171019241e03000000aaaaaa0c05000000126d6d7808000000076eba05000000001eb03355cccccccc
159858,OK,3186195505,43690,170,12,5,0,0,36381223658,97151967,3186195505,3435973836,35.3339827,-117.7578543,10930865,-9541,37995,53845,545,2022,4,23,16,25,37,31,3,0,0,0,03f7f2f1bfaa4140826852af80705dc0b1caa600bbdaffff6b94000055d2000021020000e60704171019251f03000000aaaaaa0c05000000ea6a7d7808000000df6bca0500000000317ce9bdcccccccc
160204,OK,3732911794,43690,170,12,5,0,0,36382280445,98208754,3732911794,3435973836,35.3338937,-117.757426,10877906,-10298,40262,52541,552,2022,4,23,16,25,38,29,3,0,0,0,93eb5c07bdaa4140f7c8e6aa79705dc0d2fba500c6d7ffff469d00003dcd000028020000e60704171019261d03000000aaaaaa0c05000000fd8a8d7808000000f28bda0500000000b2b67fdecccccccc
160547,OK,730199146,43690,170,12,5,0,0,36383330699,99259008,730199146,3435973836,35.3338039,-117.7569716,10826112,-9582,42541,51370,546,2022,4,23,16,25,39,30,3,0,0,0,7de31016baaa41400d80023972705dc08031a50092daffff2da60000aac8000022020000e60704171019271e03000000aaaaaa0c050000008b919d78080000008092ea05000000006af4852bcccccccc
160889,OK,2397160083,43690,170,12,5,0,0,36384386782,100315091,2397160083,3435973836,35.3337235,-117.7565068,10773352,-8243,42264,54423,544,2022,4,23,16,25,40,29,3,0,0,0,0d349f73b7aa4140e74c7f9b6a705dc06863a400cddfffff18a5000097d4000020020000e60704171019281d03000000aaaaaa0c05000000deaead7808000000d3affa050000000093c2e18ecccccccc
161571,OK,3875096790,43690,170,12,5,0,0,36386482561,102410870,3875096790,3435973836,35.3335699,-117.7556081,10662572,-9403,39326,55134,506,2022,4,23,16,25,42,31,3,0,0,0,0d0ab7216bb2aa4140ee8513e25b705dc0acb2a20045dbffff9e9900005ed70000fa010000e607041710192a1f03000000aaaaaa0c0500000081a9cd780800000076aa1a0600000000d648f9e6cccccccc
161915,OK,1792154848,43690,170,12,5,0,0,36387530343,103458652,1792154848,3435973836,35.3334672,-117.7551715,10608351,-13527,40175,52249,500,2022,4,23,16,25,43,30,3,0,0,0,f4249f0dafaa4140c2d7d7ba54705dc0dfdea10029cbffffef9c000019cc0000f4010000e607041710192b1e03000000aaaaaa0c0500000067a6dd78080000005ca72a0600000000e01cd26acccccccc
162434,OK,70164324,43690,170,12,5,0,0,36389085073,105013382,70164324,3435973836,35.3331765,-117.7542521,10504256,-18297,42757,51442,477,2022,4,23,16,25,45,29,3,0,0,0,dba50d87a5aa41401d9c99aa45705dc04048a00087b8ffff05a70000f2c80000dd010000e607041710192d1d03000000aaaaaa0c05000000915ff578080000008660420600000000649f2e04cccccccc
162786,OK,3671642821,43690,170,12,5,0,0,36390167585,106095894,3671642821,3435973836,35.3330132,-117.7537825,10451459,-17947,42848,53912,478,2022,4,23,16,25,46,28,3,0,0,0,7291312da0aa41400473f4f83d705dc0037a9f00e5b9ffff60a7000098d20000de010000e607041710192e1c03000000aaaaaa0c0500000021e405790800000016e5520600000000c5d2d8dacccccccc
163439,OK,3779232267,43690,170,12,5,0,0,36392257139,108185448,3779232267,3435973836,35.3327061,-117.7528742,10337682,-16295,38512,56042,482,2022,4,23,16,25,48,30,3,0,0,0,00570d1d96aa414023c044172f705dc092bd9d0059c0ffff70960000eada0000e2010000e60704171019301e03000000aaaaaa0c0500000073c625790800000068c77206000000000b8242e1cccccccc
163784,OK,3573508885,43690,170,12,5,0,0,36393306508,109234816,3573508885,3435973836,35.3325551,-117.7524513,10282131,-17423,38768,55756,465,2022,4,23,16,25,49,30,3,0,0,0,1b4f5f2a91aa41404a557f2928705dc093e49c00f1bbffff70970000ccd90000d1010000e60704171019311e03000000aaaaaa0c050000008cc935790800000080ca820600000000156bffd4cccccccc
164487,OK,721836727,43690,170,12,5,0,0,36395415348,111343657,721836727,3435973836,35.3322361,-117.7515928,10169707,-17041,38273,54418,459,2022,4,23,16,25,51,31,3,0,0,0,790668b686aa41402efaaf181a705dc06b2d9b006fbdffff8195000092d40000cb010000e60704171019331f03000000aaaaaa0c0500000034f755790800000029f8a20600000000b75a062bcccccccc
164840,OK,1886559790,43690,170,12,5,0,0,36396473936,112402245,1886559790,3435973836,35.3321006,-117.7511793,10115542,-13138,37068,53326,472,2022,4,23,16,25,52,31,3,0,0,0,b1fdbf4582aa4140a8bb575213705dc0d6599a00aeccffffcc9000004ed00000d8010000e60704171019341f03000000aaaaaa0c05000000501e667908000000451fb306000000002e9e7270cccccccc
165184,OK,2391314114,43690,170,12,5,0,0,36397533559,113461868,2391314114,3435973836,35.331991,-117.7507618,10062654,-10577,39130,53650,463,2022,4,23,16,25,53,29,3,0,0,0,7dc85bae7eaa41408285387b0c705dc03e8b9900afd6ffffda98000092d10000cf010000e60704171019351d03000000aaaaaa0c0500000077497679080000006c4ac30600000000c28e888ecccccccc
165525,OK,3036610660,43690,170,12,5,0,0,36398581427,114509736,3036610660,3435973836,35.3318962,-117.7503343,10006711,-10672,39007,58267,459,2022,4,23,16,25,54,31,3,0,0,0,00181c3f00700f3e99995340f628a040aaaaaa0c08000000cc3d867908000000c13ed30600000000e5600d0a6ccccccccc55551e937baa41404ae4277a05705dc0b7b0980050d6ffff5f9800009be30000cb010000e60704171019361f03000000aaaaaa0c05000000b346867908000000a847d306000000006400ffb4cccccccc
165697,OK,1745719942,43690,170,12,5,0,0,36399109879,115038188,1745719942,3435973836,35.3318004,-117.7499057,9948647,-10453,39087,57456,463,2022,4,23,16,25,55,27,3,0,0,0,5d667d6f78aa414060257a74fe6f5dc0e7cd97002bd7ffffaf98000070e00000cf010000e60704171019371b03000000aaaaaa0c05000000f7568e7908000000ec57db060000000086920d68cccccccc
166043,OK,2689019593,43690,170,12,5,0,0,36400161753,116090061,2689019593,3435973836,35.3317115,-117.7494937,9892756,-9481,35993,53458,470,2022,4,23,16,25,56,29,3,0,0,0,821abe8575aa4140b6836cb4f76f5dc094f39600f7daffff998c0000d2d00000d6010000e60704171019381d03000000aaaaaa0c05000000d9639e7908000000cd64eb0600000000c92e47a0cccccccc
166392,OK,844693979,43690,170,12,5,0,0,36401209869,117138177,844693979,3435973836,35.3316304,-117.7491052,9839955,-8056,34940,51174,467,2022,4,23,16,25,57,31,3,0,0,0,012e6ddd72aa4140ddd0ef56f16f5dc05325960088e0ffff7c880000e6c70000d3010000e60704171019391f03000000aaaaaa0c050000000d62ae79080000000163fb0600000000db015932cccccccc
166732,OK,2390497094,43690,170,12,5,0,0,36402265528,118193836,2390497094,3435973836,35.3315633,-117.748713,9789153,-6542,36657,50040,461,2022,4,23,16,25,58,30,3,0,0,0,e4068daa70aa4140c345eee9ea6f5dc0e15e950072e6ffff318f000078c30000cd010000e607041710193a1e03000000aaaaaa0c05000000b87dbe7908000000ac7e0b070000000046177c8ecccccccc
167078,OK,845987854,43690,170,12,5,0,0,36403313248,119241557,845987854,3435973836,35.3315036,-117.7482998,9739439,-6542,38690,49371,461,2022,4,23,16,25,59,30,3,0,0,0,cd40c0b56eaa41409d26d824e46f5dc0af9c940072e6ffff22970000dbc00000cd010000e607041710193b1e03000000aaaaaa0c05000000607ace7908000000557b1b07000000000ec06c32cccccccc
167428,OK,1971752703,43690,170,12,5,0,0,36404362281,120290590,1971752703,3435973836,35.3314376,-117.7478596,9689545,-8059,41584,50815,467,2022,4,23,16,26,0,30,3,0,0,0,16551a8c6caa4140faff82eedc6f5dc0c9d9930085e0ffff70a200007fc60000d3010000e6070417101a001e03000000aaaaaa0c05000000297cde79080000001e7d2b0700000000ff8e8675cccccccc
167768,OK,3832731527,43690,170,12,5,0,0,36405412962,121341271,3832731527,3435973836,35.3313538,-117.7473928,9639255,-10661,43597,50025,456,2022,4,23,16,26,1,30,3,0,0,0,e13323cd69aa414004519c48d56f5dc0571593005bd6ffff4daa000069c30000c8010000e6070417101a011e03000000aaaaaa0c050000006284ee790800000057853b070000000087d772e4cccccccc
168115,OK,2765797146,43690,170,12,5,0,0,36406461816,122390125,2765797146,3435973836,35.331242,-117.7469157,9588401,-14132,43227,51231,461,2022,4,23,16,26,2,31,3,0,0,0,e3874a2366aa41409c178277cd6f5dc0b14e9200ccc8ffffdba800001fc80000cd010000e6070417101a021f03000000aaaaaa0c050000007885fe79080000006d864b07000000001ab7daa4cccccccc
168448,OK,4055783796,43690,170,12,5,0,0,36407517226,123445535,4055783796,3435973836,35.331113,-117.746445,9536054,-14674,42428,54135,443,2022,4,23,16,26,3,30,3,0,0,0,e52329e961aa4140d0d03fc1c56f5dc036829100aec6ffffbca5000077d30000bb010000e6070417101a031e03000000aaaaaa0c050000002aa00e7a080000001fa15b07000000007459bef1cccccccc
168794,OK,3405283266,43690,170,12,5,0,0,36408571114,124499423,3405283266,3435973836,35.3309766,-117.7459847,9480764,-15072,41346,55784,439,2022,4,23,16,26,4,29,3,0,0,0,e25ef4705daa41403f749c36be6f5dc03caa900020c5ffff82a10000e8d90000b7010000e6070417101a041d03000000aaaaaa0c05000000eab41e7a08000000dfb56b0700000000c27ff8cacccccccc
169147,OK,3784208106,43690,170,12,5,0,0,36409623928,125552237,3784208106,3435973836,35.3308447,-117.7455279,9427016,-13516,42044,52718,449,2022,4,23,16,26,5,30,3,0,0,0,08477f1e59aa41405b30a7bab66f5dc048d88f0034cbffff3ca40000eecd0000c1010000e6070417101a051e03000000aaaaaa0c0500000078c52e7a080000006dc67b0700000000ea6e8ee1cccccccc
169674,OK,1600137941,43690,170,12,5,0,0,36411196543,127124852,1600137941,3435973836,35.330594,-117.7445884,9324186,-15400,42212,50396,454,2022,4,23,16,26,7,29,3,0,0,0,7d2079e750aa4140c8be1a56a76f5dc09a468e00d8c3ffffe4a40000dcc40000c6010000e6070417101a071d03000000aaaaaa0c050000007fc4467a0800000074c5930700000000d52a605fcccccccc
170015,OK,1160872317,43690,170,12,5,0,0,36412243869,128172178,1160872317,3435973836,35.3304543,-117.7441265,9270216,-15636,42012,56812,467,2022,4,23,16,26,8,30,3,0,0,0,4aa995534caa41409065c1c49f6f5dc0c8738d00ecc2ffff1ca40000ecdd0000d3010000e6070417101a081e03000000aaaaaa0c050000009dbf567a0800000092c0a307000000007d813145cccccccc
170359,OK,3235695233,43690,170,12,5,0,0,36413295491,129223800,3235695233,3435973836,35.3303231,-117.7436777,9213763,-13825,39972,55716,468,2022,4,23,16,26,9,30,3,0,0,0,82ceff0648aa4140ed105a6a986f5dc043978c00ffc9ffff249c0000a4d90000d4010000e6070417101a091e03000000aaaaaa0c0500000083cb667a0800000078ccb3070000000081cadcc0cccccccc
171049,OK,2965291881,43690,170,12,5,0,0,36415395029,131323338,2965291881,3435973836,35.3300885,-117.7427893,9108230,-13749,39305,50353,435,2022,4,23,16,26,11,31,3,0,0,0,9124085740aa414066d421dc896f5dc006fb8a004bcaffff89990000b1c40000b3010000e6070417101a0b1f03000000aaaaaa0c05000000d5d4867a08000000cad5d3070000000069c3beb0cccccccc
171398,OK,1025953453,43690,170,12,5,0,0,36416455358,132383667,1025953453,3435973836,35.3299691,-117.7423674,9057840,-12308,37615,50038,426,2022,4,23,16,26,12,29,3,0,0,0,64986e6d3caa414075278ef2826f5dc030368a00eccfffffef92000076c30000aa010000e6070417101a0c1d03000000aaaaaa0c05000000be02977a08000000b303e40700000000adce263dcccccccc
171740,OK,244146897,43690,170,12,5,0,0,36417500301,133428610,244146897,3435973836,35.3298583,-117.7419573,9005593,-12147,37202,54492,435,2022,4,23,16,26,13,31,3,0,0,0,3668f9cb38aa4140d2a1783a7c6f5dc0196a89008dd0ffff52910000dcd40000b3010000e6070417101a0d1f03000000aaaaaa0c050000008df4a67a0800000082f5f30700000000d1628d0ecccccccc
172234,OK,3596423916,43690,170,12,5,0,0,36419084894,135013203,3596423916,3435973836,35.3296088,-117.7411621,8900440,-15255,36644,50725,444,2022,4,23,16,26,15,29,3,0,0,0,a53c049f30aa4140382229336f6f5dc058cf870069c4ffff248f000025c60000bc010000e6070417101a0f1d03000000aaaaaa0c050000005e22bf7a0800000053230c0800000000ec125dd6cccccccc
